reaction_type,example,rxn_smiles_clean,reactants_smiles,products_smiles,conditions,row_num,success,elapsed_s,detected_reaction_type,confidence,reaction_key,reacted_motifs,formed_motifs,spectator_motifs,reactant_slot_evidence_motifs,product_motifs_reactive,quality_score,quality_level,quality_reasons,validation_method,validation_reason,event_fallback,event_families,events,anomalies,mechanisms,redox,role_summary_json,error
Oxidation,Secondary alcohol to ketone,CC(O)c1ccccc1.[O]>>CC(=O)c1ccccc1,CC(O)c1ccccc1.[O],CC(=O)c1ccccc1,,235,True,0.075,Benzylic_CH_oxidation_to_carbonyl,0.95,|Ar-Alkyl|Inorganic|R2CH-OH -> Ar-COR,Ar-Alkyl;Inorganic;R2CH-OH,Ar-COR;R_acidic-H,,Ar-Alkyl;Inorganic;R2CH-OH,Ar-COR,0.75,high,missing_bond_key,crk_pattern,Taxonomy pattern (CRK): substrate -> Benzylic_CH_oxidation_to_carbonyl,,,,,,uncertain,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 1, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""Ar-Alkyl"", ""member_type"": ""Ar-Alkyl"", ""name"": """"}, {""category"": ""R2CH-OH"", ""member_type"": ""R2CH-OH"", ""name"": """"}, {""category"": ""Alkyl-O*"", ""member_type"": ""Alkyl-O*"", ""name"": """"}], ""category"": ""Alkyl-OH"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Alkyl-OH"", ""name"": """", ""position"": 0, ""role"": ""substrate""}]}}",
Oxidation,Ethanol to acetaldehyde,CCO.[O]>>CC=O,CCO.[O],CC=O,,236,True,0.053,Oxidation_primary_alcohol_to_aldehyde,1.0,|Inorganic|RCH2-OH -> Alkyl-CHO,Inorganic;RCH2-OH,Alkyl-CHO;R_acidic-H,,Inorganic;RCH2-OH,Alkyl-CHO,0.75,high,missing_bond_key,slot_based_confirmed,Pattern consistent with slot-based detection,,,,,,uncertain,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 1, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""RCH2-OH"", ""member_type"": ""RCH2-OH"", ""name"": """"}, {""category"": ""Alkyl-O*"", ""member_type"": ""Alkyl-O*"", ""name"": """"}], ""category"": ""Alkyl-OH"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Alkyl-OH"", ""name"": """", ""position"": 0, ""role"": ""substrate""}]}}",
PCC Oxidation,,c1ccc(CO)cc1.Cl[Cr](=O)(=O)OC(C)(C)C>>c1ccc(C=O)cc1,c1ccc(CO)cc1.Cl[Cr](=O)(=O)OC(C)(C)C,c1ccc(C=O)cc1,,237,True,0.068,Oxidation_primary_alcohol_to_aldehyde,1.0,|Alkyl-O*|Bn-OH -> Ar-CHO,Alkyl-O*;Bn-OH,Ar-CHO,,Alkyl-O*;Bn-OH,Ar-CHO,0.75,high,missing_bond_key,slot_based_confirmed,Pattern consistent with slot-based detection,,,,,,uncertain,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 2, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""Ar-Alkyl"", ""member_type"": ""Ar-Alkyl"", ""name"": """"}, {""category"": ""Alkyl-OH"", ""member_type"": ""Alkyl-OH"", ""name"": """"}, {""category"": ""RCH2-OH"", ""member_type"": ""RCH2-OH"", ""name"": """"}, {""category"": ""Alkyl-O*"", ""member_type"": ""Alkyl-O*"", ""name"": """"}], ""category"": ""Bn-OH"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Bn-OH"", ""name"": """", ""position"": 0, ""role"": ""substrate""}, {""category"": ""Alkyl-O*"", ""has_alternatives"": false, ""is_expected"": false, ""member_type"": ""Alkyl-O*"", ""name"": """", ""position"": 1, ""role"": null}]}}",
Swern-type oxidation,,CCO.OS(=O)(=O)O>>CC=O,CCO.OS(=O)(=O)O,CC=O,,238,True,0.055,Oxidation_primary_alcohol_to_aldehyde,1.0,|Inorganic|RCH2-OH -> Alkyl-CHO,Inorganic;RCH2-OH,Alkyl-CHO;R_acidic-H,,Inorganic;RCH2-OH,Alkyl-CHO,0.75,high,missing_bond_key,slot_based_confirmed,Pattern consistent with slot-based detection,,,,,,uncertain,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 1, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""RCH2-OH"", ""member_type"": ""RCH2-OH"", ""name"": """"}, {""category"": ""Alkyl-O*"", ""member_type"": ""Alkyl-O*"", ""name"": """"}], ""category"": ""Alkyl-OH"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Alkyl-OH"", ""name"": """", ""position"": 0, ""role"": ""substrate""}]}}",
MnO2,Benzyl alcohol oxidation,c1ccc(CO)cc1>>c1ccc(C=O)cc1,c1ccc(CO)cc1,c1ccc(C=O)cc1,MnO2,239,True,0.048,Oxidation_primary_alcohol_to_aldehyde,1.0,|Bn-OH -> Ar-CHO,Bn-OH,Ar-CHO,,Bn-OH,Ar-CHO,0.75,high,missing_bond_key,slot_based_confirmed,Pattern consistent with slot-based detection,,,,,,uncertain,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 1, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""Ar-Alkyl"", ""member_type"": ""Ar-Alkyl"", ""name"": """"}, {""category"": ""Alkyl-OH"", ""member_type"": ""Alkyl-OH"", ""name"": """"}, {""category"": ""RCH2-OH"", ""member_type"": ""RCH2-OH"", ""name"": """"}, {""category"": ""Alkyl-O*"", ""member_type"": ""Alkyl-O*"", ""name"": """"}], ""category"": ""Bn-OH"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Bn-OH"", ""name"": """", ""position"": 0, ""role"": ""substrate""}]}}",
Jones Oxidation,Acetone,CC(O)C>>CC(=O)C,CC(O)C,CC(=O)C,CrO3,240,True,0.041,Oxidation_secondary_alcohol_to_ketone,1.0,|R2CH-OH -> Alkyl-COR,R2CH-OH,Alkyl-COR;R_acidic-H,,R2CH-OH,Alkyl-COR,0.75,high,missing_bond_key,slot_based_confirmed,Pattern consistent with slot-based detection,,,,,,uncertain,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 1, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""R2CH-OH"", ""member_type"": ""R2CH-OH"", ""name"": """"}, {""category"": ""Alkyl-O*"", ""member_type"": ""Alkyl-O*"", ""name"": """"}], ""category"": ""Alkyl-OH"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Alkyl-OH"", ""name"": """", ""position"": 0, ""role"": ""substrate""}]}}",
Dess-Martin,Acetophenone,c1ccc(C(O)C)cc1>>c1ccc(C(=O)C)cc1,c1ccc(C(O)C)cc1,c1ccc(C(=O)C)cc1,Dess-Martin,241,True,0.052,Benzylic_CH_oxidation_to_carbonyl,0.95,|Ar-Alkyl|R2CH-OH -> Ar-COR,Ar-Alkyl;R2CH-OH,Ar-COR;R_acidic-H,,Ar-Alkyl;R2CH-OH,Ar-COR,0.75,high,missing_bond_key,crk_pattern,Taxonomy pattern (CRK): substrate -> Benzylic_CH_oxidation_to_carbonyl,,,,,,uncertain,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 1, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""Ar-Alkyl"", ""member_type"": ""Ar-Alkyl"", ""name"": """"}, {""category"": ""R2CH-OH"", ""member_type"": ""R2CH-OH"", ""name"": """"}, {""category"": ""Alkyl-O*"", ""member_type"": ""Alkyl-O*"", ""name"": """"}], ""category"": ""Alkyl-OH"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Alkyl-OH"", ""name"": """", ""position"": 0, ""role"": ""substrate""}]}}",
IBX,Diol to diketone,CC(O)CCO>>CC(=O)CC=O,CC(O)CCO,CC(=O)CC=O,IBX,242,True,0.053,Oxidation_secondary_alcohol_to_ketone / Oxidation_primary_alcohol_to_aldehyde,0.95,|R2CH-OH|RCH2-OH -> RCH2-COR | reaction_types: Oxidation_secondary_alcohol_to_ketone+Oxidation_primary_alcohol_to_aldehyde,R2CH-OH;RCH2-OH,RCH2-CHO;RCH2-COR;R_acidic-H,,R2CH-OH;RCH2-OH,RCH2-COR,0.75,high,missing_bond_key,crk_pattern,Taxonomy pattern (CRK): substrate -> Oxidation_secondary_alcohol_to_ketone,,,,,,uncertain,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 1, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""R2CH-OH"", ""member_type"": ""R2CH-OH"", ""name"": """"}, {""category"": ""RCH2-OH"", ""member_type"": ""RCH2-OH"", ""name"": """"}, {""category"": ""Alkyl-O*"", ""member_type"": ""Alkyl-O*"", ""name"": """"}], ""category"": ""Alkyl-OH"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Alkyl-OH"", ""name"": """", ""position"": 0, ""role"": ""substrate""}]}}",
TEMPO,Alcohol to acid,c1ccc(CO)cc1>>c1ccc(C(=O)O)cc1,c1ccc(CO)cc1,c1ccc(C(=O)O)cc1,TEMPO; NaOCl,243,True,0.059,Oxidation_primary_alcohol_to_carboxylic_acid,1.0,|Bn-OH -> Ar-COOH | bond_formed: C-C(ar); C(ar)-O; C(ar)-O | bond_formed_labeled: C-C(ar); C(ar)-O; C(ar)-O | bond_broken: C(ar)-C(ar); C-O | events: C-O+C-C,Bn-OH,Ar-COOH,,Bn-OH,Ar-COOH,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,bond_formation,c_o_bond_formation;c_c_bond_formation;intramolecular_likely,,,redox_neutral,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 1, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""Ar-Alkyl"", ""member_type"": ""Ar-Alkyl"", ""name"": """"}, {""category"": ""Alkyl-OH"", ""member_type"": ""Alkyl-OH"", ""name"": """"}, {""category"": ""RCH2-OH"", ""member_type"": ""RCH2-OH"", ""name"": """"}, {""category"": ""Alkyl-O*"", ""member_type"": ""Alkyl-O*"", ""name"": """"}], ""category"": ""Bn-OH"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Bn-OH"", ""name"": """", ""position"": 0, ""role"": ""substrate""}]}}",
PCC,Cyclohexylmethanol,C1CCC(CO)CC1>>C1CCC(C=O)CC1,C1CCC(CO)CC1,C1CCC(C=O)CC1,PCC,244,True,0.05,Oxidation_primary_alcohol_to_aldehyde,1.0,|RCH2-OH -> R2CH-CHO,RCH2-OH,R2CH-CHO;R_acidic-H,,RCH2-OH,R2CH-CHO,0.75,high,missing_bond_key,slot_based_confirmed,Pattern consistent with slot-based detection,,,,,,uncertain,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 1, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""RCH2-OH"", ""member_type"": ""RCH2-OH"", ""name"": """"}, {""category"": ""Alkyl-O*"", ""member_type"": ""Alkyl-O*"", ""name"": """"}], ""category"": ""Alkyl-OH"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Alkyl-OH"", ""name"": """", ""position"": 0, ""role"": ""substrate""}]}}",
mCPBA,Styrene epoxidation,C=Cc1ccccc1.[O]>>C1OC1c1ccccc1,C=Cc1ccccc1.[O],C1OC1c1ccccc1,,245,True,0.069,Alkene_Hydrogenation,1.0,|Ar-Alkenyl_terminal|Inorganic -> Ar-Alkyl | bond_formed: C-C(ar); C-C(ar); C-O; C(ar)-O | bond_formed_labeled: C-C(ar)[Ar-Alkyl]; C-C(ar); C-O; C(ar)-O | bond_broken: C(ar)-C(ar); C-C | events: Ann+C-O+C-C,Ar-Alkenyl_terminal;Inorganic,Ar-Alkyl;Epoxide;RCH2-OR,,Ar-Alkenyl_terminal;Inorganic,Ar-Alkyl,0.85,high,multi_transform_record_possible,slot_based_confirmed,Pattern consistent with slot-based detection,,annulation;bond_formation,c_o_bond_formation;c_c_bond_formation;ring_closure_or_annulation;intermolecular_or_multi_component,multi_transform_record_possible,,net_oxidation,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 1, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""Ar-Alkenyl"", ""member_type"": ""Ar-Alkenyl"", ""name"": """"}], ""category"": ""Ar-Alkenyl_terminal"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Ar-Alkenyl_terminal"", ""name"": """", ""position"": 0, ""role"": ""substrate""}]}}",
mCPBA,Isobutylene oxide,C=C(C)C.[O]>>CC1(C)CO1,C=C(C)C.[O],CC1(C)CO1,,246,True,0.058,Epoxidation,1.0,|Alkyl-Alkenyl|Inorganic -> Epoxide | bond_formed: C-O; C-O | bond_formed_labeled: C-O; C-O | events: Ann+C-O,Alkyl-Alkenyl;Inorganic,Epoxide;RCH2-OR,,Alkyl-Alkenyl;Inorganic,Epoxide,0.85,high,multi_transform_record_possible,slot_based_confirmed,Pattern consistent with slot-based detection,,annulation;bond_formation,c_o_bond_formation;ring_closure_or_annulation;intermolecular_or_multi_component,multi_transform_record_possible,,net_oxidation,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": false, ""num_reactants"": 1, ""reactants"": [{""category"": ""Alkyl-Alkenyl"", ""has_alternatives"": false, ""is_expected"": true, ""member_type"": ""Alkyl-Alkenyl"", ""name"": """", ""position"": 0, ""role"": ""substrate""}]}}",
mCPBA,Diepoxide,C=CCCCCC=C.[O]>>C1OC1CCCCC1CO1,C=CCCCCC=C.[O],C1OC1CCCCC1CO1,,247,True,0.065,Epoxidation,1.0,|Inorganic|RCH2-Alkenyl -> Epoxide | bond_formed: C-O; C-O; C-O | bond_formed_labeled: C-O; C-O; C-O | events: Ann+C-O,Inorganic;RCH2-Alkenyl,Epoxide;RCH2-OR,,Inorganic;RCH2-Alkenyl,Epoxide,0.85,high,multi_transform_record_possible,slot_based_confirmed,Pattern consistent with slot-based detection,,annulation;bond_formation,c_o_bond_formation;ring_closure_or_annulation;intermolecular_or_multi_component,multi_transform_record_possible,,net_oxidation,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 1, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""RCH2-Alkenyl"", ""member_type"": ""RCH2-Alkenyl"", ""name"": """"}], ""category"": ""Alkyl-Alkenyl"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Alkyl-Alkenyl"", ""name"": """", ""position"": 0, ""role"": ""substrate""}]}}",
Baeyer-Villiger,Phenyl acetate,CC(=O)c1ccccc1.[O]>>CC(=O)Oc1ccccc1,CC(=O)c1ccccc1.[O],CC(=O)Oc1ccccc1,,248,True,0.07,Baeyer_villiger_oxidation,1.0,|Ar-COR|Inorganic -> Alkyl-COOR | bond_formed: C-O; C(ar)-O | bond_formed_labeled: C-O; C(ar)-O | bond_broken: C-C(ar) | spectators: R_acidic-H,Ar-COR;Inorganic,Alkyl-COOR,R_acidic-H,Ar-COR;Inorganic;R_acidic-H,Alkyl-COOR,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,bond_formation,c_o_bond_formation;intermolecular_or_multi_component,,,net_oxidation,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 1, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""Alkyl-COR"", ""member_type"": ""Alkyl-COR"", ""name"": """"}], ""category"": ""Ar-COR"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Ar-COR"", ""name"": """", ""position"": 0, ""role"": ""substrate""}]}}",
Baeyer-Villiger,Caprolactone,O=C1CCCCC1.[O]>>O=C1OCCCC1,O=C1CCCCC1.[O],O=C1OCCCC1,,249,True,0.113,Baeyer_villiger_oxidation,1.0,|Inorganic|RCH2-COR -> RCH2-COOR | bond_formed: C-O; C-O | bond_formed_labeled: C-O; C-O | bond_broken: C-C | spectators: R_acidic-H,Inorganic;RCH2-COR;R_acidic-H,RCH2-COOR,R_acidic-H,Inorganic;RCH2-COR;R_acidic-H,RCH2-COOR,1.0,high,,slot_based_confirmed,Pattern consistent with slot-based detection,,bond_formation,c_o_bond_formation;intermolecular_or_multi_component,,,net_oxidation,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 1, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""RCH2-COR"", ""member_type"": ""RCH2-COR"", ""name"": """"}], ""category"": ""Alkyl-COR"", ""has_alternatives"": true, ""is_expected"": true, ""member_type"": ""Alkyl-COR"", ""name"": """", ""position"": 0, ""role"": ""substrate""}]}}",
Sulfide to sulfoxide,,CSc1ccccc1.[O]>>CS(=O)c1ccccc1,CSc1ccccc1.[O],CS(=O)c1ccccc1,,250,True,0.072,Unknown,0.0,|Inorganic -> Product_Aryl_S | bond_formed: O-S | spectators: Ar-SR,Inorganic,,Ar-SR,Ar-SR;Inorganic,,0.5,medium,formed_bond_element_without_product_motif:O;formed_bond_element_without_product_motif:S;bond_key_consistency_penalty,slot_based_confirmed,Pattern consistent with slot-based detection,,,intermolecular_or_multi_component,,,redox_neutral,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 1, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""Ar-S*"", ""member_type"": ""Ar-S*"", ""name"": """"}, {""category"": ""Alkyl-SR"", ""member_type"": ""Alkyl-SR"", ""name"": """"}, {""category"": ""CH3-SR"", ""member_type"": ""CH3-SR"", ""name"": """"}, {""category"": ""Alkyl-S*"", ""member_type"": ""Alkyl-S*"", ""name"": """"}], ""category"": ""Ar-SR"", ""has_alternatives"": true, ""is_expected"": false, ""member_type"": ""Ar-SR"", ""name"": """", ""position"": 0, ""role"": null}]}}",
Sulfide to sulfone,,CSc1ccccc1.[O]>>CS(=O)(=O)c1ccccc1,CSc1ccccc1.[O],CS(=O)(=O)c1ccccc1,mCPBA,251,True,0.066,Unknown,0.0,|Inorganic -> Alkyl-SO2R|R_acidic-H | spectators: Ar-SR,Inorganic,Alkyl-SO2R;R_acidic-H,Ar-SR,Ar-SR;Inorganic,Alkyl-SO2R;R_acidic-H,0.0,low,missing_bond_key;formed_bond_element_without_product_motif:O;formed_bond_element_without_product_motif:S;bond_key_consistency_penalty,slot_based_confirmed,Pattern consistent with slot-based detection,,,,bond_key_demoted_due_to_inconsistency,,uncertain,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": true, ""num_reactants"": 1, ""reactants"": [{""alternative_functional_groups"": [{""category"": ""Ar-S*"", ""member_type"": ""Ar-S*"", ""name"": """"}, {""category"": ""Alkyl-SR"", ""member_type"": ""Alkyl-SR"", ""name"": """"}, {""category"": ""CH3-SR"", ""member_type"": ""CH3-SR"", ""name"": """"}, {""category"": ""Alkyl-S*"", ""member_type"": ""Alkyl-S*"", ""name"": """"}], ""category"": ""Ar-SR"", ""has_alternatives"": true, ""is_expected"": false, ""member_type"": ""Ar-SR"", ""name"": """", ""position"": 0, ""role"": null}]}}",
DielsAlder,Simple,C=CC=C.C=C>>C1C=CCC1,C=CC=C.C=C,C1C=CCC1,,252,True,0.058,Multi-Event:Ann+C-C,0.35,|Alkenyl-Alkenyl|Alkenyl-H -> RCH2-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | events: Ann+C-C,Alkenyl-Alkenyl;Alkenyl-H,RCH2-Alkenyl,,Alkenyl-Alkenyl;Alkenyl-H,RCH2-Alkenyl,0.85,high,multi_transform_record_possible,slot_based_confirmed,Pattern consistent with slot-based detection,,annulation;bond_formation,c_c_bond_formation;ring_closure_or_annulation;intermolecular_or_multi_component,multi_transform_record_possible,,redox_neutral,"{""agents"": {""agent_count"": 0, ""entries"": [], ""family_counts"": {}, ""flags"": {""acid"": false, ""additive"": false, ""base"": false, ""condensation_agent"": false, ""enzyme"": false, ""ligand"": false, ""metal_catalyst"": false, ""organo_catalyst"": false, ""other_reagent"": false, ""oxidant"": false, ""reductant"": false, ""solvent"": false}, ""role_counts"": {}, ""role_flags"": {}}, ""reactants"": {""has_multi_functional_substrates"": false, ""num_reactants"": 1, ""reactants"": [{""category"": ""Alkenyl-Alkenyl"", ""has_alternatives"": false, ""is_expected"": false, ""member_type"": ""Alkenyl-Alkenyl"", ""name"": """", ""position"": 0, ""role"": null}]}}",
