index,reaction_smiles,detected_reaction_types,product_motifs,rxn_match_count,reactant_1_motifs,reactant_2_motifs,reactant_3_motifs,reactant_4_motifs
140,Brc1ccc([N+](=O)[O-])cc1.c1c[nH]nc1>>[O-][N+](=O)c1ccc(n2ccnc2)cc1,,Ar-NO2,0,Ar-Br|Ar-NO2,AromN-H,,
141,Brc1ccccc1.c1c[nH]nc1C>>Cc1nn(c2ccccc2)cc1,,Ar-R,0,Ar-Br,Ar-R|AromN-H,,
142,Clc1ccc(OC)cc1.c1c[nH]nc1C>>Cc1nn(c2ccc(OC)cc2)cc1,,Ar-OR|Ar-R,0,Ar-Cl|Ar-OR,Ar-R|AromN-H,,
143,Brc1ccccc1.c1cnc[nH]1>>c1ccccc1n1cncc1,,Ar-H,0,Ar-Br,AromN-H,,
144,Brc1ccc(F)cc1.c1cnc[nH]1>>Fc1ccc(n2cncc2)cc1,halogenation_aromatic,Ar-F,1,Ar-Br|Ar-F,AromN-H,,
145,Clc1ccncc1.c1cnc[nH]1>>c1ccncc1n1cncc1,,Ar-H,0,Ar-Cl,AromN-H,,
146,Brc1ccccc1.c1ccc2c(c1)c1ccccc1[nH]2>>c1ccc2c(c1)c1ccccc1n2c1ccccc1,,Ar-H,0,Ar-Br,AromN-H,,
147,Brc1ccc(C)cc1.c1ccc2c(c1)c1ccccc1[nH]2>>Cc1ccc(n2c3ccccc3c3ccccc32)cc1,,Ar-R,0,Ar-Br|Ar-R,AromN-H,,
148,Ic1ccc(OC)cc1.c1ccc2c(c1)c1ccccc1[nH]2>>COc1ccc(n2c3ccccc3c3ccccc32)cc1,,Ar-OR,0,Ar-I|Ar-OR,AromN-H,,
149,Brc1ccccc1.c1nc[nH]n1>>c1ccccc1n1ncnc1,,Ar-H,0,Ar-Br,AromN-H,,
150,Brc1ccc(C#N)cc1.c1nc[nH]n1>>N#Cc1ccc(n2ncnc2)cc1,,Ar-CN,0,Ar-Br|Ar-CN,AromN-H,,
151,Brc1ccccc1.c1ncncc1N>>Nc1cnccn1c1ccccc1,,,0,Ar-Br,Ar-NH2,,
152,Clc1ccncc1.c1ncncc1N>>Nc1cnccn1c1ccncc1,,,0,Ar-Cl,Ar-NH2,,
153,Brc1ccc(OC)cc1.c1cn[nH]c1>>COc1ccc(n2nccn2)cc1,,Ar-OR,0,Ar-Br|Ar-OR,AromN-H,,
154,Brc1ccccc1C.c1ccc2[nH]ccc2c1>>Cc1ccccc1n1ccc2ccccc21,,Ar-R,0,Ar-Br|Ar-R,AromN-H,,
155,Brc1c(C)cccc1C.c1ccc2[nH]ccc2c1>>Cc1cccc(C)c1n1ccc2ccccc21,,Ar-R,0,Ar-Br|Ar-R,AromN-H,,
156,Brc1ccccc1OC.c1cc[nH]c1>>COc1ccccc1n1cccc1,,Ar-OR,0,Ar-Br|Ar-OR,AromN-H,,
157,Ic1ccc2ccccc2c1.c1ccc2[nH]ccc2c1>>c1ccc(n2ccc3ccccc32)c2ccccc12,,Ar-H,0,Ar-I,AromN-H,,
158,Brc1ccc(Br)cc1.c1ccc2[nH]ccc2c1>>c1ccc(n2ccc3ccccc32)cc1n1ccc2ccccc21,,Ar-H,0,Ar-Br,AromN-H,,
159,Brc1cccc(Br)c1.c1cc[nH]c1>>c1cccc(n2cccc2)c1n1cccc1,,Ar-H,0,Ar-Br,AromN-H,,
160,Brc1cnc2ccccc2n1.c1ccc2[nH]ccc2c1>>c1ccc2c(c1)ccn2c1cnc2ccccc2n1,,Ar-H,0,Ar-Br,AromN-H,,
161,Clc1cccc2c1cc[nH]2.c1ccccc1Br>>c1ccccc1n1ccc2c(Cl)cccc21,halogenation_aromatic,Ar-Cl,1,Ar-Cl|AromN-H,Ar-Br,,
162,Brc1ccccc1.NC(=O)C>>CC(=O)Nc1ccccc1,buchwald_hartwig,Any-CONHR|Ar-NHR,1,Ar-Br,Any-CONH2|Any-NH2,,
163,Brc1ccc(C)cc1.NC(=O)C>>CC(=O)Nc1ccc(C)cc1,buchwald_hartwig,Any-CONHR|Ar-NHR|Ar-R,1,Ar-Br|Ar-R,Any-CONH2|Any-NH2,,
164,Clc1ccc(OC)cc1.NC(=O)C>>CC(=O)Nc1ccc(OC)cc1,buchwald_hartwig,Any-CONHR|Ar-NHR|Ar-OR,1,Ar-Cl|Ar-OR,Any-CONH2|Any-NH2,,
165,Brc1ccncc1.NC(=O)C>>CC(=O)Nc1ccncc1,buchwald_hartwig,Any-CONHR|Ar-NHR,1,Ar-Br,Any-CONH2|Any-NH2,,
166,Ic1ccc(C(F)(F)F)cc1.NC(=O)C>>CC(=O)Nc1ccc(C(F)(F)F)cc1,buchwald_hartwig,Any-CONHR|Ar-NHR|Ar-R|R-F,1,Ar-I|Ar-R|R-F,Any-CONH2|Any-NH2,,
167,Brc1ccccc1.NC(=O)CC>>CCC(=O)Nc1ccccc1,buchwald_hartwig,Any-CONHR|Ar-NHR,1,Ar-Br,Any-CONH2|Any-NH2,,
168,Brc1ccc(Cl)cc1.NC(=O)CC>>CCC(=O)Nc1ccc(Cl)cc1,"buchwald_hartwig,halogenation_aromatic",Any-CONHR|Ar-Cl|Ar-NHR,2,Ar-Br|Ar-Cl,Any-CONH2|Any-NH2,,
169,Brc1ccccc1.NC(=O)c1ccccc1>>O=C(Nc1ccccc1)c1ccccc1,buchwald_hartwig,Ar-CONHR|Ar-NHR,1,Ar-Br,Any-NH2|Ar-CONH2,,
170,Brc1ccc(OC)cc1.NC(=O)c1ccccc1>>COc1ccc(NC(=O)c2ccccc2)cc1,buchwald_hartwig,Ar-CONHR|Ar-NHR|Ar-OR,1,Ar-Br|Ar-OR,Any-NH2|Ar-CONH2,,
171,Clc1ccncc1.NC(=O)c1ccccc1>>O=C(Nc1ccncc1)c1ccccc1,buchwald_hartwig,Ar-CONHR|Ar-NHR,1,Ar-Cl,Any-NH2|Ar-CONH2,,
172,Brc1ccc(C#N)cc1.NC(=O)c1ccccc1>>N#Cc1ccc(NC(=O)c2ccccc2)cc1,"snar_cn,buchwald_hartwig",Ar-CN|Ar-CONHR|Ar-NHR,2,Ar-Br|Ar-CN,Any-NH2|Ar-CONH2,,
173,Brc1ccccc1.NC(=O)c1ccc(OC)cc1>>COc1ccc(C(=O)Nc2ccccc2)cc1,buchwald_hartwig,Ar-CONHR|Ar-NHR|Ar-OR,1,Ar-Br,Any-NH2|Ar-CONH2|Ar-OR,,
174,Brc1ccc(F)cc1.NC(=O)c1ccc(F)cc1>>Fc1ccc(C(=O)Nc2ccc(F)cc2)cc1,"buchwald_hartwig,halogenation_aromatic",Ar-CONHR|Ar-F|Ar-NHR,2,Ar-Br|Ar-F,Any-NH2|Ar-CONH2|Ar-F,,
175,Brc1ccccc1.NC(=O)CC(C)C>>CC(C)CC(=O)Nc1ccccc1,buchwald_hartwig,Any-CONHR|Ar-NHR,1,Ar-Br,Any-CONH2|Any-NH2,,
176,Brc1ccccc1.NC(=O)C(C)(C)C>>CC(C)(C)C(=O)Nc1ccccc1,buchwald_hartwig,Any-CONHR|Ar-NHR,1,Ar-Br,Any-CONH2|Any-NH2,,
177,Clc1ccc(C(F)(F)F)cc1.NC(=O)CC(C)C>>CC(C)CC(=O)Nc1ccc(C(F)(F)F)cc1,buchwald_hartwig,Any-CONHR|Ar-NHR|Ar-R|R-F,1,Ar-Cl|Ar-R|R-F,Any-CONH2|Any-NH2,,
178,Brc1ccccc1.NC(=O)CCc1ccccc1>>O=C(CCc1ccccc1)Nc1ccccc1,buchwald_hartwig,Any-CONHR|Ar-NHR|Ar-R,1,Ar-Br,Any-CONH2|Any-NH2|Ar-R,,
179,Brc1ccc(OC)cc1.NC(=O)CCc1ccccc1>>COc1ccc(NC(=O)CCc2ccccc2)cc1,buchwald_hartwig,Any-CONHR|Ar-NHR|Ar-OR|Ar-R,1,Ar-Br|Ar-OR,Any-CONH2|Any-NH2|Ar-R,,
180,Brc1ccccc1.C1CCNC1=O>>O=C1CCCN1c1ccccc1,,Any-CONR2|Ar-Lactam,0,Ar-Br,Any-CONHR|RCH2-NHR,,
181,Brc1ccc(C)cc1.C1CCNC1=O>>Cc1ccc(N2CCCC2=O)cc1,,Any-CONR2|Ar-Lactam|Ar-R,0,Ar-Br|Ar-R,Any-CONHR|RCH2-NHR,,
182,Clc1ccncc1.C1CCNC1=O>>O=C1CCCN1c1ccncc1,,Any-CONR2|Ar-Lactam,0,Ar-Cl,Any-CONHR|RCH2-NHR,,
183,Brc1ccccc1.C1CCCCNC1=O>>O=C1CCCCN1c1ccccc1,,Any-CONR2|Ar-Lactam,0,Ar-Br,Any-CONHR|RCH2-NHR,,
184,Brc1ccc(OC)cc1.C1CCCCNC1=O>>COc1ccc(N2CCCCC2=O)cc1,,Any-CONR2|Ar-Lactam|Ar-OR,0,Ar-Br|Ar-OR,Any-CONHR|RCH2-NHR,,
185,Ic1ccc(C(F)(F)F)cc1.C1CCCCNC1=O>>FC(F)(F)c1ccc(N2CCCCC2=O)cc1,,Any-CONR2|Ar-Lactam|Ar-R|R-F,0,Ar-I|Ar-R|R-F,Any-CONHR|RCH2-NHR,,
186,Brc1ccccc1.NC(C)=O>>CC(=O)Nc1ccccc1,buchwald_hartwig,Any-CONHR|Ar-NHR,1,Ar-Br,Any-CONH2|Any-NH2,,
187,Brc1ccccc1.NC(=O)c1ccncc1>>O=C(Nc1ccccc1)c1ccncc1,buchwald_hartwig,Ar-CONHR|Ar-NHR,1,Ar-Br,Any-NH2|Ar-CONH2,,
188,Clc1ccc(C#N)cc1.NC(=O)c1ccncc1>>N#Cc1ccc(NC(=O)c2ccncc2)cc1,"snar_cn,buchwald_hartwig",Ar-CN|Ar-CONHR|Ar-NHR,2,Ar-CN|Ar-Cl,Any-NH2|Ar-CONH2,,
189,Brc1ccccc1.NC(=O)c1cccs1>>O=C(Nc1ccccc1)c1cccs1,buchwald_hartwig,Ar-CONHR|Ar-NHR,1,Ar-Br,Any-NH2|Ar-CONH2,,
190,Brc1ccc(OC)cc1.NC(=O)c1cccs1>>COc1ccc(NC(=O)c2cccs2)cc1,buchwald_hartwig,Ar-CONHR|Ar-NHR|Ar-OR,1,Ar-Br|Ar-OR,Any-NH2|Ar-CONH2,,
191,Brc1ccccc1.NC(=O)c1ccco1>>O=C(Nc1ccccc1)c1ccco1,buchwald_hartwig,Ar-CONHR|Ar-NHR,1,Ar-Br,Any-NH2|Ar-CONH2,,
192,Brc1ccccc1C.NC(=O)C>>CC(=O)Nc1ccccc1C,buchwald_hartwig,Any-CONHR|Ar-NHR|Ar-R,1,Ar-Br|Ar-R,Any-CONH2|Any-NH2,,
193,Brc1c(C)cccc1C.NC(=O)c1ccccc1>>Cc1cccc(C)c1NC(=O)c1ccccc1,buchwald_hartwig,Ar-CONHR|Ar-NHR|Ar-R,1,Ar-Br|Ar-R,Any-NH2|Ar-CONH2,,
194,Ic1ccc2ccccc2c1.NC(=O)C>>CC(=O)Nc1ccc2ccccc2c1,buchwald_hartwig,Any-CONHR|Ar-NHR,1,Ar-I,Any-CONH2|Any-NH2,,
195,Brc1ccc(Br)cc1.NC(=O)C>>CC(=O)Nc1ccc(NC(C)=O)cc1,buchwald_hartwig,Any-CONHR|Ar-NHR,1,Ar-Br,Any-CONH2|Any-NH2,,
196,c1ccccc1B(O)O.Nc1ccccc1.[O]>>c1ccccc1Nc1ccccc1,chan_lam_cn,Ar-NHR,1,Ar-B(OH)2,Ar-NH2,,
197,c1ccc(OC)cc1B(O)O.Nc1ccccc1.[O]>>COc1ccc(Nc2ccccc2)cc1,chan_lam_cn,Ar-NHR|Ar-OR,1,Ar-B(OH)2|Ar-OR,Ar-NH2,,
198,c1ccncc1B(O)O.Nc1ccccc1.[O]>>c1ccccc1Nc1ccncc1,chan_lam_cn,Ar-NHR,1,Ar-B(OH)2,Ar-NH2,,
199,Brc1ccccc1.Oc1ccccc1>>c1ccccc1Oc1ccccc1,ullmann_ether,Ar-OR,1,Ar-Br,Ar-OH,,
200,Ic1ccncc1.OCC>>CCOc1ccncc1,,RCH2-OR,0,Ar-I,RCH2-OH,,
201,Brc1ccc(C(F)(F)F)cc1.Oc1ccccc1>>FC(F)(F)c1ccc(Oc2ccccc2)cc1,ullmann_ether,Ar-OR|Ar-R|R-F,1,Ar-Br|Ar-R|R-F,Ar-OH,,
202,Clc1ccc(C#N)cc1.OC>>COc1ccc(C#N)cc1,ullmann_ether,Ar-CN|Ar-OR,1,Ar-CN|Ar-Cl,Any-OH|Any-OR,,
203,Brc1cccs1.Oc1ccccc1>>c1cc(Oc2ccccc2)sc1,ullmann_ether,Ar-OR,1,Ar-Br,Ar-OH,,
204,CC(=O)O.CCO>>CC(=O)OCC,,Any-Ester,0,Any-CO2H,RCH2-OH,,
205,c1ccc(C(=O)O)cc1.OCC>>c1ccc(C(=O)OCC)cc1,,Ar-Ester,0,Ar-CO2H,RCH2-OH,,
206,CC(=O)Cl.CCO>>CC(=O)OCC,,Any-Ester,0,Any-CO-R|Any-COCl,RCH2-OH,,
207,CC(=O)O.Nc1ccccc1>>CC(=O)Nc1ccccc1,amide_coupling,Any-CONHR|Ar-NHR,1,Any-CO2H,Ar-NH2,,
208,c1ccc(C(=O)O)cc1.NCC>>c1ccc(C(=O)NCC)cc1,,Ar-CONHR|RCH2-NHR,0,Ar-CO2H,RCH2-NH2,,
209,C=Cc1ccccc1.[H][H]>>CCc1ccccc1,,Ar-R,0,Ar-CHCH2,Any-H,,
210,c1ccc(C=O)cc1.[H][H]>>c1ccc(CO)cc1,,Bn-OH,0,Ar-CHO,Any-H,,
211,C#Cc1ccccc1.[H][H]>>CCc1ccccc1,,Ar-R,0,Ar-Alkyne|Ar-CCH,Any-H,,
212,c1ccc([N+](=O)[O-])cc1.[H][H]>>c1ccc(N)cc1,reduction_nitro,Ar-NH2,1,Ar-NO2,Any-H,,
213,C=CC=C.[H][H]>>CCCC,ring_closing_metathesis,R-H,1,Alkenyl-Alkenyl,Any-H,,
214,c1ccc(C#N)cc1.[H][H]>>c1ccc(CN)cc1,,Bn-NH2,0,Ar-CN,Any-H,,
215,O=C1CCCCC1.[H][H]>>OC1CCCCC1,,R2CH-OH,0,Any-CO-R,Any-H,,
216,C1=CC=C(C=C1)C=CC(=O)O.[H][H]>>c1ccc(CCC(=O)O)cc1,ring_closing_metathesis,Ar-R|RCH2-CO2H,1,Alkenyl-CO2H|Ar-Alkenyl,Any-H,,
217,c1ccc(C=O)cc1.[Na+]>>c1ccc(CO)cc1,,Bn-OH,0,Ar-CHO,,,
218,CC(=O)c1ccccc1.[Na+]>>CC(O)c1ccccc1,,Ar-R|R2CH-OH,0,Any-CO-R,,,
219,c1ccc(C(=O)C)cc1.[Li+]>>c1ccc(C(O)C)cc1,,Ar-R|R2CH-OH,0,Any-CO-R,,,
220,CC(=O)OCC.[Li+]>>CCO,,RCH2-OH,0,Any-Ester,,,
221,c1ccc(C#N)cc1.[Li+]>>c1ccc(CN)cc1,,Bn-NH2,0,Ar-CN,,,
222,c1ccc(C(=O)Nc2ccccc2)cc1.[Li+]>>c1ccccc1CNc1ccccc1,,Bn-NHR,0,Ar-CONHR|Ar-NHR,,,
223,O=C1CCC(=O)O1.[Li+]>>OCCCO,claisen_condensation,RCH2-OH,1,Any-Ester,,,
224,CC(=O)OC(=O)C.[Na+]>>CC(=O)CO,claisen_condensation,Any-CO-R|RCH2-OH,1,Any-Ester,,,
225,CC(=O)c1ccccc1.C1CCNC1>>CC(O)c1ccccc1,,Ar-R|R2CH-OH,0,Any-CO-R,RCH2-NHR,,
226,c1ccc(C=O)cc1.CCOC(=O)C=O>>c1ccc(CO)cc1,,Bn-OH,0,Ar-CHO,Any-CHO|Any-Ester,,
227,c1ccc([N+](=O)[O-])cc1.[Zn]>>c1ccc(N)cc1,reduction_nitro,Ar-NH2,1,Ar-NO2,,,
228,C1=CC=CC=C1>>C1CCC=CC1,,Alkenyl-H|R-H,0,Ar-H,,,
229,c1ccc(OC)cc1>>COC1C=CCC=C1,,R2CH-OR,0,Ar-OR,,,
230,c1ccc(C(=O)C=C)cc1>>c1ccc(C(O)C=C)cc1,ring_closing_metathesis,Any-CHCH2|Ar-R|R-CHCH2|R2CH-OH,1,Any-CO-R,,,
231,CC(=O)CC=C>>CC(O)CC=C,ring_closing_metathesis,Any-CHCH2|R-CHCH2|R2CH-OH,1,Any-CHCH2|Any-CO-R|R-CHCH2,,,
232,CC(=O)OCC>>CC=O,,Any-CHO,0,Any-Ester,,,
233,c1ccc(CO)cc1.[O]>>c1ccc(C=O)cc1,oxidation_alcohol,Ar-CHO,1,Bn-OH,,,
234,CC(O)c1ccccc1.[O]>>CC(=O)c1ccccc1,,Any-CO-R,0,Ar-R|R2CH-OH,,,
235,CCO.[O]>>CC=O,,Any-CHO,0,RCH2-OH,,,
236,c1ccc(CO)cc1.Cl[Cr](=O)(=O)OC(C)(C)C>>c1ccc(C=O)cc1,oxidation_alcohol,Ar-CHO,1,Bn-OH,Any-OR|Any-X,,
237,CCO.OS(=O)(=O)O>>CC=O,,Any-CHO,0,RCH2-OH,Any-Sulfonate,,
238,c1ccc(CO)cc1>>c1ccc(C=O)cc1,oxidation_alcohol,Ar-CHO,1,Bn-OH,,,
239,CC(O)C>>CC(=O)C,,Any-CO-R,0,R2CH-OH,,,
240,c1ccc(C(O)C)cc1>>c1ccc(C(=O)C)cc1,,Any-CO-R,0,Ar-R|R2CH-OH,,,
241,CC(O)CCO>>CC(=O)CC=O,,Any-CHO|Any-CO-R,0,R2CH-OH|RCH2-OH,,,
242,c1ccc(CO)cc1>>c1ccc(C(=O)O)cc1,oxidation_alcohol,Ar-CO2H,1,Bn-OH,,,
243,C1CCC(CO)CC1>>C1CCC(C=O)CC1,,Any-CHO,0,RCH2-OH,,,
244,C=Cc1ccccc1.[O]>>C1OC1c1ccccc1,,Ar-R|R2CH-OR|RCH2-OR,0,Ar-CHCH2,,,
245,C=C(C)C.[O]>>CC1(C)CO1,ring_closing_metathesis,R3C-OR|RCH2-OR,1,Alkenyl-H|R-H,,,
246,C=CCCCCC=C.[O]>>C1OC1CCCCC1CO1,ring_closing_metathesis,R2CH-OR|RCH2-OR,1,Any-CHCH2|R-CHCH2,,,
247,CC(=O)c1ccccc1.[O]>>CC(=O)Oc1ccccc1,,Any-Ester,0,Any-CO-R,,,
248,O=C1CCCCC1.[O]>>O=C1OCCCC1,,Any-Ester,0,Any-CO-R,,,
249,CSc1ccccc1.[O]>>CS(=O)c1ccccc1,,Ar-SR,0,Ar-SR,,,
250,CSc1ccccc1.[O]>>CS(=O)(=O)c1ccccc1,,Any-SO2R|R-OSO2R,0,Ar-SR,,,
251,C=CC=C.C=C>>C1C=CCC1,ring_closing_metathesis,Alkenyl-H|R-H,1,Alkenyl-Alkenyl,Alkenyl-H,,
252,C=CC(=C)C.C=CC(=O)OCC>>CC1=CC(C(=O)OCC)CC(C)=C1,ring_closing_metathesis,Alkenyl-Alkenyl|Any-Ester,1,Alkenyl-Alkenyl,Alkenyl-Ester,,
253,c1ccc2ccccc2c1C=CC=C.C=CC(=O)C>>O=C1CCc2c(ccc3ccccc23)C1,ring_closing_metathesis,Any-CO-R|Ar-R,1,Alkenyl-Alkenyl|Ar-Alkenyl,Any-CO-R,,
254,C#CCO.c1ccc([N-][N+]#N)cc1>>c1ccccc1n1cc(CO)nn1,,Bn-OH,0,Propargyl-H|Propargyl-OH|R-CCH,Ar-H,,
255,C#Cc1ccccc1.C[N-][N+]#N>>Cc1nnn(-c2ccccc2)c1,,Ar-R,0,Ar-Alkyne|Ar-CCH,R-H,,
256,C#CCCOC.CC[N-][N+]#N>>CCn1ncc(CCOC)n1,,Ar-R|RCH2-OR,0,Propargyl-H|R-CCH|RCH2-OR,R-H,,
257,C#CC(C)(C)O.c1ccc(C[N-][N+]#N)cc1>>CC(C)(O)Cn1cc(Cc2ccccc2)nn1,,Ar-R|R3C-OH,0,R-CCH|R3C-OH,Ar-R,,
258,CCCCBr>>CCCCO,,RCH2-OH,0,R-Br,,,
259,CC(Br)C>>CC(O)C,,R2CH-OH,0,R-Br,,,
260,CCBr.N#C>>CCC#N,,RCH2-CN,0,R-Br,Any-CN,,
261,CCCCBr.Oc1ccccc1>>CCCCOc1ccccc1,,RCH2-OR,0,R-Br,Ar-OH,,
262,CI.SC>>CSC,,Any-SR,0,R-I,Any-SH|Any-SR,,
263,CCCBr.[I-]>>CCCI,,R-I,0,R-Br,,,
264,BrCCCCCl.[C-]#N>>N#CCCCCCN,,RCH2-CN|RCH2-NH2,0,R-Br|R-Cl,,,
265,ICc1ccccc1>>OCc1ccccc1,,Bn-OH,0,Bn-I,,,
266,BrCC(=O)OC.[N-]=[N+]=[N-]>>[N-]=[N+]=[N-]CC(=O)OC,,,0,Any-Ester|R-Br,,,
267,Brc1ccccc1.Sc1ccccc1>>c1ccccc1Sc1ccccc1,,Ar-SR,0,Ar-Br,Ar-SH,,
268,Clc1ccc(C)cc1.Sc1ccccc1>>Cc1ccc(Sc2ccccc2)cc1,,Ar-R|Ar-SR,0,Ar-Cl|Ar-R,Ar-SH,,
269,Brc1ccncc1.SCC>>CCSc1ccncc1,,Ar-SR,0,Ar-Br,RCH2-SH,,
270,Ic1ccc(C(F)(F)F)cc1.SCc1ccccc1>>FC(F)(F)c1ccc(SCc2ccccc2)cc1,,Ar-R|Ar-SR|R-F,0,Ar-I|Ar-R|R-F,Ar-R|RCH2-SH,,
271,Brc1ccc(OC)cc1.SC>>CSc1ccc(OC)cc1,,Ar-OR|Ar-SR,0,Ar-Br|Ar-OR,Any-SH|Any-SR,,
272,CC(C)(C)Br.O>>CC(C)(C)O,,R3C-OH,0,R-Br,Any-OH,,
273,c1ccc(C(C)(C)Cl)cc1.O>>c1ccc(C(C)(C)O)cc1,,Ar-R|R3C-OH,0,Ar-R|R-Cl,Any-OH,,
274,Fc1ccc([N+](=O)[O-])cc1>>[O-][N+](=O)c1ccc(O)cc1,,Ar-NO2|Ar-OH,0,Ar-F|Ar-NO2,,,
275,Clc1nc(Cl)nc(Cl)n1.OC>>COc1nc(Cl)nc(Cl)n1,ullmann_ether,Ar-Cl|Ar-OR,1,Ar-Cl,Any-OH|Any-OR,,
276,Fc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1.NC>>[O-][N+](=O)c1cc([N+](=O)[O-])cc(NC)c1,snar_cn,Ar-NHR|Ar-NO2,1,Ar-F|Ar-NO2,Any-NH2,,
277,Fc1ccc(C(F)(F)F)cc1.Oc1ccccc1>>FC(F)(F)c1ccc(Oc2ccccc2)cc1,,Ar-OR|Ar-R|R-F,0,Ar-F|Ar-R|R-F,Ar-OH,,
278,Clc1ccncc1.OC>>COc1ccncc1,ullmann_ether,Ar-OR,1,Ar-Cl,Any-OH|Any-OR,,
279,C=CCC(Br)C>>C=CCC(C)O,ring_closing_metathesis,Any-CHCH2|R-CHCH2|R2CH-OH,1,Any-CHCH2|R-Br|R-CHCH2,,,
280,C=CCCC(Cl)C.SC>>C=CCCC(C)SC,ring_closing_metathesis,Any-CHCH2|Any-SR|R-CHCH2,1,Any-CHCH2|R-CHCH2|R-Cl,Any-SH|Any-SR,,
281,CCCCBr.[I-]>>CCCCI,,R-I,0,R-Br,,,
282,c1ccc(CCl)cc1.[I-]>>c1ccc(CI)cc1,,Bn-I,0,Bn-Cl,,,
283,c1ccc(CO)cc1.ClP(c1ccccc1)(c1ccccc1)c1ccccc1.C(Cl)(Cl)(Cl)Cl>>c1ccc(CCl)cc1,,Bn-Cl,0,Bn-OH,Any-X,R-Cl,
284,CCCCO.BrP(c1ccccc1)(c1ccccc1)c1ccccc1>>CCCCBr,,R-Br,0,RCH2-OH,Any-X,,
285,c1ccc(CO)cc1.Oc1ccccc1.N=NC(C(=O)OCC)C(=O)OCC.P(c1ccccc1)(c1ccccc1)c1ccccc1>>c1ccc(COc2ccccc2)cc1,claisen_condensation,Ar-R|RCH2-OR,1,Bn-OH,Ar-OH,Any-Ester,Any-Phosphino
286,CCCO.NC(=O)c1ccccc1.N=NC(C(=O)OCC)C(=O)OCC.P(c1ccccc1)(c1ccccc1)c1ccccc1>>CCCNC(=O)c1ccccc1,claisen_condensation,Ar-CONHR|RCH2-NHR,1,RCH2-OH,Any-NH2|Ar-CONH2,Any-Ester,Any-Phosphino
287,CC(Br)C>>CC=C,,Any-CHCH2|R-CHCH2,0,R-Br,,,
288,CC(Br)C(C)C>>CC=C(C)C,,Alkenyl-H|R-H,0,R-Br,,,
289,c1ccc(C(C)Br)cc1>>C=Cc1ccccc1,,Ar-CHCH2,0,Ar-R|R-Br,,,
290,CCCBr>>CC=C,,Any-CHCH2|R-CHCH2,0,R-Br,,,
291,CC(C)(C)Br>>CC(C)=C,,Alkenyl-H|R-H,0,R-Br,,,
292,CC=O.CC=O>>CC(O)CC=O,,Any-CHO|R2CH-OH,0,Any-CHO,Any-CHO,,
293,CC(=O)C.CC=O>>CC(O)C(C)C=O,,Any-CHO|R2CH-OH,0,Any-CO-R,Any-CHO,,
294,c1ccc(C=O)cc1.CC(=O)C>>c1ccc(C(O)C(C)C=O)cc1,,Any-CHO|Ar-R|R2CH-OH,0,Ar-CHO,Any-CO-R,,
295,CCC=O.CC(=O)C>>CCC(O)C(C)C=O,,Any-CHO|R2CH-OH,0,Any-CHO,Any-CO-R,,
296,c1ccc(C=O)cc1.CC=O>>c1ccc(/C=C/C=O)cc1,,Alkenyl-CHO|Ar-Alkenyl,0,Ar-CHO,Any-CHO,,
297,CC=O.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1>>C=CC,,Any-CHCH2|R-CHCH2,0,Any-CHO,Ar-Phosphonium,,
298,c1ccc(C=O)cc1.C=C[P+](c1ccccc1)(c1ccccc1)c1ccccc1>>c1ccc(/C=C/C=C)cc1,ring_closing_metathesis,Alkenyl-Alkenyl|Ar-Alkenyl,1,Ar-CHO,Ar-Phosphonium,,
299,CC(=O)C.CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1>>CCOC(=O)C=C(C)C,,Alkenyl-Ester,0,Any-CO-R,Any-Ester,,
300,c1ccc(C=O)cc1.C=P(c1ccccc1)(c1ccccc1)c1ccccc1>>c1ccc(C=CC)cc1,,Ar-Alkenyl,0,Ar-CHO,Any-H|Ar-H,,
301,CC=O.NC.C=O>>CC(=O)CN,,Any-CO-R|RCH2-NH2,0,Any-CHO,Any-NH2,Any-CHO,
302,c1ccc(C=O)cc1.C1CCNC1.C=O>>c1ccc(C(=O)CN1CCCC1)cc1,,Alkenyl-Alkenyl|Any-CO-R|RCH2-NR2,0,Ar-CHO,RCH2-NHR,Any-CHO,
303,O=Cc1ccccc1.Nc1ccccc1>>c1ccc(CNc2ccccc2)cc1,,Bn-NHR,0,Ar-CHO,Ar-NH2,,
304,CC=O.NC>>CCNC,,RCH2-NHR,0,Any-CHO,Any-NH2,,
305,c1ccc(C=O)cc1.NCC>>c1ccc(CNCC)cc1,,Bn-NHR,0,Ar-CHO,RCH2-NH2,,
306,O=Cc1ccc(OC)cc1.NC>>COc1ccc(CNC)cc1,,Ar-OR|Bn-NHR,0,Ar-CHO|Ar-OR,Any-NH2,,
307,O=Cc1ccccc1.NCCCC>>c1ccc(CNCCCC)cc1,,Bn-NHR,0,Ar-CHO,RCH2-NH2,,
308,CC(=O)c1ccccc1.Nc1ccccc1>>c1ccc(NC(C)c2ccccc2)cc1,,Ar-R|R2CH-NHR,0,Any-CO-R,Ar-NH2,,
309,CC(=O)C.NC>>CC(C)NC,,R2CH-NHR,0,Any-CO-R,Any-NH2,,
310,O=C1CCCCC1.Nc1ccccc1>>C1CCC(Nc2ccccc2)CC1,,R2CH-NHR,0,Any-CO-R,Ar-NH2,,
