schema_version,reaction_id,source_row_number,admission_tier,admission_reasons,reaction_smiles,evidence_quality,reaction_label,reaction_label_status,yield_pct,condition_recipe_id,conditions_complete,catalyst_cas,reagent_cas,solvent_cas,electrophile_label,electrophile_context,electrophile_handle,electrophile_steric_class,electrophile_electronic_class,electrophile_flags,nucleophile_label,nucleophile_family,nucleophile_initial_h_count,nucleophile_contexts,nucleophile_availability,nucleophile_flags,product_connection_label,product_connection_json,spectator_group_ids,family_environment_json,reference,notes
1.1,31-614-CAS-41266084,262,review,incomplete_condition_identity,COc1cc(N)cc(OC)c1OC.Cc1cc([N+](=O)[O-])c(F)cc1Br>>COc1cc(Nc2cc(Br)c(C)cc2[N+](=O)[O-])cc(OC)c1OC,exact_product_reconstruction,Ar–F + Ar–NH2 → Ar–NH–Ar,exact_product,86.0,COND1:catalyst=unknown|reagent=584-08-7+7732-18-5|solvent=68-12-2,False,,584-08-7|7732-18-5,68-12-2,Ar–F,Ar,F,ortho_substituted,neutral,challenging_c_n_activation|competing_reactive_handle|coordination_risk,Ar–NH2,primary_amine,2,Ar,free,,Ar–NH–Ar,"{""bond_order"": ""single"", ""concise_label"": ""Ar–NH–Ar"", ""connection_type"": ""C_N"", ""endpoint_1"": {""atom_index"": 7, ""component_index"": 1, ""context"": ""Ar"", ""role"": ""electrophile"", ""source_site_id"": ""mol0:atom7:site0""}, ""endpoint_2"": {""atom_index"": 5, ""component_index"": 0, ""context"": ""N"", ""role"": ""nucleophile"", ""source_site_id"": ""mol0:atom5:site0""}, ""evidence"": ""exact_product_reconstruction"", ""schema_version"": ""1.0""}",aryl_halide|ether|nitro|tertiary_amine,"{""evidence"": ""exact_product_reconstruction"", ""family_id"": ""c_n_coupling"", ""feature_version"": ""1.0"", ""flags"": [""electrophile:challenging_c_n_activation"", ""electrophile:competing_reactive_handle"", ""electrophile:coordination_risk""], ""partners"": [{""anchor_context"": ""Ar"", ""chemist_label"": ""Ar–F"", ""competing_site_labels"": [""Ar–Br""], ""component_index"": 1, ""coordination_group_ids"": [""tertiary_amine""], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.2}, ""features"": {}, ""flags"": [""challenging_c_n_activation"", ""competing_reactive_handle"", ""coordination_risk""], ""handle_token"": ""F"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}, {""distance"": 2, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}, {""distance"": 2, ""group_id"": ""nitro"", ""label"": ""NO2"", ""tags"": [""electron_withdrawing"", ""reduction_sensitive""]}, {""distance"": 2, ""group_id"": ""tertiary_amine"", ""label"": ""R3N"", ""tags"": [""basic"", ""nucleophilic"", ""metal_binding"", ""strong_metal_binding""]}], ""role"": ""electrophile"", ""site_id"": ""mol0:atom7:site0"", ""spectator_group_ids"": [""aryl_halide"", ""nitro"", ""tertiary_amine""], ""steric"": {""class"": ""ortho_substituted"", ""local_heavy_atoms_r2"": 7, ""method"": ""graph_local_v1"", ""ortho_substituent_count"": 1}, ""unprotected_xh_group_ids"": []}, {""anchor_context"": null, ""chemist_label"": ""Ar–NH2"", ""competing_site_labels"": [], ""component_index"": 0, ""coordination_group_ids"": [], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.0}, ""features"": {""availability"": ""free"", ""center_token"": ""N"", ""derived_family"": ""primary_amine"", ""initial_h_count"": 2, ""retained_contexts"": [""Ar""]}, ""flags"": [], ""handle_token"": ""N"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""primary_amine"", ""label"": ""R–NH2"", ""tags"": [""basic"", ""nucleophilic"", ""unprotected_XH"", ""metal_binding"", ""strong_metal_binding""]}], ""role"": ""nucleophile"", ""site_id"": ""mol0:atom5:site0"", ""spectator_group_ids"": [""ether""], ""steric"": {""carbon_neighbor_count"": 1, ""class"": ""primary"", ""local_heavy_atoms_r2"": 4, ""method"": ""graph_local_v1""}, ""unprotected_xh_group_ids"": []}]}","Journal of Medicinal Chemistry (2024), 67(14), 12118-12142",
1.1,31-614-CAS-41449130,263,review,incomplete_condition_identity,Nc1ccc(I)c(Cl)c1.CCCC(CCC)c1nc2c(Cl)nc3ccccc3c2[nH]1>>CCCC(CCC)c1nc2c(Nc3ccc(I)c(Cl)c3)nc3ccccc3c2[nH]1,exact_product_reconstruction,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,exact_product,80.0,COND1:catalyst=unknown|reagent=unknown|solvent=64-17-5,False,,,64-17-5,HeteroAr–Cl,HeteroAr,Cl,open,electron_poor,challenging_c_n_activation|competing_reactive_handle|coordination_risk|heteroaryl_electrophile,Ar–NH2,primary_amine,2,Ar,free,competing_reactive_handle,HeteroAr–NH–Ar,"{""bond_order"": ""single"", ""concise_label"": ""HeteroAr–NH–Ar"", ""connection_type"": ""C_N"", ""endpoint_1"": {""atom_index"": 10, ""component_index"": 1, ""context"": ""HeteroAr"", ""role"": ""electrophile"", ""source_site_id"": ""mol0:atom10:site0""}, ""endpoint_2"": {""atom_index"": 0, ""component_index"": 0, ""context"": ""N"", ""role"": ""nucleophile"", ""source_site_id"": ""mol0:atom0:site0""}, ""evidence"": ""exact_product_reconstruction"", ""schema_version"": ""1.0""}",aryl_halide|heteroaryl_nitrogen,"{""evidence"": ""exact_product_reconstruction"", ""family_id"": ""c_n_coupling"", ""feature_version"": ""1.0"", ""flags"": [""electrophile:challenging_c_n_activation"", ""electrophile:competing_reactive_handle"", ""electrophile:coordination_risk"", ""electrophile:heteroaryl_electrophile"", ""nucleophile:competing_reactive_handle""], ""partners"": [{""anchor_context"": ""HeteroAr"", ""chemist_label"": ""HeteroAr–Cl"", ""competing_site_labels"": [""AromN–H""], ""component_index"": 1, ""coordination_group_ids"": [""heteroaryl_nitrogen""], ""electronic"": {""class"": ""electron_poor"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.975}, ""features"": {}, ""flags"": [""challenging_c_n_activation"", ""competing_reactive_handle"", ""coordination_risk"", ""heteroaryl_electrophile""], ""handle_token"": ""Cl"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}, {""distance"": 1, ""group_id"": ""heteroaryl_nitrogen"", ""label"": ""HetAr–N"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""]}, {""distance"": 2, ""group_id"": ""heteroaryl_nitrogen"", ""label"": ""HetAr–N"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""]}], ""role"": ""electrophile"", ""site_id"": ""mol0:atom10:site0"", ""spectator_group_ids"": [""heteroaryl_nitrogen""], ""steric"": {""class"": ""open"", ""local_heavy_atoms_r2"": 7, ""method"": ""graph_local_v1"", ""ortho_substituent_count"": 0}, ""unprotected_xh_group_ids"": []}, {""anchor_context"": null, ""chemist_label"": ""Ar–NH2"", ""competing_site_labels"": [""Ar–Cl"", ""Ar–I""], ""component_index"": 0, ""coordination_group_ids"": [], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.0}, ""features"": {""availability"": ""free"", ""center_token"": ""N"", ""derived_family"": ""primary_amine"", ""initial_h_count"": 2, ""retained_contexts"": [""Ar""]}, ""flags"": [""competing_reactive_handle""], ""handle_token"": ""N"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""primary_amine"", ""label"": ""R–NH2"", ""tags"": [""basic"", ""nucleophilic"", ""unprotected_XH"", ""metal_binding"", ""strong_metal_binding""]}, {""distance"": 3, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}], ""role"": ""nucleophile"", ""site_id"": ""mol0:atom0:site0"", ""spectator_group_ids"": [""aryl_halide""], ""steric"": {""carbon_neighbor_count"": 1, ""class"": ""primary"", ""local_heavy_atoms_r2"": 4, ""method"": ""graph_local_v1""}, ""unprotected_xh_group_ids"": []}]}","Journal of Medicinal Chemistry (2024), 67(14), 12221-12247",microwave irradiation (microwave reactor used)
1.1,31-614-CAS-41476200,264,review,incomplete_condition_identity,CNN.Cc1cnc(Cl)c(Br)n1>>Cc1cnc(Cl)c(N(C)N)n1,exact_product_reconstruction,HeteroAr–Br + R–NH–NH → HeteroAr–N(R)(N),exact_product,82.0,COND1:catalyst=unknown|reagent=7087-68-5|solvent=123-91-1,False,,7087-68-5,123-91-1,HeteroAr–Br,HeteroAr,Br,ortho_substituted,electron_poor,competing_reactive_handle|coordination_risk|heteroaryl_electrophile,R–NH–NH,hydrazine,1,Alkyl|N,free,competing_reactive_handle|coordination_risk|hydrazine_partner,HeteroAr–N(R)(N),"{""bond_order"": ""single"", ""concise_label"": ""HeteroAr–N(R)(N)"", ""connection_type"": ""C_N"", ""endpoint_1"": {""atom_index"": 6, ""component_index"": 1, ""context"": ""HeteroAr"", ""role"": ""electrophile"", ""source_site_id"": ""mol0:atom6:site1""}, ""endpoint_2"": {""atom_index"": 1, ""component_index"": 0, ""context"": ""N"", ""role"": ""nucleophile"", ""source_site_id"": ""mol0:atom1:site0""}, ""evidence"": ""exact_product_reconstruction"", ""schema_version"": ""1.0""}",aryl_halide|heteroaryl_nitrogen|primary_amine,"{""evidence"": ""exact_product_reconstruction"", ""family_id"": ""c_n_coupling"", ""feature_version"": ""1.0"", ""flags"": [""electrophile:competing_reactive_handle"", ""electrophile:coordination_risk"", ""electrophile:heteroaryl_electrophile"", ""nucleophile:competing_reactive_handle"", ""nucleophile:coordination_risk"", ""nucleophile:hydrazine_partner""], ""partners"": [{""anchor_context"": ""HeteroAr"", ""chemist_label"": ""HeteroAr–Br"", ""competing_site_labels"": [""HeteroAr–Cl""], ""component_index"": 1, ""coordination_group_ids"": [""heteroaryl_nitrogen""], ""electronic"": {""class"": ""electron_poor"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.975}, ""features"": {}, ""flags"": [""competing_reactive_handle"", ""coordination_risk"", ""heteroaryl_electrophile""], ""handle_token"": ""Br"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}, {""distance"": 1, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}, {""distance"": 1, ""group_id"": ""heteroaryl_nitrogen"", ""label"": ""HetAr–N"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""]}, {""distance"": 2, ""group_id"": ""heteroaryl_nitrogen"", ""label"": ""HetAr–N"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""]}], ""role"": ""electrophile"", ""site_id"": ""mol0:atom6:site1"", ""spectator_group_ids"": [""aryl_halide"", ""heteroaryl_nitrogen""], ""steric"": {""class"": ""ortho_substituted"", ""local_heavy_atoms_r2"": 7, ""method"": ""graph_local_v1"", ""ortho_substituent_count"": 1}, ""unprotected_xh_group_ids"": []}, {""anchor_context"": null, ""chemist_label"": ""R–NH–NH"", ""competing_site_labels"": [""N–NH2""], ""component_index"": 0, ""coordination_group_ids"": [""primary_amine""], ""electronic"": {""class"": ""electron_rich"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": -0.6}, ""features"": {""availability"": ""free"", ""center_token"": ""N"", ""derived_family"": ""hydrazine"", ""initial_h_count"": 1, ""retained_contexts"": [""Alkyl"", ""N""]}, ""flags"": [""competing_reactive_handle"", ""coordination_risk"", ""hydrazine_partner""], ""handle_token"": ""N"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""secondary_amine"", ""label"": ""R2NH"", ""tags"": [""basic"", ""nucleophilic"", ""unprotected_XH"", ""metal_binding"", ""strong_metal_binding""]}, {""distance"": 1, ""group_id"": ""primary_amine"", ""label"": ""R–NH2"", ""tags"": [""basic"", ""nucleophilic"", ""unprotected_XH"", ""metal_binding"", ""strong_metal_binding""]}], ""role"": ""nucleophile"", ""site_id"": ""mol0:atom1:site0"", ""spectator_group_ids"": [""primary_amine""], ""steric"": {""carbon_neighbor_count"": 1, ""class"": ""primary"", ""local_heavy_atoms_r2"": 3, ""method"": ""graph_local_v1""}, ""unprotected_xh_group_ids"": []}]}","Organic Letters (2024), 26(32), 6933-6938","chemoselective, regioselective"
1.1,31-614-CAS-42039803,270,review,incomplete_condition_identity,Cl.N[C@@H]1c2ccccc2CC12CCNCC2.O=C(Nc1cccc(Sc2cnc(Cl)cn2)c1Cl)c1ccc[nH]c1=O>>N[C@@H]1c2ccccc2CC12CCN(c1cnc(Sc3cccc(NC(=O)c4ccc[nH]c4=O)c3Cl)cn1)CC2,exact_product_reconstruction,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2,exact_product,73.0,COND1:catalyst=unknown|reagent=584-08-7|solvent=127-19-5+7732-18-5,False,,584-08-7,127-19-5|7732-18-5,HeteroAr–Cl,HeteroAr,Cl,open,electron_poor,challenging_c_n_activation|competing_reactive_handle|coordination_risk|heteroaryl_electrophile,R1R2–NH,secondary_amine,1,Alkyl|Alkyl,free,competing_reactive_handle|coordination_risk,HeteroAr–NR1R2,"{""bond_order"": ""single"", ""concise_label"": ""HeteroAr–NR1R2"", ""connection_type"": ""C_N"", ""endpoint_1"": {""atom_index"": 12, ""component_index"": 2, ""context"": ""HeteroAr"", ""role"": ""electrophile"", ""source_site_id"": ""mol0:atom12:site1""}, ""endpoint_2"": {""atom_index"": 12, ""component_index"": 1, ""context"": ""N"", ""role"": ""nucleophile"", ""source_site_id"": ""mol0:atom12:site1""}, ""evidence"": ""exact_product_reconstruction"", ""schema_version"": ""1.0""}",amide|aryl_halide|heteroaryl_nitrogen|primary_amine,"{""evidence"": ""exact_product_reconstruction"", ""family_id"": ""c_n_coupling"", ""feature_version"": ""1.0"", ""flags"": [""electrophile:challenging_c_n_activation"", ""electrophile:competing_reactive_handle"", ""electrophile:coordination_risk"", ""electrophile:heteroaryl_electrophile"", ""nucleophile:competing_reactive_handle"", ""nucleophile:coordination_risk""], ""partners"": [{""anchor_context"": ""HeteroAr"", ""chemist_label"": ""HeteroAr–Cl"", ""competing_site_labels"": [""AromN–H"", ""Ar–Cl"", ""R–C(O)–NHR""], ""component_index"": 2, ""coordination_group_ids"": [""heteroaryl_nitrogen""], ""electronic"": {""class"": ""electron_poor"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.975}, ""features"": {}, ""flags"": [""challenging_c_n_activation"", ""competing_reactive_handle"", ""coordination_risk"", ""heteroaryl_electrophile""], ""handle_token"": ""Cl"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}, {""distance"": 1, ""group_id"": ""heteroaryl_nitrogen"", ""label"": ""HetAr–N"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""]}, {""distance"": 2, ""group_id"": ""heteroaryl_nitrogen"", ""label"": ""HetAr–N"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""]}], ""role"": ""electrophile"", ""site_id"": ""mol0:atom12:site1"", ""spectator_group_ids"": [""amide"", ""aryl_halide"", ""heteroaryl_nitrogen""], ""steric"": {""class"": ""open"", ""local_heavy_atoms_r2"": 6, ""method"": ""graph_local_v1"", ""ortho_substituent_count"": 0}, ""unprotected_xh_group_ids"": []}, {""anchor_context"": null, ""chemist_label"": ""R1R2–NH"", ""competing_site_labels"": [""R–NH2""], ""component_index"": 1, ""coordination_group_ids"": [""primary_amine""], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.0}, ""features"": {""availability"": ""free"", ""center_token"": ""N"", ""derived_family"": ""secondary_amine"", ""initial_h_count"": 1, ""retained_contexts"": [""Alkyl"", ""Alkyl""]}, ""flags"": [""competing_reactive_handle"", ""coordination_risk""], ""handle_token"": ""N"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""secondary_amine"", ""label"": ""R2NH"", ""tags"": [""basic"", ""nucleophilic"", ""unprotected_XH"", ""metal_binding"", ""strong_metal_binding""]}], ""role"": ""nucleophile"", ""site_id"": ""mol0:atom12:site1"", ""spectator_group_ids"": [""primary_amine""], ""steric"": {""carbon_neighbor_count"": 2, ""class"": ""secondary"", ""local_heavy_atoms_r2"": 5, ""method"": ""graph_local_v1""}, ""unprotected_xh_group_ids"": []}]}","European Journal of Medicinal Chemistry (2024), 279116830",
1.1,31-614-CAS-42088106,271,review,missing_c_n_family_environment|missing_c_n_product_connection|not_verified_as_sp2_c_n|reaction_not_exactly_verified,N=C(Nc1ccccc1)c1ccccc1.Fc1ccc2c(c1)-c1ccccc1[I+]2.O=S(=O)([O-])C(F)(F)F>>Fc1ccc2c(c1)-c1ccccc1N(c1ccccc1)C(c1ccccc1)=N2,reactant_grammar_only,(Ar–F + Alkenyl–NH) OR (Ar–F + Ar–Alkenyl–NH) →,source_family_ambiguous_reactants,60.0,COND1:catalyst=7681-65-4|reagent=127-08-2|solvent=75-05-8,True,7681-65-4,127-08-2,75-05-8,,,,,,,,,,,,,,,,,"Journal of Heterocyclic Chemistry (2024), 61(12), 1942-1953",Schlenk tube used
1.1,31-614-CAS-42094390,273,review,incomplete_condition_identity|missing_c_n_family_environment|missing_c_n_product_connection|not_verified_as_sp2_c_n|reaction_not_exactly_verified,Cc1ccc(C)c([Si](C)(C)C)c1OS(=O)(=O)C(F)(F)F.Cc1ccc(S(=O)(=O)NC[Si](C)(C)Cc2ccccc2)cc1>>Cc1ccc(S(=O)(=O)N2C[Si](C)(C)c3c(C)ccc(C)c32)cc1,reactant_grammar_only,Ar–OTf + R–S(O)2–NHR →,source_family_reactant_only,86.0,COND1:catalyst=unknown|reagent=17455-13-9+534-17-8+7732-18-5|solvent=110-71-4,False,,17455-13-9|534-17-8|7732-18-5,110-71-4,,,,,,,,,,,,,,,,,"Organic Chemistry Frontiers (2022), 9(20), 5453-5462",chemoselective
1.1,31-614-CAS-42338506,274,review,missing_c_n_family_environment|missing_c_n_product_connection|not_verified_as_sp2_c_n|reaction_not_exactly_verified,Nc1cccc(OC(F)(F)F)c1.COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1OS(=O)(=O)F>>COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1Nc1cccc(OC(F)(F)F)c1,reactant_grammar_only,O–S(O)2F + Ar–NH2 →,reactant_only,85.0,COND1:catalyst=3061833-93-7|reagent=121-44-8+2898529-24-1|solvent=5614-37-9+7732-18-5,True,3061833-93-7,121-44-8|2898529-24-1,5614-37-9|7732-18-5,,,,,,,,,,,,,,,,,"Angewandte Chemie, International Edition (2024), 63(43), e202411295","catalyst prepared and used, reusable catalyst, sealed vial used"
1.1,31-614-CAS-42776764,276,review,incomplete_condition_identity|missing_c_n_family_environment|missing_c_n_product_connection|not_verified_as_sp2_c_n|reaction_not_exactly_verified,OCC1CCNC1.O=C1CCC(N2C(=O)c3ccc(F)cc3C2=O)C(=O)N1>>O=CC1CCN(c2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3=O)C1,reactant_grammar_only,Ar–F + R1R2–NH →,source_family_reactant_only,79.0,COND1:catalyst=unknown|reagent=7087-68-5+87413-09-0|solvent=68-12-2+75-09-2,False,,7087-68-5|87413-09-0,68-12-2|75-09-2,,,,,,,,,,,,,,,,,"Journal of Medicinal Chemistry (2024), 67(19), 17319-17349",Dess-Martin oxidation in stage 2
1.1,31-614-CAS-42806282,277,review,missing_c_n_family_environment|missing_c_n_product_connection|not_verified_as_sp2_c_n|reaction_not_exactly_verified,NC(=S)Nc1ccccc1.Cc1ccc(C(=O)CBr)cc1.Fc1ccc(I)cc1>>Cc1ccc(-c2csc(N(c3ccccc3)c3ccc(F)cc3)n2)cc1,reactant_grammar_only,(Ar–F + Alkenyl–NH2) OR (Ar–F + Ar–Alkenyl–NH) OR (Ar–I + Alkenyl–NH2) OR (Ar–I + Ar–Alkenyl–NH) →,source_family_ambiguous_reactants,70.0,COND1:catalyst=110-70-3+30698-64-7|reagent=12125-02-9+7778-53-2|solvent=67-68-5+7732-18-5,True,110-70-3|30698-64-7,12125-02-9|7778-53-2,67-68-5|7732-18-5,,,,,,,,,,,,,,,,,"Journal of Organic Chemistry (2024), 89(22), 16390-16400","sealed tube used, Ullmann reaction (stage 2)"
1.1,31-614-CAS-42872573,278,review,incomplete_condition_identity,Clc1ccc2cc[nH]c2c1.COc1cccnc1F>>COc1cccnc1-n1ccc2ccc(Cl)cc21,exact_product_reconstruction,HeteroAr–F + AromN–H → HeteroAr–AromN,exact_product,87.0,COND1:catalyst=unknown|reagent=12125-02-9+7646-69-7|solvent=68-12-2+7732-18-5,False,,12125-02-9|7646-69-7,68-12-2|7732-18-5,HeteroAr–F,HeteroAr,F,ortho_substituted,electron_poor,challenging_c_n_activation|coordination_risk|heteroaryl_electrophile,AromN–H,aromatic_nh,1,HeteroAr,deactivated,aromatic_nh|competing_reactive_handle|deactivated_nucleophile,HeteroAr–AromN,"{""bond_order"": ""single"", ""concise_label"": ""HeteroAr–AromN"", ""connection_type"": ""C_N"", ""endpoint_1"": {""atom_index"": 7, ""component_index"": 1, ""context"": ""HeteroAr"", ""role"": ""electrophile"", ""source_site_id"": ""mol0:atom7:site0""}, ""endpoint_2"": {""atom_index"": 7, ""component_index"": 0, ""context"": ""N_aromatic"", ""role"": ""nucleophile"", ""source_site_id"": ""mol0:atom7:site1""}, ""evidence"": ""exact_product_reconstruction"", ""schema_version"": ""1.0""}",aryl_halide|ether|heteroaryl_nitrogen,"{""evidence"": ""exact_product_reconstruction"", ""family_id"": ""c_n_coupling"", ""feature_version"": ""1.0"", ""flags"": [""electrophile:challenging_c_n_activation"", ""electrophile:coordination_risk"", ""electrophile:heteroaryl_electrophile"", ""nucleophile:aromatic_nh"", ""nucleophile:competing_reactive_handle"", ""nucleophile:deactivated_nucleophile""], ""partners"": [{""anchor_context"": ""HeteroAr"", ""chemist_label"": ""HeteroAr–F"", ""competing_site_labels"": [], ""component_index"": 1, ""coordination_group_ids"": [""heteroaryl_nitrogen""], ""electronic"": {""class"": ""electron_poor"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.65}, ""features"": {}, ""flags"": [""challenging_c_n_activation"", ""coordination_risk"", ""heteroaryl_electrophile""], ""handle_token"": ""F"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}, {""distance"": 1, ""group_id"": ""heteroaryl_nitrogen"", ""label"": ""HetAr–N"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""]}, {""distance"": 2, ""group_id"": ""ether"", ""label"": ""R–O–R"", ""tags"": [""hydrogen_bond_acceptor"", ""metal_binding""]}], ""role"": ""electrophile"", ""site_id"": ""mol0:atom7:site0"", ""spectator_group_ids"": [""ether"", ""heteroaryl_nitrogen""], ""steric"": {""class"": ""ortho_substituted"", ""local_heavy_atoms_r2"": 7, ""method"": ""graph_local_v1"", ""ortho_substituent_count"": 1}, ""unprotected_xh_group_ids"": []}, {""anchor_context"": null, ""chemist_label"": ""AromN–H"", ""competing_site_labels"": [""Ar–Cl""], ""component_index"": 0, ""coordination_group_ids"": [], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.0}, ""features"": {""availability"": ""deactivated"", ""center_token"": ""N_aromatic"", ""derived_family"": ""aromatic_nh"", ""initial_h_count"": 1, ""retained_contexts"": [""HeteroAr""]}, ""flags"": [""aromatic_nh"", ""competing_reactive_handle"", ""deactivated_nucleophile""], ""handle_token"": ""N_aromatic"", ""nearby_groups"": [{""distance"": 3, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}], ""role"": ""nucleophile"", ""site_id"": ""mol0:atom7:site1"", ""spectator_group_ids"": [""aryl_halide""], ""steric"": {""class"": ""open"", ""local_heavy_atoms_r2"": 6, ""method"": ""graph_local_v1"", ""ortho_substituent_count"": 0}, ""unprotected_xh_group_ids"": []}]}","Organic Letters (2023), 25(38), 7040-7045",
1.1,31-614-CAS-42982613,279,review,missing_c_n_family_environment|missing_c_n_product_connection|not_verified_as_sp2_c_n|reaction_not_exactly_verified,N#CN.O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccccc1Br>>Nc1nc2ccccc2c(=O)n1-c1ccc(OC(F)(F)F)cc1,reactant_grammar_only,Ar–Br + Alkynyl–NH2 →,source_family_reactant_only,76.0,COND1:catalyst=7681-65-4|reagent=865-47-4|solvent=67-68-5,True,7681-65-4,865-47-4,67-68-5,,,,,,,,,,,,,,,,,"Journal of Organic Chemistry (2024), 89(24), 18255-18268",Ullmann cross-coupling
