canonical_reaction_smiles,reaction_display_label_detailed,original_reaction_type,detected_reaction_family,detection_status,transformation_class,signature_id,evidence_quality,transformation_confidence,reaction_completeness_status,product_heavy_atom_coverage,product_element_excess,partial_transformation_class,removed_fragment,installed_fragment,installed_fragment_key,fragment_source_status,fragment_source_candidates,missing_product_atom_elements,chemistry_status,condition_status,condition_stage_status,index_eligibility,admission_reasons,warnings,spectators,steric_electronic_factors
CNCc1cccc(OC)c1OC.CO.O=CCc1cc2c(cc1Br)OCO2>>COc1cccc(CN(C)C(c2cc3c(cc2Br)OCO3)C(OC)OC)c1OC,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.965517,"{""C"":1}",,,,,,,,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; insufficient_reactant_multiplicity; unaccounted_product_heavy_atoms,INSUFFICIENT_REACTANT_MULTIPLICITY; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CCCC=O.OCC1(CO)[C@@H]2CC/C=C\CC[C@@H]21>>CCCC1OCC2(CO1)[C@@H]1CC/C=C\CC[C@@H]12,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CCCCCCCC=O.OCC1(CO)[C@@H]2CC/C=C\CC[C@@H]21>>CCCCCCCC1OCC2(CO1)[C@@H]1CC/C=C\CC[C@@H]12,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CCCCCCCCCC=O.OCC1(CO)[C@@H]2CC/C=C\CC[C@@H]21>>CCCCCCCCCC1OCC2(CO1)[C@@H]1CC/C=C\CC[C@@H]12,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(=O)CCc1ccccc1.CO>>COC(C)(CCc1ccccc1)OC,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.928571,"{""C"":1}",,,,,,,,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; suspected_missing_reactant; unaccounted_product_heavy_atoms,MISSING_REACTANT_SUSPECTED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
O=CCc1c[nH]c2ccccc12.OCCO>>c1ccc2c(CC3OCCO3)c[nH]c2c1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(=O)N1CCC(=O)CC1.CC(O)C(C)O>>CC(=O)N1CCC2(CC1)OC(C)C(C)O2,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(C)CC=O.COC(OC)OC>>COC(CC(C)C)OC,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
COC(OC)OC.O=C1CCC(NC(=O)OCc2ccccc2)CC1>>COC(NC1CCC(=O)CC1)(OC)OCc1ccccc1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
COC(OC)OC.Cc1ccc(S(=O)(=O)N2CCC(=O)CC2)cc1>>COC1(OC)CCN(S(=O)(=O)c2ccc(C)cc2)CC1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CCCCO.O=CCCc1ccccc1>>CCCCOC(CCc1ccccc1)OCCCC,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.789474,"{""C"":4}",,,,,,,,rejected,resolved_complete,single_stage,ineligible,suspected_missing_reactant; unaccounted_product_heavy_atoms,MISSING_REACTANT_SUSPECTED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CO.O=CCCNC(=O)OCc1ccccc1>>COC(CCNC(=O)OCc1ccccc1)OC,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.944444,"{""C"":1}",,,,,,,,rejected,resolved_complete,single_stage,ineligible,suspected_missing_reactant; unaccounted_product_heavy_atoms,MISSING_REACTANT_SUSPECTED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CO.O=Cc1ccccc1F>>COC(OC)c1ccccc1F,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.916667,"{""C"":1}",,,,,,,,rejected,resolved_complete,single_stage,ineligible,insufficient_reactant_multiplicity; unaccounted_product_heavy_atoms,INSUFFICIENT_REACTANT_MULTIPLICITY; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CCOC(OCC)OCC.O=C1CCC(c2ccccc2)CC1>>CCOC1(OCC)CCC(c2ccccc2)CC1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
O=C1CCCCC1.OCCS>>C1CCC2(CC1)OCCS2,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,single_stage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CO.O=C/C=C/c1ccc(Br)cc1>>COC(/C=C/c1ccc(Br)cc1)OC,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.928571,"{""C"":1}",,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,insufficient_reactant_multiplicity; multistage_conditions_not_structured; unaccounted_product_heavy_atoms,INSUFFICIENT_REACTANT_MULTIPLICITY; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CO.O=C/C=C/c1ccccc1Cl>>COC(/C=C/c1ccccc1Cl)OC,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.928571,"{""C"":1}",,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,insufficient_reactant_multiplicity; multistage_conditions_not_structured; unaccounted_product_heavy_atoms,INSUFFICIENT_REACTANT_MULTIPLICITY; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CCC(=O)c1ccc(C)cc1.CO>>CCC(OC)(OC)c1ccc(C)cc1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.928571,"{""C"":1}",,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,multistage_conditions_not_structured; suspected_missing_reactant; unaccounted_product_heavy_atoms,MISSING_REACTANT_SUSPECTED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CCC(=O)CC.CO>>CCC(CC)(OC)OC,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.888889,"{""C"":1}",,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,multistage_conditions_not_structured; suspected_missing_reactant; unaccounted_product_heavy_atoms,MISSING_REACTANT_SUSPECTED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CC(C)=O.OC[C@@H](O)CCl>>CC1(C)OC[C@H](CCl)O1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CCOC(=O)CC(C)=O.CO>>CCOC(=O)CC(C)(OC)OC,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.916667,"{""C"":1}",,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,multistage_conditions_not_structured; suspected_missing_reactant; unaccounted_product_heavy_atoms,MISSING_REACTANT_SUSPECTED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CCCC[C@H]1CC[C@H](C(CO)CO)CC1.O=Cc1ccc(F)c(F)c1>>CCCC[C@H]1CC[C@H]([C@H]2CO[C@@H](c3ccc(F)c(F)c3)OC2)CC1.CCCC[C@H]1CC[C@H]([C@H]2CO[C@H](c3ccc(F)c(F)c3)OC2)CC1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.520833,"{""C"":20,""F"":2,""O"":1}",,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,insufficient_reactant_multiplicity; multistage_conditions_not_structured; unaccounted_product_heavy_atoms,INSUFFICIENT_REACTANT_MULTIPLICITY; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
O=Cc1cccs1.OCCCO>>c1csc(C2OCCCO2)c1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CNCc1ccccc1.CO.COc1ccc(CN(CCCC=O)S(=O)(=O)c2ccc(C)cc2)cc1>>COc1ccc(CN(CCC(C(OC)OC)N(C)Cc2ccccc2)S(=O)(=O)c2ccc(C)cc2)cc1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.972973,"{""C"":1}",,,,,,,,rejected,resolved_complete,single_stage,ineligible,suspected_missing_reactant; unaccounted_product_heavy_atoms,MISSING_REACTANT_SUSPECTED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
COC(OC)OC.[N-]=[N+]=Nc1ccccc1C=O>>COC(OC)c1ccccc1N=[N+]=[N-],,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CCOC(OCC)OCC.O=CC(c1ccccc1)c1ccccc1>>CCOC(OCC)C(c1ccccc1)c1ccccc1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CCCCCCCCCC(C)=O.COC(OC)OC>>CCCCCCCCCC(C)(OC)OC,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CCCCCCCCCCCCCC(C)=O.COC(OC)OC>>CCCCCCCCCCCCCC(C)(OC)OC,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(=O)CCc1ccc(O)cc1.COC(OC)OC>>COC(C)(CCc1ccc(O)cc1)OC,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
COC(OC)OC.COc1ccc(CCC(C)=O)cc1>>COc1ccc(CCC(C)(OC)OC)cc1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
COC(OC)OC.COc1ccccc1CC(C)=O>>COc1ccccc1CC(C)(OC)OC,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(=O)c1ccc[nH]1.COC(OC)OC>>COC(C)(OC)c1ccc[nH]1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(=O)C(C)O.COC(OC)OC>>COC1(C)OC1C,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(=O)c1cccc(C=O)c1.CCO>>CCOC(OCC)c1cccc(C(C)=O)c1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.875,"{""C"":2}",,,,,,,,rejected,resolved_complete,single_stage,ineligible,suspected_missing_reactant; unaccounted_product_heavy_atoms,MISSING_REACTANT_SUSPECTED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CCO.O=CC#Cc1ccccc1>>CCOC(C#Cc1ccccc1)OCC,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.866667,"{""C"":2}",,,,,,,,rejected,resolved_complete,single_stage,ineligible,suspected_missing_reactant; unaccounted_product_heavy_atoms,MISSING_REACTANT_SUSPECTED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CCCCCC=O.OCCCO>>CCCCCC1OCCCO1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(=O)SC(C)(C)C=O.CCOC(OCC)OCC>>CCOC(OCC)C(C)(C)SC(C)=O,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CCCCCCCC(C)=O.OCCO>>CCCCCCCC1(C)OCCO1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,single_stage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
C=CCO.CC(C)c1ccc(C=O)cc1>>C=CCOC(OCC=C)c1ccc(C(C)C)cc1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.833333,"{""C"":3}",,,,,,,,rejected,resolved_complete,single_stage,ineligible,suspected_missing_reactant; unaccounted_product_heavy_atoms,MISSING_REACTANT_SUSPECTED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
Cc1nn(-c2ccccc2)c(N=[N+]=[N-])c1C=O.OCCO>>Cc1nn(-c2ccccc2)c(N=[N+]=[N-])c1C1OCCO1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(C)=CC=O.COc1ccc(CO)cc1>>COc1ccc(COC(C=C(C)C)OCc2ccc(OC)cc2)cc1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.64,"{""C"":8,""O"":1}",,,,,,,,rejected,resolved_complete,single_stage,ineligible,suspected_missing_reactant; unaccounted_product_heavy_atoms,MISSING_REACTANT_SUSPECTED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CC(C)(C)OC(=O)n1ccc2cc(C=O)ccc21.COC(OC)OC>>COC(OC)c1ccc2c(ccn2C(=O)OC(C)(C)C)c1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
COC(OC)OC.O=Cc1csc2ccccc12>>COC(OC)c1csc2ccccc12,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CCCC=O.CCOC(OCC)OCC>>CCCC(OCC)OCC,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(=O)CCl.CCO>>CCOC(C)(CCl)OCC,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.8,"{""C"":2}",,,,,,,,rejected,unresolved_retained,unassigned_multistage,ineligible,condition_identifier_uncertainty; multistage_conditions_not_structured; suspected_missing_reactant; unaccounted_product_heavy_atoms,MISSING_REACTANT_SUSPECTED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
C=C(C=O)CC.C=CCO>>C=CCOC(OCC=C)C(=C)CC,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.769231,"{""C"":3}",,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,multistage_conditions_not_structured; suspected_missing_reactant; unaccounted_product_heavy_atoms,MISSING_REACTANT_SUSPECTED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CC(C)(CO)CO.O=Cc1ccccc1Cl>>CC1(C)COC(c2ccccc2Cl)OC1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,single_stage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CCCCC(=O)c1ccccc1.COC(OC)OC>>CCCCC(OC)(OC)c1ccccc1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,single_stage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(=O)c1ccccc1F.COC(OC)OC>>COC(C)(OC)c1ccccc1F,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,single_stage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CCCCCCCCCCC=O.CCOC(OCC)OCC>>CCCCCCCCCCC(OCC)OCC,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,single_stage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
COC(OC)OC.O=Cc1ccc(Br)nc1>>COC(OC)c1ccc(Br)nc1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,single_stage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CCOC(OCC)OCC.O=C(c1ccccc1)c1ccccc1>>CCOC(OCC)(c1ccccc1)c1ccccc1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,single_stage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(=O)c1ccc(Br)cc1.CCOC(OCC)OCC>>CCOC(C)(OCC)c1ccc(Br)cc1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,single_stage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
C=CCCCCCCCCC=O.COC(OC)OC>>C=CCCCCCCCCC(OC)OC,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unresolved_retained,single_stage,review_only,condition_identifier_uncertainty; missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
C[Si](C)(C)OCCO[Si](C)(C)C.O=C1C=CCCC1>>C1=CC2(CCC1)OCCO2,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,unusable,single_stage,ineligible,missing_verified_reaction_signature; no_condition_identifiers; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(=O)c1ccc(C(F)(F)F)cc1.CO>>COC(CCl)(OC)c1ccc(C(F)(F)F)cc1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.882353,"{""C"":1,""Cl"":1}",,,,,,,,rejected,resolved_complete,single_stage,ineligible,suspected_missing_reactant; unaccounted_product_heavy_atoms,MISSING_REACTANT_SUSPECTED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
O=Cc1ccc(Cl)cc1Cl.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO>>OC[C@@H](O)[C@H]1OC(c2ccc(Cl)cc2Cl)O[C@H]2COC(c3ccc(Cl)cc3Cl)O[C@@H]12,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.7,"{""C"":7,""Cl"":2}",,,,,,,,rejected,unusable,unassigned_multistage,ineligible,insufficient_reactant_multiplicity; multistage_conditions_not_structured; solvent_only_recipe; unaccounted_product_heavy_atoms,INSUFFICIENT_REACTANT_MULTIPLICITY; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
COC(OC)OC.O=C(C=Cc1ccccc1)c1ccccc1>>COC(C=Cc1ccccc1)(OC)c1ccccc1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CC(=O)c1ccc([N+](=O)[O-])cc1.OCC1(CO)CC2C=CC1C2>>CC1(c2ccc([N+](=O)[O-])cc2)OCC2(CO1)CC1C=CC2C1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
O=Cc1ccc(Br)cc1.OCC(CO)(CO)CO>>Brc1ccc(C2OCC3(CO2)COC(c2ccc(Br)cc2)OC3)cc1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.68,"{""Br"":1,""C"":7}",,,,,,,,rejected,unresolved_retained,unassigned_multistage,ineligible,condition_identifier_uncertainty; insufficient_reactant_multiplicity; multistage_conditions_not_structured; unaccounted_product_heavy_atoms,INSUFFICIENT_REACTANT_MULTIPLICITY; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
COc1ccc(Br)cc1.O=C(O)c1ccccc1O.O=CCCc1ccccc1>>COc1ccc(C2(c3ccc(OC)cc3)OC(CCc3ccccc3)Oc3ccccc32)cc1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.794118,"{""C"":7}",,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,insufficient_reactant_multiplicity; multistage_conditions_not_structured; unaccounted_product_heavy_atoms,INSUFFICIENT_REACTANT_MULTIPLICITY; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CO.O=Cc1cc[nH]n1>>COC(OC)c1cc[nH]n1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.9,"{""C"":1}",,,,,,,,rejected,resolved_complete,single_stage,ineligible,suspected_missing_reactant; unaccounted_product_heavy_atoms,MISSING_REACTANT_SUSPECTED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CC(C)(C)[Si](C)(C)Oc1cc(C=O)cc(O[Si](C)(C)C(C)(C)C)c1.C[Si](C)(C)OCc1ccccc1>>CC(C)(C)[Si](C)(C)Oc1cc(O[Si](C)(C)C(C)(C)C)cc(C(OCc2ccccc2)OCc2ccccc2)c1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.897436,"{""C"":4}",,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,multistage_conditions_not_structured; suspected_missing_reactant; unaccounted_product_heavy_atoms,MISSING_REACTANT_SUSPECTED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
Cc1ccc(C=O)c(Br)c1.OCCCO>>Cc1ccc(C2OCCCO2)c(Br)c1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,single_stage,review_only,missing_verified_reaction_signature; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
CO.O=CCC(=O)c1ccccc1>>COC(CC(=O)c1ccccc1)OC,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,incomplete,0.928571,"{""C"":1}",,,,,,,,rejected,resolved_complete,single_stage,ineligible,suspected_missing_reactant; unaccounted_product_heavy_atoms,MISSING_REACTANT_SUSPECTED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
C=O.N[C@@H](CO)[C@@H](O)c1ccc([N+](=O)[O-])cc1>>N[C@H]1COCO[C@H]1c1ccc([N+](=O)[O-])cc1,,Acetal ketal formation,,product_contradicted_candidates,,,reactant_grammar_only,0.0,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
