row,name,smiles,expected_role,expected_reaction_types,notes,valid,canonical_smiles,motif_count,context_motif_count,motifs,context_motifs,ranked_motifs,detected_role_simple,analysis_count,aryl_analysis,meta_error
47,Benzyl bromide,BrCc1ccccc1,electrophile,Suzuki-Miyaura; SN2; Negishi,Benzylic position; activated sp3 halide,True,BrCc1ccccc1,1,0,Bn-Br,,Bn-Br,electrophile,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
48,2-Phenylethyl bromide,C(Br)Cc1ccccc1,electrophile,SN2; Negishi; Kumada,Primary alkyl bromide with aryl substituent,True,BrCCc1ccccc1,2,0,RCH2-Br;Ar-Alkyl,,RCH2-Br;Ar-Alkyl,electrophile,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
49,4-Bromo-1-butene,C=CCCBr,electrophile,SN2; Negishi,Homoallylic bromide,True,C=CCCBr,2,0,RCH2-Br;RCH2-Alkenyl,,RCH2-Br;RCH2-Alkenyl,electrophile,2,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
50,3-Bromo-2-methylpropene (allylic),C=C(C)CBr,electrophile,SN2; Allylic-substitution,Allylic bromide; can undergo allylic substitution,True,C=C(C)CBr,2,0,RCH2-Br;RCH2-Alkenyl,,RCH2-Br;RCH2-Alkenyl,electrophile,2,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
51,Neopentyl bromide,CC(C)(C)CBr,electrophile,Suzuki-Miyaura; Negishi,No β-hydrogens; minimal elimination risk,True,CC(C)(C)CBr,1,0,RCH2-Br,,RCH2-Br,electrophile,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
52,Phenylboronic acid,c1ccc(B(O)O)cc1,nucleophile,Suzuki-Miyaura,Standard boronic acid coupling partner,True,OB(O)c1ccccc1,1,0,Ar-B(OH)2,,Ar-B(OH)2,nucleophile,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
53,4-Methoxyphenylboronic acid,COc1ccc(B(O)O)cc1,nucleophile,Suzuki-Miyaura,Electron-rich boronic acid,True,COc1ccc(B(O)O)cc1,2,0,Ar-B(OH)2;Ar-OR,,Ar-B(OH)2;Ar-OR,nucleophile,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
54,4-Cyanophenylboronic acid,N#Cc1ccc(B(O)O)cc1,nucleophile,Suzuki-Miyaura,Electron-poor boronic acid,True,N#Cc1ccc(B(O)O)cc1,2,0,Ar-B(OH)2;Ar-CN,,Ar-B(OH)2;Ar-CN,nucleophile,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
55,Phenylboronic acid pinacol ester,c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,nucleophile,Suzuki-Miyaura,Protected boronic acid; more stable,True,CC1(C)OB(c2ccccc2)OC1(C)C,1,0,Ar-B(OR)2,,Ar-B(OR)2,nucleophile,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
56,Potassium phenyltrifluoroborate,c1ccc([B-](F)(F)F)cc1.[K+],nucleophile,Suzuki-Miyaura,BF3K salt; air-stable boronate,True,F[B-](F)(F)c1ccccc1.[K+],1,0,Ar-BF3K,,Ar-BF3K,nucleophile,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
57,Vinylboronic acid,C=CB(O)O,nucleophile,Suzuki-Miyaura,Vinyl boronic acid,True,C=CB(O)O,1,0,Alkenyl-B(OH)2,,Alkenyl-B(OH)2,nucleophile,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
58,(E)-Propenylboronic acid,C/C=C/B(O)O,nucleophile,Suzuki-Miyaura,Stereodefined vinyl boronic acid,True,C/C=C/B(O)O,2,0,Alkenyl-B(OH)2;Alkyl-Alkenyl,,Alkenyl-B(OH)2;Alkyl-Alkenyl,nucleophile,2,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
59,Ethylboronic acid,CCB(O)O,nucleophile,Suzuki-Miyaura,Alkyl boronic acid; prone to β-hydride issues,True,CCB(O)O,1,0,RCH2-B(OH)2,,RCH2-B(OH)2,nucleophile,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
60,Pyridine-4-boronic acid,c1ccncc1B(O)O,nucleophile,Suzuki-Miyaura,Heteroaryl boronic acid; pyridine coordination risk,True,OB(O)c1cccnc1,5,1,HeteroAr-B(OH)2;HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-H,Pyridine,HeteroAr-B(OH)2;HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-H,nucleophile,0,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 1, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [6], ""heteroaromatic"": true, ""heterocycle_types"": [""Pyridine""], ""is_heterocycle"": true, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
61,Furan-2-boronic acid,c1coc(B(O)O)c1,nucleophile,Suzuki-Miyaura,Five-membered heterocyclic boronic acid,True,OB(O)c1ccco1,4,1,HeteroAr-B(OH)2;HeteroAr-H;HeteroAr-H;HeteroAr-H,Furan,HeteroAr-B(OH)2;HeteroAr-H;HeteroAr-H;HeteroAr-H,nucleophile,0,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 1, ""S"": 0}, ""hetero_ring_sizes"": [5], ""heteroaromatic"": true, ""heterocycle_types"": [""Furan""], ""is_heterocycle"": true, ""ring_size_counts"": {""5"": 1}, ""ring_sizes"": [5]}",
62,Thiophene-2-boronic acid,c1csc(B(O)O)c1,nucleophile,Suzuki-Miyaura,Thiophene boronic acid; sulfur can coordinate,True,OB(O)c1cccs1,4,1,HeteroAr-B(OH)2;HeteroAr-H;HeteroAr-H;HeteroAr-H,Thiophene,HeteroAr-B(OH)2;HeteroAr-H;HeteroAr-H;HeteroAr-H,nucleophile,0,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 1}, ""hetero_ring_sizes"": [5], ""heteroaromatic"": true, ""heterocycle_types"": [""Thiophene""], ""is_heterocycle"": true, ""ring_size_counts"": {""5"": 1}, ""ring_sizes"": [5]}",
63,Aniline,c1ccc(N)cc1,nucleophile,Buchwald-Hartwig; Ullmann; SNAr,Aromatic primary amine; standard C-N coupling partner,True,Nc1ccccc1,1,0,Ar-NH2,,Ar-NH2,nucleophile,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
64,Ethylamine,CCN,nucleophile,Buchwald-Hartwig; Ullmann; SNAr,Primary aliphatic amine,True,CCN,1,0,RCH2-NH2,,RCH2-NH2,nucleophile,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
65,Isopropylamine,CC(C)N,nucleophile,Buchwald-Hartwig; Ullmann,Branched primary amine; α-branching,True,CC(C)N,1,0,R2CH-NH2,,R2CH-NH2,nucleophile,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
66,tert-Butylamine,CC(C)(C)N,nucleophile,Buchwald-Hartwig,Highly hindered primary amine,True,CC(C)(C)N,1,0,R3C-NH2,,R3C-NH2,nucleophile,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
67,N-Methylethylamine,CCNC,nucleophile,Buchwald-Hartwig; Ullmann,Secondary aliphatic amine,True,CCNC,2,0,RCH2-NHR;CH3-NHR,,RCH2-NHR;CH3-NHR,nucleophile,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
68,N-Methylaniline,c1ccc(NC)cc1,nucleophile,Buchwald-Hartwig; Ullmann,Secondary aromatic amine,True,CNc1ccccc1,2,0,Ar-NHR;CH3-NHR,,Ar-NHR;CH3-NHR,nucleophile,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
69,"N,N-Dimethylaniline",c1ccc(N(C)C)cc1,nucleophile,,Tertiary amine; not reactive in C-N coupling,True,CN(C)c1ccccc1,2,0,Ar-NR2;CH3-NR2,,Ar-NR2;CH3-NR2,nucleophile,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
70,4-Methoxyaniline,COc1ccc(N)cc1,nucleophile,Buchwald-Hartwig; Ullmann,Electron-rich aniline,True,COc1ccc(N)cc1,2,0,Ar-NH2;Ar-OR,,Ar-NH2;Ar-OR,nucleophile,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
71,4-Aminobenzonitrile,N#Cc1ccc(N)cc1,nucleophile,Buchwald-Hartwig; Ullmann,Electron-poor aniline; less nucleophilic,True,N#Cc1ccc(N)cc1,2,0,Ar-CN;Ar-NH2,,Ar-CN;Ar-NH2,nucleophile,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
72,4-Aminopyridine,Nc1ccncc1,nucleophile,Buchwald-Hartwig,Heteroaryl amine; pyridine coordination,True,Nc1ccncc1,5,1,HeteroAr-NH2;HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-H,Pyridine,HeteroAr-NH2;HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-H,nucleophile,0,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 1, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [6], ""heteroaromatic"": true, ""heterocycle_types"": [""Pyridine""], ""is_heterocycle"": true, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
73,Indole,c1ccc2[nH]ccc2c1,nucleophile,Buchwald-Hartwig; C-H activation,NH heterocycle; can act as nucleophile,True,c1ccc2[nH]ccc2c1,7,1,HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-H;AromN-H,Indole,HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-H;AromN-H,none,1,"{""aromatic_ring_count"": 2, ""hetero_counts"": {""N"": 1, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [5], ""heteroaromatic"": true, ""heterocycle_types"": [""Indole"", ""Pyrrole""], ""is_heterocycle"": true, ""ring_size_counts"": {""5"": 1, ""6"": 1}, ""ring_sizes"": [5, 6]}",
74,3-Aminopyrrole,c1c[nH]c(N)c1,nucleophile,Buchwald-Hartwig,Heteroaryl amine with NH,True,Nc1ccc[nH]1,5,1,HeteroAr-NH2;HeteroAr-H;HeteroAr-H;HeteroAr-H;AromN-H,Pyrrole,HeteroAr-NH2;HeteroAr-H;HeteroAr-H;HeteroAr-H;AromN-H,nucleophile,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 1, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [5], ""heteroaromatic"": true, ""heterocycle_types"": [""Pyrrole""], ""is_heterocycle"": true, ""ring_size_counts"": {""5"": 1}, ""ring_sizes"": [5]}",
75,2-Methylaniline,Nc1ccccc1C,nucleophile,Buchwald-Hartwig; Ullmann,Ortho-substituted aniline; sterically hindered,True,Cc1ccccc1N,2,0,Ar-NH2;Ar-Alkyl,,Ar-NH2;Ar-Alkyl,nucleophile,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
76,"3,5-Dimethylaniline",Nc1cc(C)cc(C)c1,nucleophile,Buchwald-Hartwig,Meta-substituted aniline,True,Cc1cc(C)cc(N)c1,3,0,Ar-NH2;Ar-Alkyl;Ar-Alkyl,,Ar-NH2;Ar-Alkyl;Ar-Alkyl,nucleophile,3,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
77,Benzylamine,NCc1ccccc1,nucleophile,Buchwald-Hartwig; Ullmann,Benzylic amine; aliphatic but stabilized,True,NCc1ccccc1,1,0,Bn-NH2,,Bn-NH2,nucleophile,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
78,Phenol,c1ccc(O)cc1,nucleophile,Ullmann; SNAr; Mitsunobu,Aromatic alcohol; C-O coupling partner,True,Oc1ccccc1,1,0,Ar-OH,,Ar-OH,nucleophile,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
79,Ethanol,CCO,nucleophile,Ullmann; Mitsunobu,Simple aliphatic alcohol,True,CCO,1,0,RCH2-OH,,RCH2-OH,nucleophile,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
80,Isopropanol,CC(C)O,nucleophile,Ullmann; Mitsunobu,Secondary alcohol,True,CC(C)O,1,0,R2CH-OH,,R2CH-OH,nucleophile,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
81,tert-Butanol,CC(C)(C)O,nucleophile,Ullmann,Tertiary alcohol; sterically hindered,True,CC(C)(C)O,1,0,R3C-OH,,R3C-OH,nucleophile,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
82,4-Methoxyphenol,COc1ccc(O)cc1,nucleophile,Ullmann; SNAr,Electron-rich phenol,True,COc1ccc(O)cc1,2,0,Ar-OH;Ar-OR,,Ar-OH;Ar-OR,nucleophile,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
83,4-Hydroxybenzonitrile,N#Cc1ccc(O)cc1,nucleophile,Ullmann; SNAr,Electron-poor phenol; more acidic,True,N#Cc1ccc(O)cc1,2,0,Ar-CN;Ar-OH,,Ar-CN;Ar-OH,nucleophile,2,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
84,Benzyl alcohol,OCc1ccccc1,nucleophile,Ullmann; Mitsunobu,Benzylic alcohol,True,OCc1ccccc1,1,0,Bn-OH,,Bn-OH,nucleophile,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
85,4-Hydroxypyridine,Oc1ccncc1,nucleophile,Ullmann,Heteroaryl phenol,True,Oc1ccncc1,5,1,HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-OH,Pyridine,HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-OH,nucleophile,0,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 1, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [6], ""heteroaromatic"": true, ""heterocycle_types"": [""Pyridine""], ""is_heterocycle"": true, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
86,Thiophenol,c1ccc(S)cc1,nucleophile,Ullmann; SNAr,Aromatic thiol; strong nucleophile; catalyst poison risk,True,Sc1ccccc1,1,0,Ar-SH,,Ar-SH,nucleophile,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
87,Ethanethiol,CCS,nucleophile,Ullmann; SNAr,Aliphatic thiol; catalyst poison,True,CCS,1,0,RCH2-SH,,RCH2-SH,nucleophile,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
88,2-Propanethiol,CC(C)S,nucleophile,Ullmann,Secondary thiol,True,CC(C)S,1,0,R2CH-SH,,R2CH-SH,nucleophile,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
89,Thioanisole,CSc1ccccc1,none,,Sulfide; not nucleophilic but can poison catalysts,True,CSc1ccccc1,1,0,Ar-SR,,Ar-SR,none,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
90,Acetylene,C#C,nucleophile,Sonogashira,Simplest terminal alkyne,True,C#C,1,0,Alkynyl-H,,Alkynyl-H,none,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
91,Phenylacetylene,C#Cc1ccccc1,nucleophile,Sonogashira,Aryl-substituted terminal alkyne,True,C#Cc1ccccc1,1,0,Ar-Alkynyl_terminal,,Ar-Alkynyl_terminal,nucleophile,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
92,"3,3-Dimethylbut-1-yne",C#CC(C)(C)C,nucleophile,Sonogashira,Sterically hindered terminal alkyne,True,C#CC(C)(C)C,1,0,Alkyl-Alkynyl_terminal,,Alkyl-Alkynyl_terminal,nucleophile,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
93,Trimethylsilylacetylene,C#C[Si](C)(C)C,nucleophile,Sonogashira,TMS-protected alkyne; deprotectable,True,C#C[Si](C)(C)C,2,0,Alkynyl-Si*;Alkyl-Si*,,Alkynyl-Si*;Alkyl-Si*,nucleophile,2,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
94,Methyl propargyl ether,C#CCOC,nucleophile,Sonogashira,Ether-substituted alkyne,True,C#CCOC,4,0,Alkyl-Alkynyl_terminal;RCH2-OR;Propargyl-H;Propargyl-H,,Alkyl-Alkynyl_terminal;RCH2-OR;Propargyl-H;Propargyl-H,nucleophile,4,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
95,4-Ethynylpyridine,C#Cc1ccncc1,nucleophile,Sonogashira,Heteroaryl terminal alkyne,True,C#Cc1ccncc1,5,1,Ar-Alkynyl_terminal;HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-H,Pyridine,Ar-Alkynyl_terminal;HeteroAr-H;HeteroAr-H;HeteroAr-H;HeteroAr-H,nucleophile,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 1, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [6], ""heteroaromatic"": true, ""heterocycle_types"": [""Pyridine""], ""is_heterocycle"": true, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
96,Phenylmagnesium bromide,[Mg]Brc1ccccc1,nucleophile,Kumada,Grignard reagent for Kumada coupling,True,[Mg]<-[Br]c1ccccc1,1,0,Ar-Br,,Ar-Br,electrophile,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
97,Ethylmagnesium bromide,CC[Mg]Br,nucleophile,Kumada,Alkyl Grignard,True,C[CH2][Mg][Br],1,0,RCH2-Mg*,,RCH2-Mg*,nucleophile,1,"{""aromatic_ring_count"": 0, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {}, ""ring_sizes"": []}",
98,Phenylzinc chloride,Cl[Zn]c1ccccc1,nucleophile,Negishi,Organozinc for Negishi coupling,True,[Cl][Zn][c]1ccccc1,1,0,Ar-Zn*,,Ar-Zn*,nucleophile,1,"{""aromatic_ring_count"": 1, ""hetero_counts"": {""N"": 0, ""O"": 0, ""S"": 0}, ""hetero_ring_sizes"": [], ""heteroaromatic"": false, ""heterocycle_types"": [], ""is_heterocycle"": false, ""ring_size_counts"": {""6"": 1}, ""ring_sizes"": [6]}",
