name,aliases,roles,mention_count,source_columns,reconciliation_status,normalized_identity,possible_cas_no,cas_match_status,cas_confidence,source_basis,source_url,match_notes,cas_checksum_valid
IPr Pd(tBuInd)Cl,IPr Pd(tBuInd)Cl,catalyst,86,Catalyst,unresolved,IPr Pd(tBuInd)Cl,1779569-04-8,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1779569-04-8.htm,,yes
iPrMgCl.LiCl,iPrMgCl.LiCl,base,12,Base,unresolved,Isopropylmagnesium chloride–lithium chloride complex,745038-86-2,formula_or_abbreviation_match,high,supplier catalog match,https://www.fishersci.com/us/en/browse/cas/745038-86-2,,yes
[Ir(cod)OMe]2,[Ir(cod)OMe]2,catalyst,72,Catalyst,unresolved,"Bis(1,5-cyclooctadiene)di-μ-methoxydiiridium(I)",12148-71-9,formula_or_abbreviation_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=12148-71-9,,yes
Jackie CPhos,Jackie CPhos,ligand,298,Ligand,unresolved,CPhos–JackiePhos hybrid ligand,1810068-30-4,commercial_product_match,medium,supplier catalog match,https://www.chemicalbook.com/CASEN_1810068-30-4.htm,Interpreted as the commercial CPhos–JackiePhos hybrid ligand.,yes
Jackie CPhos Pd G4,Jackie CPhos Pd G4,catalyst,298,Catalyst,unresolved,CPhos–JackiePhos hybrid Pd G4,1810068-35-9,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1810068-35-9.htm,,yes
JackiePhos Pd G3,JackiePhos Pd G3,catalyst,300,Catalyst,unresolved,JackiePhos Pd G3,2102544-35-2,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_2102544-35-2.htm,,yes
Josiphos SL-J002-1,Josiphos SL-J002-1,ligand,4,Ligand,unresolved,Josiphos SL-J002-1,155830-69-6,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_155830-69-6.htm,,yes
JosiphosSL-J009-1,JosiphosSL-J009-1,ligand,1139,Ligand,unresolved,Josiphos SL-J009-1,158923-11-6,normalized_name_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_158923-11-6.htm,,yes
K2HPO4,K2HPO4,base,250,Base,unresolved,Dipotassium hydrogen phosphate,7758-11-4,formula_or_abbreviation_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=7758-11-4,,yes
KOPiv,KOPiv,additive | base,768,Additive | Base,unresolved,Potassium pivalate,19455-20-0,likely_abbreviation,high,supplier/registry name match,https://www.chemicalbook.com/CASEN_19455-20-0.htm,,yes
KOtPent,KOtPent,base,538,Base,unresolved,Potassium tert-amylate,41233-93-6,likely_abbreviation,high,supplier/registry name match,https://www.chemicalbook.com/CASEN_41233-93-6.htm,,yes
KPF6,KPF6,additive,16,Additive,unresolved,Potassium hexafluorophosphate,17084-13-8,formula_or_abbreviation_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=17084-13-8,,yes
LiBF4,LiBF4,additive,12,Additive,unresolved,Lithium tetrafluoroborate,14283-07-9,formula_or_abbreviation_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=14283-07-9,,yes
LiOH anh,LiOH anh,base,52,Base,unresolved,"Lithium hydroxide, anhydrous",1310-65-2,normalized_name_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=1310-65-2,,yes
LiOH.H2O,LiOH.H2O,base,44,Base,unresolved,Lithium hydroxide monohydrate,1310-66-3,formula_or_abbreviation_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=1310-66-3,,yes
LiOTMS,LiOTMS,base,114,Base,unresolved,Lithium trimethylsilanolate,2004-14-0,likely_abbreviation,high,supplier catalog match,https://www.sigmaaldrich.com/US/en/product/aldrich/345474,,yes
Me2phen,Me2phen,ligand,32,Ligand,unresolved,"2,9-Dimethyl-1,10-phenanthroline (neocuproine)",484-11-7,likely_abbreviation,medium,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=484-11-7,Interpreted as neocuproine; other dimethylphenanthroline regioisomers exist.,yes
Me2Zn,Me2Zn,additive,12,Additive,unresolved,Dimethylzinc,544-97-8,formula_or_abbreviation_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=544-97-8,,yes
Me3(OMe)-tBuXPhos,Me3(OMe)-tBuXPhos,ligand,375,Ligand,unresolved,Me3(OMe)tBuXPhos ligand,1359986-21-2,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1359986-21-2.htm,,yes
Me3(OMe)tBuXPhos Pd G3,Me3(OMe)tBuXPhos Pd G3,catalyst,375,Catalyst,unresolved,Me3(OMe)tBuXPhos Pd G3,,no_defensible_cas_found,low,conflicting supplier metadata,https://www.sigmaaldrich.com/US/en/product/aldrich/804193,"Some reseller metadata assigns 1599466-81-5, but that CAS is independently registered to XPhos Pd G4 with a different formula. No CAS was assigned here pending supplier/SDS confirmation.",not_applicable
Me4tBuXPhos Pd G3,Me4tBuXPhos Pd G3,catalyst,300,Catalyst,unresolved,Me4-tBuXPhos Pd G3,1507403-85-1,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1507403-85-1.htm,,yes
meCgPPh Pd G3,meCgPPh Pd G3,catalyst,1311,Catalyst,unresolved,MeCgPPh Pd G3,2230788-58-4,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_2230788-58-4.htm,,yes
MeO2CH,MeO2CH,solvent,12,Solvent,unresolved,Methyl formate,107-31-3,formula_or_abbreviation_match,medium,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=107-31-3,Interpreted as HCO2Me (methyl formate).,yes
MeOAc,MeOAc,solvent,12,Solvent,unresolved,Methyl acetate,79-20-9,likely_abbreviation,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=79-20-9,,yes
MNBO,MNBO,ligand,236,Ligand,unresolved,MNBO ligand,2072108-68-8,commercial_product_match,medium,supplier catalog match,https://www.chemicalbook.com/CASEN_2072108-68-8.htm,,yes
MNFO,MNFO,ligand,20,Ligand,unresolved,MNFO ligand,2072109-00-1,commercial_product_match,medium,supplier catalog match,https://www.chemicalbook.com/CASEN_2072109-00-1.htm,,yes
MorDalphos Pd G3,MorDalphos Pd G3,catalyst,711,Catalyst,unresolved,MorDalPhos Pd G3,2222690-89-1,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_2222690-89-1.htm,,yes
MorDalPhos Pd G6 Br,MorDalPhos Pd G6 Br,catalyst,204,Catalyst,unresolved,MorDalPhos Pd G6 Br,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
MukayamaReagent,MukayamaReagent,coupling_reagent,146,Coupling Reagent,unresolved,2-Chloro-1-methylpyridinium iodide (Mukaiyama reagent),14338-32-0,common_name_match,high,supplier/registry name match,https://www.chemicalbook.com/CASEN_14338-32-0.htm,,yes
N-(Dicyclohexylphosphino)-2-(2′-methoxyphenyl)indole,N-(Dicyclohexylphosphino)-2-(2′-methoxyphenyl)indole,ligand,8,Ligand,unresolved,N-(Dicyclohexylphosphino)-2-(2′-methoxyphenyl)indole,947402-60-0,exact_name_match,high,supplier/registry name match,https://www.chemicalbook.com/CASEN_947402-60-0.htm,,yes
N-Hydroxyphtalimide,N-Hydroxyphtalimide,additive,40,Additive,unresolved,N-Hydroxyphthalimide,524-38-9,corrected_typo_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=524-38-9,Corrected “phtalimide” to “phthalimide”.,yes
N-Methyldicyclohexylamin,N-Methyldicyclohexylamin,base,256,Base,unresolved,N-Methyldicyclohexylamine,7560-83-0,corrected_typo_match,high,supplier/registry name match,https://www.chemicalbook.com/CASEN_7560-83-0.htm,,yes
N-XantPhos Pd G3,N-XantPhos Pd G3,catalyst,173,Catalyst,unresolved,N-XantPhos Pd G3,1602922-03-1,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1602922-03-1.htm,,yes
Na2WO4,Na2WO4,additive,28,Additive,unresolved,"Sodium tungstate, anhydrous",13472-45-2,formula_or_abbreviation_match,medium,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=13472-45-2,Hydrated sodium tungstate has a different CAS number; the input does not state hydration.,yes
Na3PO4,Na3PO4,base,12,Base,unresolved,"Trisodium phosphate, anhydrous",7601-54-9,formula_or_abbreviation_match,medium,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=7601-54-9,Hydrates have different CAS numbers.,yes
NaBHT,NaBHT,additive | base,110,Additive | Base,unresolved,"Sodium 2,6-di-tert-butyl-4-methylphenoxide (sodium BHT)",16654-89-0,likely_abbreviation,high,supplier/registry name match,https://www.chemicalbook.com/CASEN_16654-89-0.htm,,yes
NBO,NBO,ligand,8,Ligand,unresolved,NBO,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
NBP,NBP,solvent,172,Secondary Solvent | Solvent,unresolved,N-Butyl-2-pyrrolidone,3470-98-2,likely_abbreviation,medium,supplier/registry name match,https://www.chemicalbook.com/CASEN_3470-98-2.htm,Role and common solvent abbreviation support N-butyl-2-pyrrolidone.,yes
NBu4SCN,NBu4SCN,additive,12,Additive,unresolved,Tetrabutylammonium thiocyanate,2052-46-2,formula_or_abbreviation_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=2052-46-2,,yes
NFO,NFO,ligand,115,Ligand,unresolved,NFO,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
(NHP-DalPhos)NiCl(o-tol),(NHP-DalPhos)NiCl(o-tol),catalyst,8,Catalyst,unresolved,(NHP-DalPhos)NiCl(o-tolyl),2225857-68-9,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_2225857-68-9.htm,,yes
Ni(COD)(DQ),Ni(COD)(DQ),catalyst,24,Catalyst,unresolved,Nickel(COD)(DQ) complex,40759-64-6,commercial_product_match,medium,supplier/registry name match,https://www.chemicalbook.com/CASEN_40759-64-6.htm,,yes
NiCl2-glyme,NiCl2-glyme,catalyst,32,Catalyst,unresolved,Nickel(II) chloride ethylene glycol dimethyl ether complex,29046-78-4,commercial_product_match,high,supplier/registry name match,https://www.chemicalbook.com/CASEN_29046-78-4.htm,,yes
NiI2,NiI2,catalyst,24,Catalyst,unresolved,Nickel(II) iodide,13462-90-3,formula_or_abbreviation_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=13462-90-3,,yes
nPrOAc,nPrOAc,solvent,6,Secondary Solvent,unresolved,n-Propyl acetate,109-60-4,likely_abbreviation,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=109-60-4,,yes
oxalyl chloride,oxalyl chloride,coupling_reagent,12,Coupling Reagent,unresolved,Oxalyl chloride,79-37-8,exact_name_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=79-37-8,,yes
P(Cy)3 Pd(crotyl)Cl,P(Cy)3 Pd(crotyl)Cl,catalyst,384,Catalyst,unresolved,Tricyclohexylphosphine palladium crotyl chloride precatalyst,307494-95-7,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_307494-95-7.htm,,yes
P(Cy3) Pd G2,P(Cy3) Pd G2,catalyst,12,Catalyst,unresolved,PCy3 Pd G2,1353658-81-7,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1353658-81-7.htm,,yes
P(Cy3) Pd G3,P(Cy3) Pd G3,catalyst,57,Catalyst,unresolved,PCy3 Pd G3,1445086-12-3,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1445086-12-3.htm,,yes
P(oTol)3 Pd(crotyl)Cl,P(oTol)3 Pd(crotyl)Cl,catalyst,138,Catalyst,unresolved,P(o-tolyl)3 palladium crotyl chloride precatalyst,1385042-42-1,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1385042-42-1.htm,,yes
P(tBu)2Ph)2PdCl2,P(tBu)2Ph)2PdCl2,catalyst,174,Catalyst,unresolved,Bis(di-tert-butylphenylphosphine)palladium(II) dichloride,34409-44-4,normalized_typographic_match,high,supplier/registry name match,https://www.chemicalbook.com/CASEN_34409-44-4.htm,Added the missing opening parenthesis implied by the formula-style name.,yes
P(tBu)3 Pd(crotyl)Cl,P(tBu)3 Pd(crotyl)Cl,catalyst,1724,Catalyst,unresolved,Tri-tert-butylphosphine palladium crotyl chloride precatalyst,1334497-00-5,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1334497-00-5.htm,,yes
P(tBu)3 Pd G2,P(tBu)3 Pd G2,catalyst,204,Catalyst,unresolved,P(tBu)3 Pd G2,1375325-71-5,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1375325-71-5.htm,,yes
P(tBu)3 Pd G6,P(tBu)3 Pd G6,catalyst,224,Catalyst,unresolved,P(tBu)3 Pd G6 bromide,1071965-73-5,commercial_product_match,medium,supplier catalog match,https://www.chemicalbook.com/CASEN_1071965-73-5.htm,Interpreted as the commonly cataloged G6 bromide form; counterion is not explicit in the input.,yes
P(tBu)(Cy)2,P(tBu)(Cy)2,ligand,219,Ligand,unresolved,P(tBu)(Cy)2,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
P(tBu)(Cy)2)2PdCl2,P(tBu)(Cy)2)2PdCl2,catalyst,219,Catalyst,unresolved,"Bis(cyclohexyl-di-tert-butylphosphine?) palladium dichloride, normalized from shorthand",104889-13-6,possible_formula_match,medium,supplier/registry candidate,https://www.chemicalbook.com/CASEN_104889-13-6.htm,Shorthand parentheses are malformed. Confirm the exact phosphine substitution pattern against the source catalog.,yes
P1-tBu,P1-tBu,base,16,Base,unresolved,Phosphazene base P1-t-Bu,81675-81-2,common_abbreviation_match,high,supplier catalog match,https://www.sigmaaldrich.com/VN/en/product/aldrich/79408,,yes
P2Et,P2Et,base,20,Base,unresolved,Phosphazene base P2-Et,165535-45-5,common_abbreviation_match,high,supplier catalog match,https://www.sigmaaldrich.com/US/en/product/aldrich/79417,,yes
P4S10,P4S10,additive,42,Additive,unresolved,Phosphorus pentasulfide,1314-80-3,formula_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=1314-80-3,,yes
PBu3,PBu3,ligand,16,Ligand,unresolved,Tri-n-butylphosphine,998-40-3,likely_abbreviation,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=998-40-3,,yes
[Pd(allyl)(Ad-BippyPhos)]OTf,[Pd(allyl)(Ad-BippyPhos)]OTf,catalyst,36,Catalyst,unresolved,[Pd(allyl)(Ad-BippyPhos)]OTf,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
[Pd(allyl)(Ad-BrettPhos)]OTf,[Pd(allyl)(Ad-BrettPhos)]OTf,catalyst,8,Catalyst,unresolved,[Pd(allyl)(Ad-BrettPhos)]OTf,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
[Pd(allyl)(AlPhos)]OTf,[Pd(allyl)(AlPhos)]OTf,catalyst,42,Catalyst,unresolved,[Pd(allyl)(AlPhos)] triflate,3055551-75-9,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_3055551-75-9.htm,,yes
[Pd(allyl)(cataCXiumPCy)]OTf,[Pd(allyl)(cataCXiumPCy)]OTf,catalyst,18,Catalyst,unresolved,[Pd(allyl)(cataCXiumPCy)]OTf,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
[Pd(allyl)(cataCXiumPOMeCy)]OTf,[Pd(allyl)(cataCXiumPOMeCy)]OTf,catalyst,17,Catalyst,unresolved,[Pd(allyl)(cataCXiumPOMeCy)]OTf,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
Pd(allyl)Cl)2,Pd(allyl)Cl)2,catalyst,24,Catalyst,unresolved,Allylpalladium(II) chloride dimer,12012-95-2,normalized_typographic_match,high,supplier/registry name match,https://www.sigmaaldrich.com/KY/en/product/aldrich/683396,Normalized malformed parentheses to [Pd(allyl)Cl]2.,yes
[Pd(allyl)(CPhos-Hybrid)]OTf,[Pd(allyl)(CPhos-Hybrid)]OTf,catalyst,17,Catalyst,unresolved,[Pd(allyl)(CPhos-Hybrid)]OTf,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
[Pd(allyl)(JohnPhos)]OTf,[Pd(allyl)(JohnPhos)]OTf,catalyst,52,Catalyst,unresolved,[Pd(allyl)(JohnPhos)] triflate,1846556-43-1,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1846556-43-1.htm,,yes
[Pd(allyl)(Me4-tBu-XPhos)]OTf,[Pd(allyl)(Me4-tBu-XPhos)]OTf,catalyst,341,Catalyst,unresolved,[Pd(allyl)(Me4-tBuXPhos)] triflate,1798782-29-2,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1798782-29-2.htm,,yes
[Pd(allyl)(Ph-DavePhos)]OTf,[Pd(allyl)(Ph-DavePhos)]OTf,catalyst,21,Catalyst,unresolved,[Pd(allyl)(Ph-DavePhos)]OTf,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
[Pd(allyl)(Ph-SPhos)]OTf,[Pd(allyl)(Ph-SPhos)]OTf,catalyst,17,Catalyst,unresolved,[Pd(allyl)(Ph-SPhos)]OTf,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
[Pd(allyl)(RockPhos)]OTf,[Pd(allyl)(RockPhos)]OTf,catalyst,177,Catalyst,unresolved,[Pd(allyl)(RockPhos)] triflate,1798782-31-6,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1798782-31-6.htm,,yes
[Pd(allyl)(XPhos)]OTf,[Pd(allyl)(XPhos)]OTf,catalyst,8,Catalyst,unresolved,[Pd(allyl)(XPhos)] triflate,1846557-43-4,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1846557-43-4.htm,,yes
Pd/C,Pd/C,catalyst,160,Catalyst,unresolved,Palladium on carbon,7440-05-3,component_or_parent_only,medium,CAS for elemental palladium component,https://commonchemistry.cas.org/detail?cas_rn=7440-05-3,"Pd/C is a supported catalyst formulation with variable Pd loading and carbon support; 7440-05-3 is the CAS for the palladium component, not a unique formulation CAS.",yes
Pd(Cinnamyl)Cl)2,Pd(Cinnamyl)Cl)2,catalyst,33,Catalyst,unresolved,Palladium(II) cinnamyl chloride dimer,12131-44-1,normalized_typographic_match,high,supplier/registry name match,https://www.chemicalbook.com/CASEN_12131-44-1.htm,,yes
[Pd(OTf)2(DPPP)],[Pd(OTf)2(DPPP)],catalyst,14,Catalyst,unresolved,[Pd(OTf)2(DPPP)],,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
Pd(OTFA)2,Pd(OTFA)2,catalyst,14,Catalyst,unresolved,Palladium(II) trifluoroacetate,42196-31-6,formula_or_abbreviation_match,high,supplier/registry name match,https://www.chemicalbook.com/CASEN_42196-31-6.htm,,yes
Pd-PEPPSI-IHept Cl 3-chloropyridine,Pd-PEPPSI-IHept Cl 3-chloropyridine,catalyst,326,Catalyst,unresolved,"Pd-PEPPSI-IHept chloride, 3-chloropyridine complex",1814936-54-3,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1814936-54-3.htm,,yes
Pd-PEPPSI-IPent Cl 3-chloropyridine,Pd-PEPPSI-IPent Cl 3-chloropyridine,catalyst,432,Catalyst,unresolved,"Pd-PEPPSI-IPent chloride, 3-chloropyridine complex",1158652-41-5,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1158652-41-5.htm,,yes
Pd-PEPPSI-IPent Cl o-picoline,Pd-PEPPSI-IPent Cl o-picoline,catalyst,803,Catalyst,unresolved,Pd-PEPPSI-IPent Cl o-picoline,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
PEP-K,PEP-K,coupling_reagent,120,Coupling Reagent,unresolved,PEP-K,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
PEPPSI-IPENT,PEPPSI-IPENT,catalyst,426,Catalyst,unresolved,"Pd-PEPPSI-IPent chloride, 3-chloropyridine complex",1158652-41-5,commercial_product_match,medium,supplier catalog match,https://www.chemicalbook.com/CASEN_1158652-41-5.htm,Interpreted as the standard 3-chloropyridine PEPPSI-IPent product; the input omits the pyridine ligand specification.,yes
PEPPSI SIPr,PEPPSI SIPr,catalyst,8,Catalyst,unresolved,PEPPSI-SIPr,927706-57-8,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_927706-57-8.htm,,yes
Ph-SPhos,Ph-SPhos,ligand,17,Ligand,unresolved,Ph-SPhos,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
Ph3P AuCl,Ph3P AuCl,catalyst,40,Catalyst,unresolved,Chloro(triphenylphosphine)gold(I),14243-64-2,formula_or_abbreviation_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=14243-64-2,,yes
Piperidinyl-amino-pincer,Piperidinyl-amino-pincer,ligand,85,Ligand,unresolved,Piperidinyl-amino-pincer,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
Piperidinyl-amino-pincer PdCl,Piperidinyl-amino-pincer PdCl,catalyst,85,Catalyst,unresolved,Piperidinyl-amino-pincer PdCl,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
PMBCl,PMBCl,additive,24,Additive,unresolved,4-Methoxybenzyl chloride,824-94-2,likely_abbreviation,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=824-94-2,,yes
PPBO,PPBO,ligand,58,Ligand,unresolved,PPBO ligand,1909333-78-3,commercial_product_match,medium,supplier catalog match,https://www.chemicalbook.com/CASEN_1909333-78-3.htm,,yes
PPh2-Andole-Phos,PPh2-Andole-Phos,ligand,60,Ligand,unresolved,PPh2-Andole-Phos ligand,1242759-01-8,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1242759-01-8.htm,,yes
PPh3)2PdCl2,PPh3)2PdCl2,catalyst,851,Catalyst,unresolved,Bis(triphenylphosphine)palladium(II) dichloride,13965-03-2,normalized_typographic_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=13965-03-2,Normalized malformed parentheses to PdCl2(PPh3)2.,yes
PrOH,PrOH,solvent,218,Secondary Solvent | Solvent,unresolved,1-Propanol,71-23-8,likely_abbreviation,medium,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=71-23-8,“PrOH” was interpreted as n-propanol; isopropanol would be CAS 67-63-0.,yes
PS-750-M,PS-750-M,solvent,28,Secondary Solvent | Solvent,unresolved,PS-750-M surfactant medium,,no_unique_cas,low,commercial formulation or supplier CAS unavailable,https://www.sigmaaldrich.com/US/en/search/PS-750-M?focus=products&page=1&perpage=30&sort=relevance&term=PS-750-M&type=product_name,Proprietary/formulated surfactant medium; no unique single CAS assigned.,not_applicable
py.HF,py.HF,additive,16,Additive,unresolved,Pyridine–hydrogen fluoride complex,62778-11-4; 32001-55-1,ambiguous_multiple_candidates,medium,supplier-specific registry entries,https://www.thermofisher.com/order/catalog/product/L17117.22; https://www.chemicalbook.com/ChemicalProductProperty_EN_CB2271787.htm,Pyridine–HF materials are sold at different HF:pyridine ratios and appear under more than one CAS registration. Verify concentration/composition.,yes
PyCIU,PyCIU,coupling_reagent,32,Coupling Reagent,unresolved,PyCIU coupling reagent,135540-11-3,commercial_product_match,high,supplier/registry name match,https://www.chemicalbook.com/CASEN_135540-11-3.htm,,yes
QPhos Pd(crotyl)Cl,QPhos Pd(crotyl)Cl,catalyst,1344,Catalyst,unresolved,QPhos palladium crotyl chloride precatalyst,1252598-33-6,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_1252598-33-6.htm,,yes
QPhosPd G6 Br,QPhosPd G6 Br,catalyst,38,Catalyst,unresolved,QPhosPd G6 Br,,unresolved,low,insufficiently specific name or no reliable registry match found,,"No defensible CAS assignment was made from the supplied shorthand alone. Confirm structure, supplier catalog number, counterion, solvate, and/or stereochemistry.",not_applicable
(R)-Binap,(R)-Binap,ligand,31,Ligand,unresolved,(R)-BINAP,76189-55-4,exact_stereochemical_match,high,CAS Common Chemistry / established registry identity,https://commonchemistry.cas.org/detail?cas_rn=76189-55-4,,yes
(R)-BINAP Pd(allyl)Cl,(R)-BINAP Pd(allyl)Cl,catalyst,533,Catalyst,unresolved,(R)-BINAP palladium allyl chloride complex,879689-47-1,commercial_product_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_879689-47-1.htm,,yes
(R)-DTBM-segphos,(R)-DTBM-segphos,ligand,4,Ligand,unresolved,(R)-DTBM-SEGPHOS,566940-03-2,exact_stereochemical_match,high,supplier catalog match,https://www.tcichemicals.com/US/en/p/D4501,,yes
(R)-MeOBiPHEP,(R)-MeOBiPHEP,ligand,4,Ligand,unresolved,(R)-MeO-BIPHEP,133545-16-1,exact_stereochemical_match,high,supplier catalog match,https://www.tcichemicals.com/MX/en/p/M3596,,yes
(R)-Tol-BINAP,(R)-Tol-BINAP,ligand,4,Ligand,unresolved,(R)-Tol-BINAP,99646-28-3,exact_stereochemical_match,high,supplier catalog match,https://www.chemicalbook.com/CASEN_99646-28-3.htm,,yes
