reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-012-CAS-23894548,31-012-CAS-23894548,Reaction_20251105_2034.rdf,Thioether formation,7,,,CCCCCCCCCCCCS.COc1ccc(C(C)O)cc1,COc1ccc(C(C)OC(C)c2ccc(OC)cc2)cc1.CCCCCCCCCCCCSC(C)c1ccc(OC)cc1,CCCCCCCCCCCCS.COc1ccc(C(C)O)cc1>>COc1ccc(C(C)OC(C)c2ccc(OC)cc2)cc1.CCCCCCCCCCCCSC(C)c1ccc(OC)cc1,Direct Nucleophilic Substitution of Alcohols Using an Immobilized Oxovanadium Catalyst,"Nishio, Tomoya; Yoshioka, Shin; Hasegawa, Kai; Yahata, Kenzo; Kanomata, Kyohei; Akai, Shuji","European Journal of Organic Chemistry (2021), 2021(31), 4417-4422","Direct Nucleophilic Substitution of Alcohols Using an Immobilized Oxovanadium Catalyst | Nishio, Tomoya; Yoshioka, Shin; Hasegawa, Kai; Yahata, Kenzo; Kanomata, Kyohei; Akai, Shuji | European Journal of Organic Chemistry (2021), 2021(31), 4417-4422","112-55-0, 3319-15-1","88288-58-8, 2674142-85-7",,18822-50-9,75-09-2,,,,silica supported,,,1,1,7,91,,,,,,"{""1"": 7, ""2"": 91}","[{""index"": 1, ""cas_rn"": ""112-55-0"", ""smiles"": ""CCCCCCCCCCCCS""}, {""index"": 2, ""cas_rn"": ""3319-15-1"", ""smiles"": ""COc1ccc(C(C)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""88288-58-8"", ""yield_pct"": ""7"", ""smiles"": ""COc1ccc(C(C)OC(C)c2ccc(OC)cc2)cc1""}, {""index"": 2, ""cas_rn"": ""2674142-85-7"", ""yield_pct"": ""91"", ""smiles"": ""CCCCCCCCCCCCSC(C)c1ccc(OC)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""18822-50-9"", ""amd"": ""silica supported""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}]","chemoselective, solid-supported catalyst, products depend on reaction conditions, alternative preparation shown, silica support used, catalyst prepared and used, recyclable catalyst used, reusable catalyst used",
31-026-CAS-23893970,31-026-CAS-23893970,Reaction_20251105_2033.rdf,Thioether formation,99,,,CCCCCCCCCCCCS.COc1ccc(C(C)O)cc1,CCCCCCCCCCCCSC(C)c1ccc(OC)cc1,CCCCCCCCCCCCS.COc1ccc(C(C)O)cc1>>CCCCCCCCCCCCSC(C)c1ccc(OC)cc1,Direct Nucleophilic Substitution of Alcohols Using an Immobilized Oxovanadium Catalyst,"Nishio, Tomoya; Yoshioka, Shin; Hasegawa, Kai; Yahata, Kenzo; Kanomata, Kyohei; Akai, Shuji","European Journal of Organic Chemistry (2021), 2021(31), 4417-4422","Direct Nucleophilic Substitution of Alcohols Using an Immobilized Oxovanadium Catalyst | Nishio, Tomoya; Yoshioka, Shin; Hasegawa, Kai; Yahata, Kenzo; Kanomata, Kyohei; Akai, Shuji | European Journal of Organic Chemistry (2021), 2021(31), 4417-4422","112-55-0, 3319-15-1",2674142-85-7,,18822-50-9,75-09-2,,,,silica supported,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""112-55-0"", ""smiles"": ""CCCCCCCCCCCCS""}, {""index"": 2, ""cas_rn"": ""3319-15-1"", ""smiles"": ""COc1ccc(C(C)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""2674142-85-7"", ""yield_pct"": ""99"", ""smiles"": ""CCCCCCCCCCCCSC(C)c1ccc(OC)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""18822-50-9"", ""amd"": ""silica supported""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}]","chemoselective, solid-supported catalyst, optimization study, optimized on catalyst, solvent, time and stoichiometry of reactant, alternative preparation shown, catalyst prepared and used, recyclable catalyst used, reusable catalyst used, silica support used",
31-026-CAS-23895155,31-026-CAS-23895155,Reaction_20251105_2033 (2).rdf,Thioether formation,85,,,CCCCCCCCCCCCS.CC(O)/C=C/c1ccccc1,CCCCCCCCCCCCSC(C)/C=C/c1ccccc1,CCCCCCCCCCCCS.CC(O)/C=C/c1ccccc1>>CCCCCCCCCCCCSC(C)/C=C/c1ccccc1,Direct Nucleophilic Substitution of Alcohols Using an Immobilized Oxovanadium Catalyst,"Nishio, Tomoya; Yoshioka, Shin; Hasegawa, Kai; Yahata, Kenzo; Kanomata, Kyohei; Akai, Shuji","European Journal of Organic Chemistry (2021), 2021(31), 4417-4422","Direct Nucleophilic Substitution of Alcohols Using an Immobilized Oxovanadium Catalyst | Nishio, Tomoya; Yoshioka, Shin; Hasegawa, Kai; Yahata, Kenzo; Kanomata, Kyohei; Akai, Shuji | European Journal of Organic Chemistry (2021), 2021(31), 4417-4422","112-55-0, 36004-04-3",2674143-01-0,,18822-50-9,75-09-2,,,,silica supported,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""112-55-0"", ""smiles"": ""CCCCCCCCCCCCS""}, {""index"": 2, ""cas_rn"": ""36004-04-3"", ""smiles"": ""CC(O)/C=C/c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2674143-01-0"", ""yield_pct"": ""85"", ""smiles"": ""CCCCCCCCCCCCSC(C)/C=C/c1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""18822-50-9"", ""amd"": ""silica supported""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}]","chemoselective, solid-supported catalyst, silica support used, catalyst prepared and used, recyclable catalyst used, reusable catalyst used",
31-026-CAS-23895691,31-026-CAS-23895691,Reaction_20251105_2033 (1).rdf,Thioether formation,88,,,O=C(O)CCS.COc1ccc(C(C)O)cc1,COc1ccc(C(C)SCCC(=O)O)cc1,O=C(O)CCS.COc1ccc(C(C)O)cc1>>COc1ccc(C(C)SCCC(=O)O)cc1,Direct Nucleophilic Substitution of Alcohols Using an Immobilized Oxovanadium Catalyst,"Nishio, Tomoya; Yoshioka, Shin; Hasegawa, Kai; Yahata, Kenzo; Kanomata, Kyohei; Akai, Shuji","European Journal of Organic Chemistry (2021), 2021(31), 4417-4422","Direct Nucleophilic Substitution of Alcohols Using an Immobilized Oxovanadium Catalyst | Nishio, Tomoya; Yoshioka, Shin; Hasegawa, Kai; Yahata, Kenzo; Kanomata, Kyohei; Akai, Shuji | European Journal of Organic Chemistry (2021), 2021(31), 4417-4422","107-96-0, 3319-15-1",2674143-07-6,,18822-50-9,75-09-2,,,,silica supported,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""107-96-0"", ""smiles"": ""O=C(O)CCS""}, {""index"": 2, ""cas_rn"": ""3319-15-1"", ""smiles"": ""COc1ccc(C(C)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""2674143-07-6"", ""yield_pct"": ""88"", ""smiles"": ""COc1ccc(C(C)SCCC(=O)O)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""18822-50-9"", ""amd"": ""silica supported""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}]","chemoselective, solid-supported catalyst, silica support used, catalyst prepared and used, recyclable catalyst used, reusable catalyst used",
31-026-CAS-23895867,31-026-CAS-23895867,Reaction_20251105_2033 (2).rdf,Thioether formation,79,,,CCCCCCCCCCCCS.OC(c1ccccc1)C1CC1,CCCCCCCCCCCCSC(c1ccccc1)C1CC1,CCCCCCCCCCCCS.OC(c1ccccc1)C1CC1>>CCCCCCCCCCCCSC(c1ccccc1)C1CC1,Direct Nucleophilic Substitution of Alcohols Using an Immobilized Oxovanadium Catalyst,"Nishio, Tomoya; Yoshioka, Shin; Hasegawa, Kai; Yahata, Kenzo; Kanomata, Kyohei; Akai, Shuji","European Journal of Organic Chemistry (2021), 2021(31), 4417-4422","Direct Nucleophilic Substitution of Alcohols Using an Immobilized Oxovanadium Catalyst | Nishio, Tomoya; Yoshioka, Shin; Hasegawa, Kai; Yahata, Kenzo; Kanomata, Kyohei; Akai, Shuji | European Journal of Organic Chemistry (2021), 2021(31), 4417-4422","112-55-0, 1007-03-0",2674142-95-9,,18822-50-9,75-09-2,,,,silica supported,,,1,1,79,,,,,,,"{""1"": 79}","[{""index"": 1, ""cas_rn"": ""112-55-0"", ""smiles"": ""CCCCCCCCCCCCS""}, {""index"": 2, ""cas_rn"": ""1007-03-0"", ""smiles"": ""OC(c1ccccc1)C1CC1""}]","[{""index"": 1, ""cas_rn"": ""2674142-95-9"", ""yield_pct"": ""79"", ""smiles"": ""CCCCCCCCCCCCSC(c1ccccc1)C1CC1""}]",[],"[{""index"": 1, ""cas_rn"": ""18822-50-9"", ""amd"": ""silica supported""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}]","chemoselective, solid-supported catalyst, silica support used, catalyst prepared and used, recyclable catalyst used, reusable catalyst used",
31-026-CAS-23895910,31-026-CAS-23895910,Reaction_20251105_2033 (1).rdf,Thioether formation,88,,,CC(C)(C)c1ccc(S)cc1.COc1ccc(C(C)O)cc1,COc1ccc(C(C)Sc2ccc(C(C)(C)C)cc2)cc1,CC(C)(C)c1ccc(S)cc1.COc1ccc(C(C)O)cc1>>COc1ccc(C(C)Sc2ccc(C(C)(C)C)cc2)cc1,Direct Nucleophilic Substitution of Alcohols Using an Immobilized Oxovanadium Catalyst,"Nishio, Tomoya; Yoshioka, Shin; Hasegawa, Kai; Yahata, Kenzo; Kanomata, Kyohei; Akai, Shuji","European Journal of Organic Chemistry (2021), 2021(31), 4417-4422","Direct Nucleophilic Substitution of Alcohols Using an Immobilized Oxovanadium Catalyst | Nishio, Tomoya; Yoshioka, Shin; Hasegawa, Kai; Yahata, Kenzo; Kanomata, Kyohei; Akai, Shuji | European Journal of Organic Chemistry (2021), 2021(31), 4417-4422","2396-68-1, 3319-15-1",2674143-05-4,,18822-50-9,75-09-2,,,,silica supported,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""2396-68-1"", ""smiles"": ""CC(C)(C)c1ccc(S)cc1""}, {""index"": 2, ""cas_rn"": ""3319-15-1"", ""smiles"": ""COc1ccc(C(C)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""2674143-05-4"", ""yield_pct"": ""88"", ""smiles"": ""COc1ccc(C(C)Sc2ccc(C(C)(C)C)cc2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""18822-50-9"", ""amd"": ""silica supported""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}]","chemoselective, solid-supported catalyst, silica support used, catalyst prepared and used, recyclable catalyst used, reusable catalyst used",
31-026-CAS-23895958,31-026-CAS-23895958,Reaction_20251105_2033 (2).rdf,Thioether formation,78,,,CCCCCCCCCCCCS.CC(O)c1ccc(F)cc1,CCCCCCCCCCCCSC(C)c1ccc(F)cc1,CCCCCCCCCCCCS.CC(O)c1ccc(F)cc1>>CCCCCCCCCCCCSC(C)c1ccc(F)cc1,Direct Nucleophilic Substitution of Alcohols Using an Immobilized Oxovanadium Catalyst,"Nishio, Tomoya; Yoshioka, Shin; Hasegawa, Kai; Yahata, Kenzo; Kanomata, Kyohei; Akai, Shuji","European Journal of Organic Chemistry (2021), 2021(31), 4417-4422","Direct Nucleophilic Substitution of Alcohols Using an Immobilized Oxovanadium Catalyst | Nishio, Tomoya; Yoshioka, Shin; Hasegawa, Kai; Yahata, Kenzo; Kanomata, Kyohei; Akai, Shuji | European Journal of Organic Chemistry (2021), 2021(31), 4417-4422","112-55-0, 403-41-8",2674142-89-1,,18822-50-9,107-06-2,,,,silica supported,,,1,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""112-55-0"", ""smiles"": ""CCCCCCCCCCCCS""}, {""index"": 2, ""cas_rn"": ""403-41-8"", ""smiles"": ""CC(O)c1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""2674142-89-1"", ""yield_pct"": ""78"", ""smiles"": ""CCCCCCCCCCCCSC(C)c1ccc(F)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""18822-50-9"", ""amd"": ""silica supported""}]","[{""index"": 1, ""cas_rn"": ""107-06-2""}]","chemoselective, solid-supported catalyst, silica support used, catalyst prepared and used, recyclable catalyst used, reusable catalyst used",
31-026-CAS-23897469,31-026-CAS-23897469,Reaction_20251105_2034.rdf,Thioether formation,72,,,BrC1CCCCC1.COc1ccc(S)cc1,COc1ccc(SC2CCCCC2)cc1,BrC1CCCCC1.COc1ccc(S)cc1>>COc1ccc(SC2CCCCC2)cc1,"Thioether Ligand-Enabled Cationic Palladium(II)-Catalyzed Electrophilic C-H Arylation of α,β-Unsaturated Oxime Ethers","Yamada, Takahiro; Hashimoto, Yoshimitsu; Tanaka, Kosaku III; Morita, Nobuyoshi; Tamura, Osamu","Journal of Organic Chemistry (2020), 85(19), 12315-12328","Thioether Ligand-Enabled Cationic Palladium(II)-Catalyzed Electrophilic C-H Arylation of α,β-Unsaturated Oxime Ethers | Yamada, Takahiro; Hashimoto, Yoshimitsu; Tanaka, Kosaku III; Morita, Nobuyoshi; Tamura, Osamu | Journal of Organic Chemistry (2020), 85(19), 12315-12328","108-85-0, 696-63-9",59693-94-6,"584-08-7, 7732-18-5",,68-12-2,,,,,,,2,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""108-85-0"", ""smiles"": ""BrC1CCCCC1""}, {""index"": 2, ""cas_rn"": ""696-63-9"", ""smiles"": ""COc1ccc(S)cc1""}]","[{""index"": 1, ""cas_rn"": ""59693-94-6"", ""yield_pct"": ""72"", ""smiles"": ""COc1ccc(SC2CCCCC2)cc1""}]","[{""index"": 1, ""cas_rn"": ""584-08-7""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",[],"[{""index"": 1, ""cas_rn"": ""68-12-2""}]",,
31-026-CAS-23898385,31-026-CAS-23898385,Reaction_20251105_2033.rdf,Thioether formation,98,,,CCI.CC(C)(C)c1ccc(S)cc1,CCSc1ccc(C(C)(C)C)cc1,CCI.CC(C)(C)c1ccc(S)cc1>>CCSc1ccc(C(C)(C)C)cc1,"Thioether Ligand-Enabled Cationic Palladium(II)-Catalyzed Electrophilic C-H Arylation of α,β-Unsaturated Oxime Ethers","Yamada, Takahiro; Hashimoto, Yoshimitsu; Tanaka, Kosaku III; Morita, Nobuyoshi; Tamura, Osamu","Journal of Organic Chemistry (2020), 85(19), 12315-12328","Thioether Ligand-Enabled Cationic Palladium(II)-Catalyzed Electrophilic C-H Arylation of α,β-Unsaturated Oxime Ethers | Yamada, Takahiro; Hashimoto, Yoshimitsu; Tanaka, Kosaku III; Morita, Nobuyoshi; Tamura, Osamu | Journal of Organic Chemistry (2020), 85(19), 12315-12328","75-03-6, 2396-68-1",30506-33-3,"1310-58-3, 7732-18-5",,67-56-1,,,,,,,2,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""75-03-6"", ""smiles"": ""CCI""}, {""index"": 2, ""cas_rn"": ""2396-68-1"", ""smiles"": ""CC(C)(C)c1ccc(S)cc1""}]","[{""index"": 1, ""cas_rn"": ""30506-33-3"", ""yield_pct"": ""98"", ""smiles"": ""CCSc1ccc(C(C)(C)C)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]",,
31-026-CAS-23901383,31-026-CAS-23901383,Reaction_20251105_2033 (1).rdf,Thioether formation,88,,,BrC1CCCCC1.FC(F)(F)c1ccc(S)cc1,FC(F)(F)c1ccc(SC2CCCCC2)cc1,BrC1CCCCC1.FC(F)(F)c1ccc(S)cc1>>FC(F)(F)c1ccc(SC2CCCCC2)cc1,"Thioether Ligand-Enabled Cationic Palladium(II)-Catalyzed Electrophilic C-H Arylation of α,β-Unsaturated Oxime Ethers","Yamada, Takahiro; Hashimoto, Yoshimitsu; Tanaka, Kosaku III; Morita, Nobuyoshi; Tamura, Osamu","Journal of Organic Chemistry (2020), 85(19), 12315-12328","Thioether Ligand-Enabled Cationic Palladium(II)-Catalyzed Electrophilic C-H Arylation of α,β-Unsaturated Oxime Ethers | Yamada, Takahiro; Hashimoto, Yoshimitsu; Tanaka, Kosaku III; Morita, Nobuyoshi; Tamura, Osamu | Journal of Organic Chemistry (2020), 85(19), 12315-12328","108-85-0, 825-83-2",1616955-98-6,"584-08-7, 7732-18-5",,68-12-2,,,,,,,2,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""108-85-0"", ""smiles"": ""BrC1CCCCC1""}, {""index"": 2, ""cas_rn"": ""825-83-2"", ""smiles"": ""FC(F)(F)c1ccc(S)cc1""}]","[{""index"": 1, ""cas_rn"": ""1616955-98-6"", ""yield_pct"": ""88"", ""smiles"": ""FC(F)(F)c1ccc(SC2CCCCC2)cc1""}]","[{""index"": 1, ""cas_rn"": ""584-08-7""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",[],"[{""index"": 1, ""cas_rn"": ""68-12-2""}]",,
31-026-CAS-23901817,31-026-CAS-23901817,Reaction_20251105_2033.rdf,Thioether formation,100,,,CCCCI.CC(C)(C)c1ccc(S)cc1,CCCCSc1ccc(C(C)(C)C)cc1,CCCCI.CC(C)(C)c1ccc(S)cc1>>CCCCSc1ccc(C(C)(C)C)cc1,"Thioether Ligand-Enabled Cationic Palladium(II)-Catalyzed Electrophilic C-H Arylation of α,β-Unsaturated Oxime Ethers","Yamada, Takahiro; Hashimoto, Yoshimitsu; Tanaka, Kosaku III; Morita, Nobuyoshi; Tamura, Osamu","Journal of Organic Chemistry (2020), 85(19), 12315-12328","Thioether Ligand-Enabled Cationic Palladium(II)-Catalyzed Electrophilic C-H Arylation of α,β-Unsaturated Oxime Ethers | Yamada, Takahiro; Hashimoto, Yoshimitsu; Tanaka, Kosaku III; Morita, Nobuyoshi; Tamura, Osamu | Journal of Organic Chemistry (2020), 85(19), 12315-12328","542-69-8, 2396-68-1",30506-37-7,"1310-58-3, 7732-18-5",,67-56-1,,,,,,,2,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""542-69-8"", ""smiles"": ""CCCCI""}, {""index"": 2, ""cas_rn"": ""2396-68-1"", ""smiles"": ""CC(C)(C)c1ccc(S)cc1""}]","[{""index"": 1, ""cas_rn"": ""30506-37-7"", ""yield_pct"": ""100"", ""smiles"": ""CCCCSc1ccc(C(C)(C)C)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]",,
31-026-CAS-23901829,31-026-CAS-23901829,Reaction_20251105_2033 (1).rdf,Thioether formation,91,,,Sc1ccc(Cl)cc1.BrC1CCCCC1,Clc1ccc(SC2CCCCC2)cc1,Sc1ccc(Cl)cc1.BrC1CCCCC1>>Clc1ccc(SC2CCCCC2)cc1,"Thioether Ligand-Enabled Cationic Palladium(II)-Catalyzed Electrophilic C-H Arylation of α,β-Unsaturated Oxime Ethers","Yamada, Takahiro; Hashimoto, Yoshimitsu; Tanaka, Kosaku III; Morita, Nobuyoshi; Tamura, Osamu","Journal of Organic Chemistry (2020), 85(19), 12315-12328","Thioether Ligand-Enabled Cationic Palladium(II)-Catalyzed Electrophilic C-H Arylation of α,β-Unsaturated Oxime Ethers | Yamada, Takahiro; Hashimoto, Yoshimitsu; Tanaka, Kosaku III; Morita, Nobuyoshi; Tamura, Osamu | Journal of Organic Chemistry (2020), 85(19), 12315-12328","106-54-7, 108-85-0",59693-95-7,"584-08-7, 7732-18-5",,68-12-2,,,,,,,2,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""106-54-7"", ""smiles"": ""Sc1ccc(Cl)cc1""}, {""index"": 2, ""cas_rn"": ""108-85-0"", ""smiles"": ""BrC1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""59693-95-7"", ""yield_pct"": ""91"", ""smiles"": ""Clc1ccc(SC2CCCCC2)cc1""}]","[{""index"": 1, ""cas_rn"": ""584-08-7""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",[],"[{""index"": 1, ""cas_rn"": ""68-12-2""}]",,
31-026-CAS-2685183,31-026-CAS-2685183,Reaction_20251105_2033 (2).rdf,Thioether formation,82,,,BrCc1ccccc1.Brc1ccc2[nH]ccc2c1,c1ccc(CSc2ccc3[nH]ccc3c2)cc1,BrCc1ccccc1.Brc1ccc2[nH]ccc2c1>>c1ccc(CSc2ccc3[nH]ccc3c2)cc1,"Novel heterogeneous catalyst systems based on Pd(0) nanoparticles onto amine functionalized silica-cellulose substrates [Pd(0)-EDA/SCs]: Synthesis, characterization and catalytic activity toward C-C and C-S coupling reactions in water under limiting basic conditions","Bhardwaj, Madhvi; Sahi, Seema; Mahajan, Hitesh; Paul, Satya; Clark, James. H.","Journal of Molecular Catalysis A: Chemical (2015), 40848-59","Novel heterogeneous catalyst systems based on Pd(0) nanoparticles onto amine functionalized silica-cellulose substrates [Pd(0)-EDA/SCs]: Synthesis, characterization and catalytic activity toward C-C and C-S coupling reactions in water under limiting basic conditions | Bhardwaj, Madhvi; Sahi, Seema; Mahajan, Hitesh; Paul, Satya; Clark, James. H. | Journal of Molecular Catalysis A: Chemical (2015), 40848-59","100-39-0, 10075-50-0",92554-49-9,"62-56-6, 584-08-7",7440-05-3,7732-18-5,,,,palladium-silica-cellulose composite,,,1,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""100-39-0"", ""smiles"": ""BrCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""10075-50-0"", ""smiles"": ""Brc1ccc2[nH]ccc2c1""}]","[{""index"": 1, ""cas_rn"": ""92554-49-9"", ""yield_pct"": ""82"", ""smiles"": ""c1ccc(CSc2ccc3[nH]ccc3c2)cc1""}]","[{""index"": 1, ""cas_rn"": ""62-56-6""}, {""index"": 2, ""cas_rn"": ""584-08-7""}]","[{""index"": 1, ""cas_rn"": ""7440-05-3"", ""amd"": ""palladium-silica-cellulose composite""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","green chemistry, green chemistry-solvent, solid-supported catalyst, catalyst prepared and used, recyclable catalyst, silica supported",
31-026-CAS-27997061,31-026-CAS-27997061,Reaction_20251105_2034.rdf,Thioether formation,74,,,Sc1ccccc1.BrCCCBr,c1ccc(SCCCSc2ccccc2)cc1,Sc1ccccc1.BrCCCBr>>c1ccc(SCCCSc2ccccc2)cc1,"Synthesis and characterization of dithioethers, and their RuII and RuIII complexes","Cheu, Elizabeth L. S.; Yapp, Donald T. T.; Patrick, Brian O.; James, Brian R.","Inorganica Chimica Acta (2019), 49449-54","Synthesis and characterization of dithioethers, and their RuII and RuIII complexes | Cheu, Elizabeth L. S.; Yapp, Donald T. T.; Patrick, Brian O.; James, Brian R. | Inorganica Chimica Acta (2019), 49449-54","108-98-5, 109-64-8",28118-53-8,1310-73-2,,67-56-1,,,,,,,2,1,74,,,,,,,"{""1"": 74}","[{""index"": 1, ""cas_rn"": ""108-98-5"", ""smiles"": ""Sc1ccccc1""}, {""index"": 2, ""cas_rn"": ""109-64-8"", ""smiles"": ""BrCCCBr""}]","[{""index"": 1, ""cas_rn"": ""28118-53-8"", ""yield_pct"": ""74"", ""smiles"": ""c1ccc(SCCCSc2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-73-2""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]",,
31-026-CAS-2847929,31-026-CAS-2847929,Reaction_20251105_2033 (1).rdf,Thioether formation,86,,,OC(c1ccccc1)c1ccccc1.O=[N+]([O-])c1cccc(S)c1,O=[N+]([O-])c1cccc(SC(c2ccccc2)c2ccccc2)c1,OC(c1ccccc1)c1ccccc1.O=[N+]([O-])c1cccc(S)c1>>O=[N+]([O-])c1cccc(SC(c2ccccc2)c2ccccc2)c1,Direct substitution of benzylic alcohols with electron-deficient benzenethiols via π-benzylpalladium(II) in water,"Hikawa, Hidemasa; Toyomoto, Mariko; Kikkawa, Shoko; Azumaya, Isao","Organic & Biomolecular Chemistry (2015), 13(47), 11459-11465","Direct substitution of benzylic alcohols with electron-deficient benzenethiols via π-benzylpalladium(II) in water | Hikawa, Hidemasa; Toyomoto, Mariko; Kikkawa, Shoko; Azumaya, Isao | Organic & Biomolecular Chemistry (2015), 13(47), 11459-11465","91-01-0, 3814-18-4",1819972-44-5,7782-44-7,"14592-56-4, 63995-75-5",7732-18-5,,,,,,,1,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""91-01-0"", ""smiles"": ""OC(c1ccccc1)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""3814-18-4"", ""smiles"": ""O=[N+]([O-])c1cccc(S)c1""}]","[{""index"": 1, ""cas_rn"": ""1819972-44-5"", ""yield_pct"": ""86"", ""smiles"": ""O=[N+]([O-])c1cccc(SC(c2ccccc2)c2ccccc2)c1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""14592-56-4""}, {""index"": 2, ""cas_rn"": ""63995-75-5""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","green chemistry, thermal, sealed tube used",
31-026-CAS-3029549,31-026-CAS-3029549,Reaction_20251105_2034.rdf,Thioether formation,73,,,O=C(CBr)c1ccccc1.CS.[Na],CSCC(=O)c1ccccc1,O=C(CBr)c1ccccc1.CS.[Na]>>CSCC(=O)c1ccccc1,Direct α-acyloxylation of organic sulfides with the hypervalent (diacyloxyiodo)benzene/tetra-n-butylammonium bromide (TBAB) reagent combination,"Zhu, Dan; Chang, Denghu; Gan, Shaoyan; Shi, Lei","RSC Advances (2016), 6(33), 27983-27987","Direct α-acyloxylation of organic sulfides with the hypervalent (diacyloxyiodo)benzene/tetra-n-butylammonium bromide (TBAB) reagent combination | Zhu, Dan; Chang, Denghu; Gan, Shaoyan; Shi, Lei | RSC Advances (2016), 6(33), 27983-27987","70-11-1, 5188-07-8",5398-93-6,,,67-56-1,,,,,,,1,1,73,,,,,,,"{""1"": 73}","[{""index"": 1, ""cas_rn"": ""70-11-1"", ""smiles"": ""O=C(CBr)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""5188-07-8"", ""smiles"": ""CS.[Na]""}]","[{""index"": 1, ""cas_rn"": ""5398-93-6"", ""yield_pct"": ""73"", ""smiles"": ""CSCC(=O)c1ccccc1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]",,
