reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-207-CAS-10834198,31-207-CAS-10834198,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,,,,Cc1ccc(C)cc1,Cc1ccc(C(=O)O)cc1.Cc1ccc(C=O)cc1.Cc1ccc(CO)cc1.Cc1ccc(Cc2cc(C)ccc2C)cc1.Cc1ccc(COO)cc1.Cc1ccc(COC(=O)c2ccc(C)cc2)cc1.Cc1ccc(COCc2ccc(C)cc2)cc1,Cc1ccc(C)cc1>>Cc1ccc(C(=O)O)cc1.Cc1ccc(C=O)cc1.Cc1ccc(CO)cc1.Cc1ccc(Cc2cc(C)ccc2C)cc1.Cc1ccc(COO)cc1.Cc1ccc(COC(=O)c2ccc(C)cc2)cc1.Cc1ccc(COCc2ccc(C)cc2)cc1,Photoactivated and photopassivated benzylic oxidation catalyzed by pristine and oxidized carbons,"Sereda, Grigoriy; Rajpara, Vikul","Catalysis Communications (2011), 12(7), 669-672","Photoactivated and photopassivated benzylic oxidation catalyzed by pristine and oxidized carbons | Sereda, Grigoriy; Rajpara, Vikul | Catalysis Communications (2011), 12(7), 669-672",106-42-3,"99-94-5, 104-87-0, 589-18-4, 721-45-9, 7523-31-1, 21086-87-3, 38460-98-9",7782-44-7,,,,,,,,,1,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""106-42-3"", ""smiles"": ""Cc1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""99-94-5"", ""smiles"": ""Cc1ccc(C(=O)O)cc1""}, {""index"": 2, ""cas_rn"": ""104-87-0"", ""smiles"": ""Cc1ccc(C=O)cc1""}, {""index"": 3, ""cas_rn"": ""589-18-4"", ""smiles"": ""Cc1ccc(CO)cc1""}, {""index"": 4, ""cas_rn"": ""721-45-9"", ""smiles"": ""Cc1ccc(Cc2cc(C)ccc2C)cc1""}, {""index"": 5, ""cas_rn"": ""7523-31-1"", ""smiles"": ""Cc1ccc(COO)cc1""}, {""index"": 6, ""cas_rn"": ""21086-87-3"", ""smiles"": ""Cc1ccc(COC(=O)c2ccc(C)cc2)cc1""}, {""index"": 7, ""cas_rn"": ""38460-98-9"", ""smiles"": ""Cc1ccc(COCc2ccc(C)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]",[],[],"green chemistry-catalyst, photochemical (ambient light), multiwall carbon nanotubes used as catalyst, reaction carried out in absence of light did not produce hydroperoxide product, optimization study, optimized on catalyst, mechanism studied, scalable",
31-614-CAS-35375708,31-614-CAS-35375708,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,93,,,Cc1ccc(-c2ccccc2)cc1,O=C(O)c1ccc(-c2ccccc2)cc1,Cc1ccc(-c2ccccc2)cc1>>O=C(O)c1ccc(-c2ccccc2)cc1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",644-08-6,92-92-2,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""644-08-6"", ""smiles"": ""Cc1ccc(-c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""92-92-2"", ""yield_pct"": ""93"", ""smiles"": ""O=C(O)c1ccc(-c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
31-614-CAS-35375709,31-614-CAS-35375709,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,95,,,Cc1ccc(Cl)cc1,O=C(O)c1ccc(Cl)cc1,Cc1ccc(Cl)cc1>>O=C(O)c1ccc(Cl)cc1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",106-43-4,74-11-3,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""106-43-4"", ""smiles"": ""Cc1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""74-11-3"", ""yield_pct"": ""95"", ""smiles"": ""O=C(O)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
31-614-CAS-35375710,31-614-CAS-35375710,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,87,,,COc1ccc(C)cc1,COc1ccc(C(=O)O)cc1,COc1ccc(C)cc1>>COc1ccc(C(=O)O)cc1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",104-93-8,100-09-4,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""104-93-8"", ""smiles"": ""COc1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""100-09-4"", ""yield_pct"": ""87"", ""smiles"": ""COc1ccc(C(=O)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
31-614-CAS-35375711,31-614-CAS-35375711,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,94,,,Cc1ccc(F)cc1,O=C(O)c1ccc(F)cc1,Cc1ccc(F)cc1>>O=C(O)c1ccc(F)cc1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",352-32-9,456-22-4,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""352-32-9"", ""smiles"": ""Cc1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""456-22-4"", ""yield_pct"": ""94"", ""smiles"": ""O=C(O)c1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
31-614-CAS-35375712,31-614-CAS-35375712,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,90,,,Cc1ccccc1Cl,O=C(O)c1ccccc1Cl,Cc1ccccc1Cl>>O=C(O)c1ccccc1Cl,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",95-49-8,118-91-2,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""95-49-8"", ""smiles"": ""Cc1ccccc1Cl""}]","[{""index"": 1, ""cas_rn"": ""118-91-2"", ""yield_pct"": ""90"", ""smiles"": ""O=C(O)c1ccccc1Cl""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
31-614-CAS-35375713,31-614-CAS-35375713,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,93,,,Cc1ccc(Br)cc1,O=C(O)c1ccc(Br)cc1,Cc1ccc(Br)cc1>>O=C(O)c1ccc(Br)cc1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",106-38-7,586-76-5,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""106-38-7"", ""smiles"": ""Cc1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""586-76-5"", ""yield_pct"": ""93"", ""smiles"": ""O=C(O)c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
31-614-CAS-35375714,31-614-CAS-35375714,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,87,,,Cc1ccc(F)c(F)c1,O=C(O)c1ccc(F)c(F)c1,Cc1ccc(F)c(F)c1>>O=C(O)c1ccc(F)c(F)c1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",2927-34-6,455-86-7,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""2927-34-6"", ""smiles"": ""Cc1ccc(F)c(F)c1""}]","[{""index"": 1, ""cas_rn"": ""455-86-7"", ""yield_pct"": ""87"", ""smiles"": ""O=C(O)c1ccc(F)c(F)c1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
31-614-CAS-35375715,31-614-CAS-35375715,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,84,,,Cc1ccc(C#N)cc1,N#Cc1ccc(C(=O)O)cc1,Cc1ccc(C#N)cc1>>N#Cc1ccc(C(=O)O)cc1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",104-85-8,619-65-8,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""104-85-8"", ""smiles"": ""Cc1ccc(C#N)cc1""}]","[{""index"": 1, ""cas_rn"": ""619-65-8"", ""yield_pct"": ""84"", ""smiles"": ""N#Cc1ccc(C(=O)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
31-614-CAS-35375716,31-614-CAS-35375716,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,90,,,Cc1ccc(F)cc1Cl,O=C(O)c1ccc(F)cc1Cl,Cc1ccc(F)cc1Cl>>O=C(O)c1ccc(F)cc1Cl,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",452-73-3,2252-51-9,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""452-73-3"", ""smiles"": ""Cc1ccc(F)cc1Cl""}]","[{""index"": 1, ""cas_rn"": ""2252-51-9"", ""yield_pct"": ""90"", ""smiles"": ""O=C(O)c1ccc(F)cc1Cl""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
31-614-CAS-35375717,31-614-CAS-35375717,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,92,,,Cc1ccc(Cl)c(Cl)c1,O=C(O)c1ccc(Cl)c(Cl)c1,Cc1ccc(Cl)c(Cl)c1>>O=C(O)c1ccc(Cl)c(Cl)c1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",95-75-0,51-44-5,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""95-75-0"", ""smiles"": ""Cc1ccc(Cl)c(Cl)c1""}]","[{""index"": 1, ""cas_rn"": ""51-44-5"", ""yield_pct"": ""92"", ""smiles"": ""O=C(O)c1ccc(Cl)c(Cl)c1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
31-614-CAS-35375718,31-614-CAS-35375718,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,90,,,Cc1ccc(C(F)(F)F)cc1,O=C(O)c1ccc(C(F)(F)F)cc1,Cc1ccc(C(F)(F)F)cc1>>O=C(O)c1ccc(C(F)(F)F)cc1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",6140-17-6,455-24-3,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""6140-17-6"", ""smiles"": ""Cc1ccc(C(F)(F)F)cc1""}]","[{""index"": 1, ""cas_rn"": ""455-24-3"", ""yield_pct"": ""90"", ""smiles"": ""O=C(O)c1ccc(C(F)(F)F)cc1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
31-614-CAS-35375719,31-614-CAS-35375719,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,94,,,CC(=O)c1ccc(C)cc1,CC(=O)c1ccc(C(=O)O)cc1,CC(=O)c1ccc(C)cc1>>CC(=O)c1ccc(C(=O)O)cc1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",122-00-9,586-89-0,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""122-00-9"", ""smiles"": ""CC(=O)c1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""586-89-0"", ""yield_pct"": ""94"", ""smiles"": ""CC(=O)c1ccc(C(=O)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
31-614-CAS-35375720,31-614-CAS-35375720,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,80,,,Cc1cc(Cl)ccc1Cl,O=C(O)c1cc(Cl)ccc1Cl,Cc1cc(Cl)ccc1Cl>>O=C(O)c1cc(Cl)ccc1Cl,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",19398-61-9,50-79-3,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""19398-61-9"", ""smiles"": ""Cc1cc(Cl)ccc1Cl""}]","[{""index"": 1, ""cas_rn"": ""50-79-3"", ""yield_pct"": ""80"", ""smiles"": ""O=C(O)c1cc(Cl)ccc1Cl""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
31-614-CAS-35375721,31-614-CAS-35375721,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,80,,,Cc1ccc(C)cc1,O=C(O)c1ccc(C(=O)O)cc1,Cc1ccc(C)cc1>>O=C(O)c1ccc(C(=O)O)cc1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",106-42-3,100-21-0,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""106-42-3"", ""smiles"": ""Cc1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""100-21-0"", ""yield_pct"": ""80"", ""smiles"": ""O=C(O)c1ccc(C(=O)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), alternative preparation shown, ionic liquid used",
31-614-CAS-35375722,31-614-CAS-35375722,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,83,,,Cc1ccc(F)cc1F,O=C(O)c1ccc(F)cc1F,Cc1ccc(F)cc1F>>O=C(O)c1ccc(F)cc1F,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",452-76-6,1583-58-0,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""452-76-6"", ""smiles"": ""Cc1ccc(F)cc1F""}]","[{""index"": 1, ""cas_rn"": ""1583-58-0"", ""yield_pct"": ""83"", ""smiles"": ""O=C(O)c1ccc(F)cc1F""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
31-614-CAS-35375723,31-614-CAS-35375723,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,83,,,CC(=O)Nc1ccc(C)cc1,CC(=O)Nc1ccc(C(=O)O)cc1,CC(=O)Nc1ccc(C)cc1>>CC(=O)Nc1ccc(C(=O)O)cc1,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",103-89-9,556-08-1,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""103-89-9"", ""smiles"": ""CC(=O)Nc1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""556-08-1"", ""yield_pct"": ""83"", ""smiles"": ""CC(=O)Nc1ccc(C(=O)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
31-614-CAS-35375724,31-614-CAS-35375724,Reaction_20251111_1431.rdf,Oxidation of Aromatic Side Chains,82,,,Cc1ccc(Cl)cc1Cl,O=C(O)c1ccc(Cl)cc1Cl,Cc1ccc(Cl)cc1Cl>>O=C(O)c1ccc(Cl)cc1Cl,Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds,"Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng","Green Chemistry (2023), 25(3), 940-945","Bronsted acid-catalysed aerobic photo-oxygenation of benzylic C-H bonds | Wu, Jieqing; Chen, Jiwei; Wang, Lei; Zhu, Hongjun; Liu, Rui; Song, Guangliang; Feng, Chao; Li, Yufeng | Green Chemistry (2023), 25(3), 940-945",95-73-8,50-84-0,7782-44-7,855785-75-0,75-05-8,,,,,,,1,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""95-73-8"", ""smiles"": ""Cc1ccc(Cl)cc1Cl""}]","[{""index"": 1, ""cas_rn"": ""50-84-0"", ""yield_pct"": ""82"", ""smiles"": ""O=C(O)c1ccc(Cl)cc1Cl""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""855785-75-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","green chemistry-catalyst, photochemical (UV irradiation (365 nm, 8 W)), ionic liquid used",
