reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-085-CAS-18526277,31-085-CAS-18526277,Reaction_20251110_2143 (3).rdf,Paal–Knorr synthesis,16,,,c1ccc2[nH]ccc2c1.CC(=O)C(=CC(=O)c1ccccc1)C(C)=O,CC(=O)c1c(C)oc(-c2ccccc2)c1-c1c[nH]c2ccccc12.CC(=O)C(C(C)=O)C(C(=O)c1ccccc1)c1c[nH]c2ccccc12,c1ccc2[nH]ccc2c1.CC(=O)C(=CC(=O)c1ccccc1)C(C)=O>>CC(=O)c1c(C)oc(-c2ccccc2)c1-c1c[nH]c2ccccc12.CC(=O)C(C(C)=O)C(C(=O)c1ccccc1)c1c[nH]c2ccccc12,"Reaction of electron-deficient 3-acetyl-1-arylpent-2-ene-1,4-diones as a building block of heterocycles","Kawabata, Shun; Oishi, Akihiro; Nishino, Hiroshi","Heterocycles (2017), 94(8), 1479-1505","Reaction of electron-deficient 3-acetyl-1-arylpent-2-ene-1,4-diones as a building block of heterocycles | Kawabata, Shun; Oishi, Akihiro; Nishino, Hiroshi | Heterocycles (2017), 94(8), 1479-1505","120-72-9, 89201-18-3","1316302-66-5, 1883769-19-4",,,67-56-1,,,,,,,1,1,16,80,,,,,,"{""1"": 16, ""2"": 80}","[{""index"": 1, ""cas_rn"": ""120-72-9"", ""smiles"": ""c1ccc2[nH]ccc2c1""}, {""index"": 2, ""cas_rn"": ""89201-18-3"", ""smiles"": ""CC(=O)C(=CC(=O)c1ccccc1)C(C)=O""}]","[{""index"": 1, ""cas_rn"": ""1316302-66-5"", ""yield_pct"": ""16"", ""smiles"": ""CC(=O)c1c(C)oc(-c2ccccc2)c1-c1c[nH]c2ccccc12""}, {""index"": 2, ""cas_rn"": ""1883769-19-4"", ""yield_pct"": ""80"", ""smiles"": ""CC(=O)C(C(C)=O)C(C(=O)c1ccccc1)c1c[nH]c2ccccc12""}]",[],[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]","Michael addition, alternate reaction conditions also shown",
31-309-CAS-9897373,31-309-CAS-9897373,Reaction_20251110_2143 (2).rdf,Paal–Knorr synthesis,82,,,CC(C)[C@H](N)C(=O)O.CC(=O)C(CC(=O)c1ccc(Cl)cc1)C(C)=O,CC(=O)c1cc(-c2ccc(Cl)cc2)n([C@H](C(=O)O)C(C)C)c1C,CC(C)[C@H](N)C(=O)O.CC(=O)C(CC(=O)c1ccc(Cl)cc1)C(C)=O>>CC(=O)c1cc(-c2ccc(Cl)cc2)n([C@H](C(=O)O)C(C)C)c1C,An access to new N-pyrrolylcarboxylic acids as potential COX-2 inhibitors via Paal-Knorr cyclization,"Vladimirova, Stanislava; Bijev, Atanas","Heterocyclic Communications (2014), 20(2), 111-115","An access to new N-pyrrolylcarboxylic acids as potential COX-2 inhibitors via Paal-Knorr cyclization | Vladimirova, Stanislava; Bijev, Atanas | Heterocyclic Communications (2014), 20(2), 111-115","72-18-4, 100989-42-2",1624623-07-9,,,64-19-7,,,,,,,1,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""72-18-4"", ""smiles"": ""CC(C)[C@H](N)C(=O)O""}, {""index"": 2, ""cas_rn"": ""100989-42-2"", ""smiles"": ""CC(=O)C(CC(=O)c1ccc(Cl)cc1)C(C)=O""}]","[{""index"": 1, ""cas_rn"": ""1624623-07-9"", ""yield_pct"": ""82"", ""smiles"": ""CC(=O)c1cc(-c2ccc(Cl)cc2)n([C@H](C(=O)O)C(C)C)c1C""}]",[],[],"[{""index"": 1, ""cas_rn"": ""64-19-7""}]",Paal-Knorr cyclization,
31-309-CAS-9898092,31-309-CAS-9898092,Reaction_20251110_2143 (1).rdf,Paal–Knorr synthesis,90,,,NCc1ccccc1.CC(=O)CCC(C)=O,Cc1ccc(C)n1Cc1ccccc1,NCc1ccccc1.CC(=O)CCC(C)=O>>Cc1ccc(C)n1Cc1ccccc1,Unique chemoselective Paal-Knorr reaction catalyzed by MgI2 etherate under solvent-free conditions,"Zhang, Xingxian; Weng, Guodong; Zhang, Yongdong; Li, Pengcheng","Tetrahedron (2015), 71(18), 2595-2602","Unique chemoselective Paal-Knorr reaction catalyzed by MgI2 etherate under solvent-free conditions | Zhang, Xingxian; Weng, Guodong; Zhang, Yongdong; Li, Pengcheng | Tetrahedron (2015), 71(18), 2595-2602","100-46-9, 110-13-4",5044-20-2,,1698053-05-2,,,,,,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""100-46-9"", ""smiles"": ""NCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""110-13-4"", ""smiles"": ""CC(=O)CCC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""5044-20-2"", ""yield_pct"": ""90"", ""smiles"": ""Cc1ccc(C)n1Cc1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1698053-05-2""}]",[],"chemoselective, green chemistry, no solvent, Paal-Knorr reaction",
31-309-CAS-9942914,31-309-CAS-9942914,Reaction_20251110_2143 (1).rdf,Paal–Knorr synthesis,90,,,COc1ccc(N)cc1.CC(=O)CCC(C)=O,COc1ccc(-n2c(C)ccc2C)cc1,COc1ccc(N)cc1.CC(=O)CCC(C)=O>>COc1ccc(-n2c(C)ccc2C)cc1,Paal-Knorr pyrrole synthesis in water,"Akbaslar, Dilek; Demirkol, Onur; Giray, Sultan","Synthetic Communications (2014), 44(9), 1323-1332","Paal-Knorr pyrrole synthesis in water | Akbaslar, Dilek; Demirkol, Onur; Giray, Sultan | Synthetic Communications (2014), 44(9), 1323-1332","104-94-9, 110-13-4",5044-27-9,,,7732-18-5,,,,,,"General/Typical Procedure: 2.General experimental procedure (1a-23a). A round bottom flask equipped with a magnetic stirrer was charged with primary aliphatic, aromatic amines (10 mmol), hexa-2,5-dione (10 mmol) and distilled water (5 mL). This suspension was refluxed at 100 °C for 15 minutes. The reaction was monitored by TLC (4:1 n-hexane/ethylacetate). After the reaction mixture was cooled to room temperature, the product was washed with water and recrystallized from methanol. The resulting product was identified using FT-IR and NMR spectroscopy. 1-(4-methoxyphenyl)-2,5-dimethyl-1H-pyrrole (10a). pale grey solid; yield 1.81 g (90 %). Reactant: Amine 10b. mp 60-61°C; υmax (KBr) 3064, 2994, 2959, 2928, 1582, 1338 ; δH (300 MHz, CDCl3; Me4Si) 7.18 (d, J = 9 Hz, 2H), 7.01 (d, J = 9 Hz, 2H), 5.93 (s, 2H), 3.90 (s, 3H), 2.06 (s, 6H); δC (75 MHz, CDCl3; Me4Si) 158.89, 131.79, 129.26, 129.07, 114.23, 105.29, 55.49, 13.01. Found: C, 77.23; H, 7.58; N, 7.17. Calcd. for C13H15NO: C, 77.58; H, 7.51; N, 6.96 %.",1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""104-94-9"", ""smiles"": ""COc1ccc(N)cc1""}, {""index"": 2, ""cas_rn"": ""110-13-4"", ""smiles"": ""CC(=O)CCC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""5044-27-9"", ""yield_pct"": ""90"", ""smiles"": ""COc1ccc(-n2c(C)ccc2C)cc1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","green chemistry-solvent, Paal-Knorr reaction",
31-313-CAS-2754025,31-313-CAS-2754025,Reaction_20251110_2143 (2).rdf,Paal–Knorr synthesis,83,,,CC(C)(C=O)C(C[N+](=O)[O-])c1ccccc1,CC1(C)CNCC1c1ccccc1,CC(C)(C=O)C(C[N+](=O)[O-])c1ccccc1>>CC1(C)CNCC1c1ccccc1,"MOFs as Multifunctional Catalysts: Synthesis of Secondary Arylamines, Quinolines, Pyrroles, and Arylpyrrolidines over Bifunctional MIL-101","Cirujano, Francisco G.; Leyva-Perez, Antonio; Corma, Avelino; Llabres i Xamena, Francesc X.","ChemCatChem (2013), 5(2), 538-549","MOFs as Multifunctional Catalysts: Synthesis of Secondary Arylamines, Quinolines, Pyrroles, and Arylpyrrolidines over Bifunctional MIL-101 | Cirujano, Francisco G.; Leyva-Perez, Antonio; Corma, Avelino; Llabres i Xamena, Francesc X. | ChemCatChem (2013), 5(2), 538-549",93086-29-4,1423117-62-7,1333-74-0,7440-06-4,108-88-3,,,,,,,1,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""93086-29-4"", ""smiles"": ""CC(C)(C=O)C(C[N+](=O)[O-])c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1423117-62-7"", ""yield_pct"": ""83"", ""smiles"": ""CC1(C)CNCC1c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1333-74-0""}]","[{""index"": 1, ""cas_rn"": ""7440-06-4""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}]",optimization study (optimized on catalyst and time),
31-313-CAS-5476794,31-313-CAS-5476794,Reaction_20251110_2143 (3).rdf,Paal–Knorr synthesis,1,,,O=CC=Cc1ccccc1[N+](=O)[O-],c1ccc2ncccc2c1.c1ccc2c(c1)CCCN2.Nc1ccccc1CCCN1CCCc2ccccc21,O=CC=Cc1ccccc1[N+](=O)[O-]>>c1ccc2ncccc2c1.c1ccc2c(c1)CCCN2.Nc1ccccc1CCCN1CCCc2ccccc21,"MOFs as Multifunctional Catalysts: Synthesis of Secondary Arylamines, Quinolines, Pyrroles, and Arylpyrrolidines over Bifunctional MIL-101","Cirujano, Francisco G.; Leyva-Perez, Antonio; Corma, Avelino; Llabres i Xamena, Francesc X.","ChemCatChem (2013), 5(2), 538-549","MOFs as Multifunctional Catalysts: Synthesis of Secondary Arylamines, Quinolines, Pyrroles, and Arylpyrrolidines over Bifunctional MIL-101 | Cirujano, Francisco G.; Leyva-Perez, Antonio; Corma, Avelino; Llabres i Xamena, Francesc X. | ChemCatChem (2013), 5(2), 538-549",1466-88-2,"91-22-5, 635-46-1, 106501-64-8",1333-74-0,7440-05-3,108-88-3,,,,,,,1,1,1,73,13,,,,,"{""1"": 1, ""2"": 73, ""3"": 13}","[{""index"": 1, ""cas_rn"": ""1466-88-2"", ""smiles"": ""O=CC=Cc1ccccc1[N+](=O)[O-]""}]","[{""index"": 1, ""cas_rn"": ""91-22-5"", ""yield_pct"": ""1"", ""smiles"": ""c1ccc2ncccc2c1""}, {""index"": 2, ""cas_rn"": ""635-46-1"", ""yield_pct"": ""73"", ""smiles"": ""c1ccc2c(c1)CCCN2""}, {""index"": 3, ""cas_rn"": ""106501-64-8"", ""yield_pct"": ""13"", ""smiles"": ""Nc1ccccc1CCCN1CCCc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""1333-74-0""}]","[{""index"": 1, ""cas_rn"": ""7440-05-3""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}]",optimization study (optimized on catalyst and time),
31-313-CAS-7611001,31-313-CAS-7611001,Reaction_20251110_2143.rdf,Paal–Knorr synthesis,99,,,O=CC=Cc1ccccc1[N+](=O)[O-],c1ccc2c(c1)CCCN2,O=CC=Cc1ccccc1[N+](=O)[O-]>>c1ccc2c(c1)CCCN2,"MOFs as Multifunctional Catalysts: Synthesis of Secondary Arylamines, Quinolines, Pyrroles, and Arylpyrrolidines over Bifunctional MIL-101","Cirujano, Francisco G.; Leyva-Perez, Antonio; Corma, Avelino; Llabres i Xamena, Francesc X.","ChemCatChem (2013), 5(2), 538-549","MOFs as Multifunctional Catalysts: Synthesis of Secondary Arylamines, Quinolines, Pyrroles, and Arylpyrrolidines over Bifunctional MIL-101 | Cirujano, Francisco G.; Leyva-Perez, Antonio; Corma, Avelino; Llabres i Xamena, Francesc X. | ChemCatChem (2013), 5(2), 538-549",1466-88-2,635-46-1,1333-74-0,7440-05-3,108-88-3,,,,,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""1466-88-2"", ""smiles"": ""O=CC=Cc1ccccc1[N+](=O)[O-]""}]","[{""index"": 1, ""cas_rn"": ""635-46-1"", ""yield_pct"": ""99"", ""smiles"": ""c1ccc2c(c1)CCCN2""}]","[{""index"": 1, ""cas_rn"": ""1333-74-0""}]","[{""index"": 1, ""cas_rn"": ""7440-05-3""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}]",optimization study (optimized on catalyst and time),
31-313-CAS-9745536,31-313-CAS-9745536,Reaction_20251110_2143.rdf,Paal–Knorr synthesis,99,,,O=CC=Cc1ccccc1[N+](=O)[O-],c1ccc2c(c1)CCCN2,O=CC=Cc1ccccc1[N+](=O)[O-]>>c1ccc2c(c1)CCCN2,"MOFs as Multifunctional Catalysts: Synthesis of Secondary Arylamines, Quinolines, Pyrroles, and Arylpyrrolidines over Bifunctional MIL-101","Cirujano, Francisco G.; Leyva-Perez, Antonio; Corma, Avelino; Llabres i Xamena, Francesc X.","ChemCatChem (2013), 5(2), 538-549","MOFs as Multifunctional Catalysts: Synthesis of Secondary Arylamines, Quinolines, Pyrroles, and Arylpyrrolidines over Bifunctional MIL-101 | Cirujano, Francisco G.; Leyva-Perez, Antonio; Corma, Avelino; Llabres i Xamena, Francesc X. | ChemCatChem (2013), 5(2), 538-549",1466-88-2,635-46-1,1333-74-0,7440-06-4,108-88-3,,,,,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""1466-88-2"", ""smiles"": ""O=CC=Cc1ccccc1[N+](=O)[O-]""}]","[{""index"": 1, ""cas_rn"": ""635-46-1"", ""yield_pct"": ""99"", ""smiles"": ""c1ccc2c(c1)CCCN2""}]","[{""index"": 1, ""cas_rn"": ""1333-74-0""}]","[{""index"": 1, ""cas_rn"": ""7440-06-4""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}]",optimization study (optimized on catalyst and time),
31-544-CAS-12236502,31-544-CAS-12236502,Reaction_20251110_2143 (2).rdf,Paal–Knorr synthesis,82,,,Nc1ccc(Cl)cc1.CC(=O)CCC(C)=O,Cc1ccc(C)n1-c1cccc(Cl)c1,Nc1ccc(Cl)cc1.CC(=O)CCC(C)=O>>Cc1ccc(C)n1-c1cccc(Cl)c1,Vitamin B1 as a metal-free organocatalyst for greener Paal-Knorr pyrrole synthesis,"Darabi, Hossein Reza; Aghapoor, Kioumars; Darestani Farahani, Abbas; Mohsenzadeh, Farshid","Environmental Chemistry Letters (2012), 10(4), 369-375","Vitamin B1 as a metal-free organocatalyst for greener Paal-Knorr pyrrole synthesis | Darabi, Hossein Reza; Aghapoor, Kioumars; Darestani Farahani, Abbas; Mohsenzadeh, Farshid | Environmental Chemistry Letters (2012), 10(4), 369-375","106-47-8, 110-13-4",32570-14-2,,59-43-8,64-17-5,,,,,,"General/Typical Procedure: General procedure for the acid-catalyzed Paal-Knorr pyrrole cyclocondensation Vitamin B1 (0.05 mmol) was well stirred in ethanol (2 mL) for a few minutes. Primary amine (1 mmol) and hexane-2,5-dione (1.2 mmol) were then added, and the mixture was stirred at room temperature for 1 h. The progress of the reaction was monitored by thin-layer chromatography or gas chromatography. The organic medium was removed with a rotary evaporator under reduced pressure. Water (5 mL) was added to the resulting solid mixture and extracted with ethyl acetate to afford the product 1. The crude product was passed through a short column of neutral alumina [eluted with ethyl acetate/hexane (3:7)] to give the pure products. Entry 1l, yield 82%.",1,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""106-47-8"", ""smiles"": ""Nc1ccc(Cl)cc1""}, {""index"": 2, ""cas_rn"": ""110-13-4"", ""smiles"": ""CC(=O)CCC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""32570-14-2"", ""yield_pct"": ""82"", ""smiles"": ""Cc1ccc(C)n1-c1cccc(Cl)c1""}]",[],"[{""index"": 1, ""cas_rn"": ""59-43-8""}]","[{""index"": 1, ""cas_rn"": ""64-17-5""}]","green chemistry-catalyst, conversion, 90%, Paal-Knorr pyrrole synthesis",
31-571-CAS-10964145,31-571-CAS-10964145,Reaction_20251110_2143.rdf,Paal–Knorr synthesis,95,,,Cc1ccc(C(C)C)cc2c(C)ccc1-2.CCOC(=O)C(=CC(=O)c1ccc(OC)cc1)C(=O)c1ccccc1,CCOC(=O)c1c(-c2ccccc2)oc(-c2ccc(OC)cc2)c1-c1cc(C)c2cc(C(C)C)ccc(C)c1-2,Cc1ccc(C(C)C)cc2c(C)ccc1-2.CCOC(=O)C(=CC(=O)c1ccc(OC)cc1)C(=O)c1ccccc1>>CCOC(=O)c1c(-c2ccccc2)oc(-c2ccc(OC)cc2)c1-c1cc(C)c2cc(C(C)C)ccc(C)c1-2,"One-pot synthesis of (guaiazulen-1-yl)furan derivatives from guaiazulene and 1,4-diaryl-2-butene-1,4-diones","Wang, Dao-Lin; Yu, Jia-Yi; Xu, Jiao; Dong, Zhe","Heterocycles (2013), 87(5), 1099-1108","One-pot synthesis of (guaiazulen-1-yl)furan derivatives from guaiazulene and 1,4-diaryl-2-butene-1,4-diones | Wang, Dao-Lin; Yu, Jia-Yi; Xu, Jiao; Dong, Zhe | Heterocycles (2013), 87(5), 1099-1108","489-84-9, 1316302-31-4",1447465-53-3,144-55-8,104-15-4,"75-09-2, 7732-18-5",,,,,,,2,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""489-84-9"", ""smiles"": ""Cc1ccc(C(C)C)cc2c(C)ccc1-2""}, {""index"": 2, ""cas_rn"": ""1316302-31-4"", ""smiles"": ""CCOC(=O)C(=CC(=O)c1ccc(OC)cc1)C(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1447465-53-3"", ""yield_pct"": ""95"", ""smiles"": ""CCOC(=O)c1c(-c2ccccc2)oc(-c2ccc(OC)cc2)c1-c1cc(C)c2cc(C(C)C)ccc(C)c1-2""}]","[{""index"": 1, ""cas_rn"": ""144-55-8""}]","[{""index"": 1, ""cas_rn"": ""104-15-4""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",Friedel-Crafts alkylation and Paal-Knorr cyclization,
31-571-CAS-11150040,31-571-CAS-11150040,Reaction_20251110_2143 (3).rdf,Paal–Knorr synthesis,79,,,COC(=O)C(=O)C(CC(C)=O)c1ccccc1,COC(=O)c1sc(C)cc1-c1ccccc1.COC(=O)c1oc(C)cc1-c1ccccc1,COC(=O)C(=O)C(CC(C)=O)c1ccccc1>>COC(=O)c1sc(C)cc1-c1ccccc1.COC(=O)c1oc(C)cc1-c1ccccc1,"Facile regiocontrolled three-step synthesis of poly-substituted furans, pyrroles, and thiophenes: Consecutive Michael addition of methyl cyanoacetate to α,β-enone, CuI-mediated aerobic oxidation, and acid-catalyzed Paal-Knorr synthesis","Kim, Se Hee; Lim, Jin Woo; Lim, Cheol Hee; Kim, Jae Nyoung","Bulletin of the Korean Chemical Society (2012), 33(2), 620-624","Facile regiocontrolled three-step synthesis of poly-substituted furans, pyrroles, and thiophenes: Consecutive Michael addition of methyl cyanoacetate to α,β-enone, CuI-mediated aerobic oxidation, and acid-catalyzed Paal-Knorr synthesis | Kim, Se Hee; Lim, Jin Woo; Lim, Cheol Hee; Kim, Jae Nyoung | Bulletin of the Korean Chemical Society (2012), 33(2), 620-624",1354642-78-6,"91902-80-6, 1373319-64-2",19172-47-5,,71-43-2,,,,,,,1,1,79,4,,,,,,"{""1"": 79, ""2"": 4}","[{""index"": 1, ""cas_rn"": ""1354642-78-6"", ""smiles"": ""COC(=O)C(=O)C(CC(C)=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""91902-80-6"", ""yield_pct"": ""79"", ""smiles"": ""COC(=O)c1sc(C)cc1-c1ccccc1""}, {""index"": 2, ""cas_rn"": ""1373319-64-2"", ""yield_pct"": ""4"", ""smiles"": ""COC(=O)c1oc(C)cc1-c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""19172-47-5""}]",[],"[{""index"": 1, ""cas_rn"": ""71-43-2""}]","regioselective, Paar-Knorr type synthesis",
31-571-CAS-11786544,31-571-CAS-11786544,Reaction_20251110_2143.rdf,Paal–Knorr synthesis,98,,,O=C(CC(C(=O)c1ccccc1)C(=O)c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1cc(-c2ccccc2)oc1-c1ccccc1,O=C(CC(C(=O)c1ccccc1)C(=O)c1ccccc1)c1ccccc1>>O=C(c1ccccc1)c1cc(-c2ccccc2)oc1-c1ccccc1,The Rearrangement of tert-Butylperoxides for the Construction of Polysubstituted Furans,"Zheng, Xiaojian; Lu, Shenglin; Li, Zhiping","Organic Letters (2013), 15(21), 5432-5435","The Rearrangement of tert-Butylperoxides for the Construction of Polysubstituted Furans | Zheng, Xiaojian; Lu, Shenglin; Li, Zhiping | Organic Letters (2013), 15(21), 5432-5435",1854-56-4,18150-86-2,,1493-13-6,75-05-8,,,,,,"Synthesis and characterization of polysubstitued furans To a dry Schlenk tube that charged with nitrogen, 1,4-dione 4 (0.2 mmol) was added, then freshly distilled CH3CN (2.0 mL) was injected through a syringe. Subsequently, TfOH (17.3 μL, 0.2 mmol) was added to the mixture, and the resulting solution was stirred at 85 °C for 1 h. Then the resulting solution was cooled to room temperature, and solvent was evaporated under vacuum, the residue was purified by flash column chromatography on silica gel (eluent: ethyl acetate/ petroleum ether). The furan 5 (2,5-Diphenylfuran-3-yl)(phenyl)methanone (5a): 13 Isolated by flash column chromatography (ethyl acetate/petroleum ether = 1:10) in 93% yield. Yellow oil. 1H NMR (CDCl3, 400 MHz): δ 7.89 (d, J = 7.9 Hz, 2H), 7.79-7.74 (m, 4H), 7.52 (t, J = 7.4 Hz, 2H), 7.44-7.38 (m, 4H), 7.35-7.28 (m, 4H), 6.93 (s, 1H); 13C NMR (CDCl3, 100 MHz): δ 191.8, 154.9, 152.4, 137.9, 132.9, 129.7, 129.0, 128.8, 128.4, 128.3, 128.1, 127.4, 124.0, 122.8, 108.6. Rf = 0.5",1,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""1854-56-4"", ""smiles"": ""O=C(CC(C(=O)c1ccccc1)C(=O)c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""18150-86-2"", ""yield_pct"": ""98"", ""smiles"": ""O=C(c1ccccc1)c1cc(-c2ccccc2)oc1-c1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1493-13-6""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]",Paal-Knorr furan synthesis,
31-571-CAS-11789589,31-571-CAS-11789589,Reaction_20251110_2143 (2).rdf,Paal–Knorr synthesis,83,,,Cc1ccc(C(C)C)cc2c(C)ccc1-2.CCOC(=O)C(=CC(=O)c1cccs1)C(=O)c1ccccc1,CCOC(=O)c1c(-c2ccccc2)oc(-c2cccs2)c1-c1cc(C)c2cc(C(C)C)ccc(C)c1-2,Cc1ccc(C(C)C)cc2c(C)ccc1-2.CCOC(=O)C(=CC(=O)c1cccs1)C(=O)c1ccccc1>>CCOC(=O)c1c(-c2ccccc2)oc(-c2cccs2)c1-c1cc(C)c2cc(C(C)C)ccc(C)c1-2,"One-pot synthesis of (guaiazulen-1-yl)furan derivatives from guaiazulene and 1,4-diaryl-2-butene-1,4-diones","Wang, Dao-Lin; Yu, Jia-Yi; Xu, Jiao; Dong, Zhe","Heterocycles (2013), 87(5), 1099-1108","One-pot synthesis of (guaiazulen-1-yl)furan derivatives from guaiazulene and 1,4-diaryl-2-butene-1,4-diones | Wang, Dao-Lin; Yu, Jia-Yi; Xu, Jiao; Dong, Zhe | Heterocycles (2013), 87(5), 1099-1108","489-84-9, 1447465-49-7",1447465-58-8,144-55-8,104-15-4,"75-09-2, 7732-18-5",,,,,,,2,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""489-84-9"", ""smiles"": ""Cc1ccc(C(C)C)cc2c(C)ccc1-2""}, {""index"": 2, ""cas_rn"": ""1447465-49-7"", ""smiles"": ""CCOC(=O)C(=CC(=O)c1cccs1)C(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1447465-58-8"", ""yield_pct"": ""83"", ""smiles"": ""CCOC(=O)c1c(-c2ccccc2)oc(-c2cccs2)c1-c1cc(C)c2cc(C(C)C)ccc(C)c1-2""}]","[{""index"": 1, ""cas_rn"": ""144-55-8""}]","[{""index"": 1, ""cas_rn"": ""104-15-4""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",Friedel-Crafts alkylation and Paal-Knorr cyclization,
31-571-CAS-12630986,31-571-CAS-12630986,Reaction_20251110_2143.rdf,Paal–Knorr synthesis,95,,,CC(=O)CCC(C)=O,Cc1ccc(C)o1,CC(=O)CCC(C)=O>>Cc1ccc(C)o1,Organic synthesis in deep eutectic solvents: Paal-Knorr reactions,"Handy, Scott; Lavender, Kevin","Tetrahedron Letters (2013), 54(33), 4377-4379","Organic synthesis in deep eutectic solvents: Paal-Knorr reactions | Handy, Scott; Lavender, Kevin | Tetrahedron Letters (2013), 54(33), 4377-4379",110-13-4,625-86-5,,57-13-6,67-48-1,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""110-13-4"", ""smiles"": ""CC(=O)CCC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""625-86-5"", ""yield_pct"": ""95"", ""smiles"": ""Cc1ccc(C)o1""}]",[],"[{""index"": 1, ""cas_rn"": ""57-13-6""}]","[{""index"": 1, ""cas_rn"": ""67-48-1""}]","green chemistry-solvent, Paal-Knorr reaction; choline chloride/urea used as deep eutectic solvent (DES)",
31-571-CAS-12955172,31-571-CAS-12955172,Reaction_20251110_2143 (3).rdf,Paal–Knorr synthesis,78,,,CCOC(=O)C(=O)C(CC(=O)c1ccccc1)c1ccccc1,CCOC(=O)c1oc(-c2ccccc2)cc1-c1ccccc1,CCOC(=O)C(=O)C(CC(=O)c1ccccc1)c1ccccc1>>CCOC(=O)c1oc(-c2ccccc2)cc1-c1ccccc1,"Facile regiocontrolled three-step synthesis of poly-substituted furans, pyrroles, and thiophenes: Consecutive Michael addition of methyl cyanoacetate to α,β-enone, CuI-mediated aerobic oxidation, and acid-catalyzed Paal-Knorr synthesis","Kim, Se Hee; Lim, Jin Woo; Lim, Cheol Hee; Kim, Jae Nyoung","Bulletin of the Korean Chemical Society (2012), 33(2), 620-624","Facile regiocontrolled three-step synthesis of poly-substituted furans, pyrroles, and thiophenes: Consecutive Michael addition of methyl cyanoacetate to α,β-enone, CuI-mediated aerobic oxidation, and acid-catalyzed Paal-Knorr synthesis | Kim, Se Hee; Lim, Jin Woo; Lim, Cheol Hee; Kim, Jae Nyoung | Bulletin of the Korean Chemical Society (2012), 33(2), 620-624",1354642-76-4,576169-90-9,,7664-93-9,"71-43-2, 7732-18-5",,,,,,,1,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""1354642-76-4"", ""smiles"": ""CCOC(=O)C(=O)C(CC(=O)c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""576169-90-9"", ""yield_pct"": ""78"", ""smiles"": ""CCOC(=O)c1oc(-c2ccccc2)cc1-c1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""7664-93-9""}]","[{""index"": 1, ""cas_rn"": ""71-43-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","regioselective, other product also detected, alternative reaction conditions shown, Paar-Knorr type synthesis",
