reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-138-CAS-2914869,31-138-CAS-2914869,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,71,,,CC(C)[CH2][AlH][CH2]C(C)C.COC(=O)[C@H](CO)NC(=O)OC(C)(C)C,CC(C)(C)OC(=O)N1[C@H](C=O)COC1(C)C,CC(C)[CH2][AlH][CH2]C(C)C.COC(=O)[C@H](CO)NC(=O)OC(C)(C)C>>CC(C)(C)OC(=O)N1[C@H](C=O)COC1(C)C,Caged Ceramide 1-Phosphate Analogs: Synthesis and Properties,"Lankalapalli, Ravi S.; Ouro, Alberto; Arana, Lide; Gomez-Munoz, Antonio; Bittman, Robert","Journal of Organic Chemistry (2009), 74(22), 8844-8847","Caged Ceramide 1-Phosphate Analogs: Synthesis and Properties | Lankalapalli, Ravi S.; Ouro, Alberto; Arana, Lide; Gomez-Munoz, Antonio; Bittman, Robert | Journal of Organic Chemistry (2009), 74(22), 8844-8847","1191-15-7, 2766-43-0",102308-32-7,7647-01-0,,"108-88-3, 67-56-1, 7732-18-5",,,,,,"(S)-tert-Butyl-4-formyl-2,2-dimethyloxazolidine-3-carboxylate (3). A solution of N-Boc-( S)-serine methyl ester (12.0 g, 46.3 mmol) in toluene (100 mL) was cooled to -78 °C under nitrogen. To the cooled solution was slowly added DIBAL-H (83 mL, a 1.5 M solution in toluene). The reaction mixture was stirred for 2 h at -78 °C, and the reaction was quenched by slowly adding 100 mL of cold MeOH. The resulting white emulsion was slowly poured into 200 mL of ice-cold 1 M HCl with swirling over 20 min, and the aqueous mixture was extracted with EtOAc (3 x 120 mL). The combined organic layers were washed with brine (150 mL), dried (Na2SO4), and concentrated to give the crude product as a colorless oil, which was vacuum distilled to provide aldehyde 3 (7.5 g, 71%) as a colorless liquid. bp 115-125 °C (9.0 mm Hg).",3,1,71,,,,,,,"{""1"": 71}","[{""index"": 1, ""cas_rn"": ""1191-15-7"", ""smiles"": ""CC(C)[CH2][AlH][CH2]C(C)C""}, {""index"": 2, ""cas_rn"": ""2766-43-0"", ""smiles"": ""COC(=O)[C@H](CO)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""102308-32-7"", ""yield_pct"": ""71"", ""smiles"": ""CC(C)(C)OC(=O)N1[C@H](C=O)COC1(C)C""}]","[{""index"": 1, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",,
31-517-CAS-1882893,31-517-CAS-1882893,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,,,,COC(=O)[C@@H](CO[Si](C)(C)C(C)(C)C)NC(=O)OC(C)(C)C,CC(C)(C)OC(=O)N[C@@H](C=O)CO[Si](C)(C)C(C)(C)C,COC(=O)[C@@H](CO[Si](C)(C)C(C)(C)C)NC(=O)OC(C)(C)C>>CC(C)(C)OC(=O)N[C@@H](C=O)CO[Si](C)(C)C(C)(C)C,Structure-Based Design of a Parallel Synthetic Array Directed Toward the Discovery of Irreversible Inhibitors of Human Rhinovirus 3C Protease,"Johnson, Theodore O.; Hua, Ye; Luu, Hiep T.; Brown, Edward L.; Chan, Fora; Chu, Shao Song; Dragovich, Peter S.; Eastman, Brian W.; Ferre, Rose Ann; Fuhrman, Shella A.; Hendrickson, Thomas F.; Maldonado, Fausto C.; Matthews, David A.; Meador, James W. III; Patick, Amy K.; Reich, Siegfried H.; Skalitzky, Donald J.; Worland, Stephen T.; Yang, Michelle; Zalman, Leora S.","Journal of Medicinal Chemistry (2002), 45(10), 2016-2023","Structure-Based Design of a Parallel Synthetic Array Directed Toward the Discovery of Irreversible Inhibitors of Human Rhinovirus 3C Protease | Johnson, Theodore O.; Hua, Ye; Luu, Hiep T.; Brown, Edward L.; Chan, Fora; Chu, Shao Song; Dragovich, Peter S.; Eastman, Brian W.; Ferre, Rose Ann; Fuhrman, Shella A.; Hendrickson, Thomas F.; Maldonado, Fausto C.; Matthews, David A.; Meador, James W. III; Patick, Amy K.; Reich, Siegfried H.; Skalitzky, Donald J.; Worland, Stephen T.; Yang, Michelle; Zalman, Leora S. | Journal of Medicinal Chemistry (2002), 45(10), 2016-2023",112418-19-6,124085-68-3,1191-15-7,,108-88-3,,,,,,"Compound 8 (12.7 g, 38.0 mmol) in toluene (190 mL) was cooled to -78 °C and treated with a solution of diisobutylaluminum hydride (15.6 mL, 87.4 mmol) in toluene (175 mL). Internal temperature was kept below -70 °C. The solution was held at -78 °C for an additional 90 min. Compound 7.",1,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""112418-19-6"", ""smiles"": ""COC(=O)[C@@H](CO[Si](C)(C)C(C)(C)C)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""124085-68-3"", ""smiles"": ""CC(C)(C)OC(=O)N[C@@H](C=O)CO[Si](C)(C)C(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}]",,
31-517-CAS-1899425,31-517-CAS-1899425,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,85,,,CCOC(=O)c1ccc(F)cc1,O=Cc1ccc(F)cc1,CCOC(=O)c1ccc(F)cc1>>O=Cc1ccc(F)cc1,Chemoselective reduction of esters to aldehydes by potassium diisobutyl-t-butoxyaluminum hydride (PDBBA),"Chae, Min Jung; Song, Jung In; An, Duk Keun","Bulletin of the Korean Chemical Society (2007), 28(12), 2517-2518","Chemoselective reduction of esters to aldehydes by potassium diisobutyl-t-butoxyaluminum hydride (PDBBA) | Chae, Min Jung; Song, Jung In; An, Duk Keun | Bulletin of the Korean Chemical Society (2007), 28(12), 2517-2518",451-46-7,459-57-4,"240490-44-2, 7647-01-0",,"109-99-9, 110-54-3, 7732-18-5",,,,,,,2,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""451-46-7"", ""smiles"": ""CCOC(=O)c1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""459-57-4"", ""yield_pct"": ""85"", ""smiles"": ""O=Cc1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""240490-44-2""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""110-54-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","selective to aldehyde, in-situ generated reagent",
31-517-CAS-19056964,31-517-CAS-19056964,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,,,,CCOC(=O)CCCCC(=O)OCC,O=CCCCCC=O,CCOC(=O)CCCCC(=O)OCC>>O=CCCCCC=O,Product subclass 2: aluminum hydrides,"Saito, S.","Science of Synthesis (2004), 715-94","Product subclass 2: aluminum hydrides | Saito, S. | Science of Synthesis (2004), 715-94",141-28-6,1072-21-5,,,,,,,,,,1,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""141-28-6"", ""smiles"": ""CCOC(=O)CCCCC(=O)OCC""}]","[{""index"": 1, ""cas_rn"": ""1072-21-5"", ""smiles"": ""O=CCCCCC=O""}]",[],[],[],"Go to Science of Synthesis, a critically reviewed reference work of synthetic methodology, for more information.",
31-517-CAS-19056983,31-517-CAS-19056983,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,,,,CCCCCCC(=O)O,CCCCCCC=O,CCCCCCC(=O)O>>CCCCCCC=O,Product subclass 2: aluminum hydrides,"Saito, S.","Science of Synthesis (2004), 715-94","Product subclass 2: aluminum hydrides | Saito, S. | Science of Synthesis (2004), 715-94",111-14-8,111-71-7,,,,,,,,,,1,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""111-14-8"", ""smiles"": ""CCCCCCC(=O)O""}]","[{""index"": 1, ""cas_rn"": ""111-71-7"", ""smiles"": ""CCCCCCC=O""}]",[],[],[],"Go to Science of Synthesis, a critically reviewed reference work of synthetic methodology, for more information.",
31-517-CAS-19057017,31-517-CAS-19057017,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,,,,COC(=O)CCc1ccc(OC)cc1,COc1ccc(CCC=O)cc1,COC(=O)CCc1ccc(OC)cc1>>COc1ccc(CCC=O)cc1,Product subclass 2: aluminum hydrides,"Saito, S.","Science of Synthesis (2004), 715-94","Product subclass 2: aluminum hydrides | Saito, S. | Science of Synthesis (2004), 715-94",15823-04-8,20401-88-1,,,,,,,,,,1,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""15823-04-8"", ""smiles"": ""COC(=O)CCc1ccc(OC)cc1""}]","[{""index"": 1, ""cas_rn"": ""20401-88-1"", ""smiles"": ""COc1ccc(CCC=O)cc1""}]",[],[],[],"Go to Science of Synthesis, a critically reviewed reference work of synthetic methodology, for more information.",
31-517-CAS-19057057,31-517-CAS-19057057,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,,,,CCOC(=O)CCc1ccccc1,O=CCCc1ccccc1,CCOC(=O)CCc1ccccc1>>O=CCCc1ccccc1,Product subclass 2: aluminum hydrides,"Saito, S.","Science of Synthesis (2004), 715-94","Product subclass 2: aluminum hydrides | Saito, S. | Science of Synthesis (2004), 715-94",2021-28-5,104-53-0,,,,,,,,,,1,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""2021-28-5"", ""smiles"": ""CCOC(=O)CCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""104-53-0"", ""smiles"": ""O=CCCc1ccccc1""}]",[],[],[],"Go to Science of Synthesis, a critically reviewed reference work of synthetic methodology, for more information.",
31-517-CAS-19057058,31-517-CAS-19057058,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,,,,CC(C)=CCC[C@@H](C)CC(=O)O,CC(C)=CCC[C@@H](C)CC=O,CC(C)=CCC[C@@H](C)CC(=O)O>>CC(C)=CCC[C@@H](C)CC=O,Product subclass 2: aluminum hydrides,"Saito, S.","Science of Synthesis (2004), 715-94","Product subclass 2: aluminum hydrides | Saito, S. | Science of Synthesis (2004), 715-94",18951-85-4,2385-77-5,,,,,,,,,,1,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""18951-85-4"", ""smiles"": ""CC(C)=CCC[C@@H](C)CC(=O)O""}]","[{""index"": 1, ""cas_rn"": ""2385-77-5"", ""smiles"": ""CC(C)=CCC[C@@H](C)CC=O""}]",[],[],[],"Go to Science of Synthesis, a critically reviewed reference work of synthetic methodology, for more information.",
31-517-CAS-19162876,31-517-CAS-19162876,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,80,,,C#Cc1ccc2c(c1)C(c1ccccn1)=NCc1c(C(=O)OCC)ncn1-2,C#Cc1ccc2c(c1)C(c1ccccn1)=NCc1c(C=O)ncn1-2,C#Cc1ccc2c(c1)C(c1ccccn1)=NCc1c(C(=O)OCC)ncn1-2>>C#Cc1ccc2c(c1)C(c1ccccn1)=NCc1c(C=O)ncn1-2,"Improved Synthesis of Anxiolytic, Anticonvulsant and Antinociceptive α2/α3-GABA(A)-ergic Receptor Subtype Selective Ligands as Promising Agents to treat Anxiety, Epilepsy, and Neuropathic Pain","Li, Guanguan; Golani, Lalit K.; Jahan, Rajwana; Rashid, Farjana; Cook, James M.","Synthesis (2018), 50(20), 4124-4132","Improved Synthesis of Anxiolytic, Anticonvulsant and Antinociceptive α2/α3-GABA(A)-ergic Receptor Subtype Selective Ligands as Promising Agents to treat Anxiety, Epilepsy, and Neuropathic Pain | Li, Guanguan; Golani, Lalit K.; Jahan, Rajwana; Rashid, Farjana; Cook, James M. | Synthesis (2018), 50(20), 4124-4132",612527-56-7,2014350-22-0,"240490-44-2, 7647-01-0",,"75-09-2, 109-99-9, 110-54-3, 7732-18-5",,,,,,,2,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""612527-56-7"", ""smiles"": ""C#Cc1ccc2c(c1)C(c1ccccn1)=NCc1c(C(=O)OCC)ncn1-2""}]","[{""index"": 1, ""cas_rn"": ""2014350-22-0"", ""yield_pct"": ""80"", ""smiles"": ""C#Cc1ccc2c(c1)C(c1ccccn1)=NCc1c(C=O)ncn1-2""}]","[{""index"": 1, ""cas_rn"": ""240490-44-2""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""109-99-9""}, {""index"": 3, ""cas_rn"": ""110-54-3""}, {""index"": 4, ""cas_rn"": ""7732-18-5""}]","selective reduction, alternative reaction conditions shown, product depends on reaction conditions",
31-517-CAS-19310046,31-517-CAS-19310046,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,,,,COC(=O)C[C@H](C)SC,CS[C@@H](C)CC=O,COC(=O)C[C@H](C)SC>>CS[C@@H](C)CC=O,Alkylsulfanyl analogs as potent α2δ ligands,"Shimada, Kousei; Ohata, Yasuo; Kobayashi, Jun; Onishi, Yoshiyuki; Kawamura, Asuka; Domon, Yuki; Arakawa, Naohisa; Inoue, Tatsuya; Kitano, Yutaka; Matsuda, Fumihiko; Abe, Yuki; Deguchi, Tsuneo","Bioorganic & Medicinal Chemistry Letters (2018), 28(11), 2000-2002","Alkylsulfanyl analogs as potent α2δ ligands | Shimada, Kousei; Ohata, Yasuo; Kobayashi, Jun; Onishi, Yoshiyuki; Kawamura, Asuka; Domon, Yuki; Arakawa, Naohisa; Inoue, Tatsuya; Kitano, Yutaka; Matsuda, Fumihiko; Abe, Yuki; Deguchi, Tsuneo | Bioorganic & Medicinal Chemistry Letters (2018), 28(11), 2000-2002",2231102-85-3,190127-48-1,"1191-15-7, 6381-59-5",,"108-88-3, 7732-18-5",,,,,,,2,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""2231102-85-3"", ""smiles"": ""COC(=O)C[C@H](C)SC""}]","[{""index"": 1, ""cas_rn"": ""190127-48-1"", ""smiles"": ""CS[C@@H](C)CC=O""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}, {""index"": 2, ""cas_rn"": ""6381-59-5""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-517-CAS-19841242,31-517-CAS-19841242,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,81,,,COC(=O)c1cc(Br)c(Br)cc1C(=O)OC,COC(=O)c1cc(Br)c(Br)cc1C=O,COC(=O)c1cc(Br)c(Br)cc1C(=O)OC>>COC(=O)c1cc(Br)c(Br)cc1C=O,Didehydroisobenzofuran: A New Reactive Intermediate for Construction of Isoacenofuran,"Matsuoka, Suguru; Jung, Sunna; Miyakawa, Kaoru; Chuda, Yu; Sugimoto, Ryo; Hamura, Toshiyuki","Chemistry - A European Journal (2018), 24(71), 18886-18889","Didehydroisobenzofuran: A New Reactive Intermediate for Construction of Isoacenofuran | Matsuoka, Suguru; Jung, Sunna; Miyakawa, Kaoru; Chuda, Yu; Sugimoto, Ryo; Hamura, Toshiyuki | Chemistry - A European Journal (2018), 24(71), 18886-18889",859299-66-4,2254162-05-3,"948899-53-4, 7647-01-0",,"109-99-9, 7732-18-5",,,,,,,2,1,81,,,,,,,"{""1"": 81}","[{""index"": 1, ""cas_rn"": ""859299-66-4"", ""smiles"": ""COC(=O)c1cc(Br)c(Br)cc1C(=O)OC""}]","[{""index"": 1, ""cas_rn"": ""2254162-05-3"", ""yield_pct"": ""81"", ""smiles"": ""COC(=O)c1cc(Br)c(Br)cc1C=O""}]","[{""index"": 1, ""cas_rn"": ""948899-53-4""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-517-CAS-2037418,31-517-CAS-2037418,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,99,,,CCOC(=O)c1ccc(Br)cc1,O=Cc1ccc(Br)cc1,CCOC(=O)c1ccc(Br)cc1>>O=Cc1ccc(Br)cc1,Mild and direct conversion of esters to morpholine amides using diisobutyl(morpholino)aluminum: application to efficient one-pot synthesis of ketones and aldehydes from esters,"Jeon, Ah Ram; Kim, Min Eai; Park, Jae Kyo; Shin, Won Kyu; An, Duk Keun","Tetrahedron (2014), 70(29), 4420-4424","Mild and direct conversion of esters to morpholine amides using diisobutyl(morpholino)aluminum: application to efficient one-pot synthesis of ketones and aldehydes from esters | Jeon, Ah Ram; Kim, Min Eai; Park, Jae Kyo; Shin, Won Kyu; An, Duk Keun | Tetrahedron (2014), 70(29), 4420-4424",5798-75-4,1122-91-4,"110-91-8, 1191-15-7, 7647-01-0",,"109-99-9, 110-54-3, 7732-18-5",,,,,,,4,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""5798-75-4"", ""smiles"": ""CCOC(=O)c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""1122-91-4"", ""yield_pct"": ""99"", ""smiles"": ""O=Cc1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""110-91-8""}, {""index"": 2, ""cas_rn"": ""1191-15-7""}, {""index"": 3, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""110-54-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",,
31-517-CAS-20613548,31-517-CAS-20613548,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,78,,,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC5CCCCO5)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@H](CCC=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC5CCCCO5)CC[C@]4(C)[C@H]3CC[C@]12C,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC5CCCCO5)CC[C@]4(C)[C@H]3CC[C@]12C>>C[C@H](CCC=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC5CCCCO5)CC[C@]4(C)[C@H]3CC[C@]12C,A concise synthesis of 25-hydroxycholesterol from hyodesoxycholic acid,"Jin, Can; Wang, Yulei; Sun, Bin; Su, Weike","Journal of Chemical Research (2018), 42(2), 96-99","A concise synthesis of 25-hydroxycholesterol from hyodesoxycholic acid | Jin, Can; Wang, Yulei; Sun, Bin; Su, Weike | Journal of Chemical Research (2018), 42(2), 96-99",66414-42-4,66414-44-6,"1191-15-7, 7757-82-6",,"108-88-3, 7732-18-5",,,,,,,2,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""66414-42-4"", ""smiles"": ""COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC5CCCCO5)CC[C@]4(C)[C@H]3CC[C@]12C""}]","[{""index"": 1, ""cas_rn"": ""66414-44-6"", ""yield_pct"": ""78"", ""smiles"": ""C[C@H](CCC=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC5CCCCO5)CC[C@]4(C)[C@H]3CC[C@]12C""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}, {""index"": 2, ""cas_rn"": ""7757-82-6""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry, optimization study, optimized on reagent, time and temperature",
31-517-CAS-20941370,31-517-CAS-20941370,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,70,,,C=C(C[Si](C)(C)C)[C@@]1(C)CCC=C(C(=O)OC)C1,C=C(C[Si](C)(C)C)[C@@]1(C)CCC=C(C=O)C1,C=C(C[Si](C)(C)C)[C@@]1(C)CCC=C(C(=O)OC)C1>>C=C(C[Si](C)(C)C)[C@@]1(C)CCC=C(C=O)C1,Total Synthesis of (-)-Oridonin: An Interrupted Nazarov Approach,"Kong, Lingran; Su, Fan; Yu, Hang; Jiang, Zhe; Lu, Yandong; Luo, Tuoping","Journal of the American Chemical Society (2019), 141(51), 20048-20052","Total Synthesis of (-)-Oridonin: An Interrupted Nazarov Approach | Kong, Lingran; Su, Fan; Yu, Hang; Jiang, Zhe; Lu, Yandong; Luo, Tuoping | Journal of the American Chemical Society (2019), 141(51), 20048-20052",2398459-01-1,2398459-07-7,"109-72-8, 6638-79-5, 144-55-8, 1191-15-7, 304-59-6",,"109-99-9, 110-54-3, 7732-18-5, 75-09-2",,,,,,,5,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""2398459-01-1"", ""smiles"": ""C=C(C[Si](C)(C)C)[C@@]1(C)CCC=C(C(=O)OC)C1""}]","[{""index"": 1, ""cas_rn"": ""2398459-07-7"", ""yield_pct"": ""70"", ""smiles"": ""C=C(C[Si](C)(C)C)[C@@]1(C)CCC=C(C=O)C1""}]","[{""index"": 1, ""cas_rn"": ""109-72-8""}, {""index"": 2, ""cas_rn"": ""6638-79-5""}, {""index"": 3, ""cas_rn"": ""144-55-8""}, {""index"": 4, ""cas_rn"": ""1191-15-7""}, {""index"": 5, ""cas_rn"": ""304-59-6""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""110-54-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}, {""index"": 4, ""cas_rn"": ""75-09-2""}]",incremental addition of reagent (DIBAL) in stage 5,
31-517-CAS-21658454,31-517-CAS-21658454,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,87,,,COC(=O)C1COc2cscc2O1,O=CC1COc2cscc2O1,COC(=O)C1COc2cscc2O1>>O=CC1COc2cscc2O1,Thiophene-Based Aldehyde Derivatives for Functionalizable and Adhesive Semiconducting Polymers,"Istif, Emin; Mantione, Daniele; Vallan, Lorenzo; Hadziioannou, Georges; Brochon, Cyril; Cloutet, Eric; Pavlopoulou, Eleni","ACS Applied Materials & Interfaces (2020), 12(7), 8695-8703","Thiophene-Based Aldehyde Derivatives for Functionalizable and Adhesive Semiconducting Polymers | Istif, Emin; Mantione, Daniele; Vallan, Lorenzo; Hadziioannou, Georges; Brochon, Cyril; Cloutet, Eric; Pavlopoulou, Eleni | ACS Applied Materials & Interfaces (2020), 12(7), 8695-8703",2410566-11-7,2279130-72-0,"1191-15-7, 67-64-1",,108-88-3,,,,,,,2,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""2410566-11-7"", ""smiles"": ""COC(=O)C1COc2cscc2O1""}]","[{""index"": 1, ""cas_rn"": ""2279130-72-0"", ""yield_pct"": ""87"", ""smiles"": ""O=CC1COc2cscc2O1""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}, {""index"": 2, ""cas_rn"": ""67-64-1""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}]",,
31-517-CAS-2236922,31-517-CAS-2236922,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,96,,,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)O,CC(C)(C)OC(=O)NC(C=O)Cc1ccccc1,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)O>>CC(C)(C)OC(=O)NC(C=O)Cc1ccccc1,A rapid and efficient one-pot method for the reduction of N-protected α-amino acids to chiral α-amino aldehydes using CDI/DIBAL-H,"Ivkovic, Jakov; Lembacher-Fadum, Christian; Breinbauer, Rolf","Organic & Biomolecular Chemistry (2015), 13(42), 10456-10460","A rapid and efficient one-pot method for the reduction of N-protected α-amino acids to chiral α-amino aldehydes using CDI/DIBAL-H | Ivkovic, Jakov; Lembacher-Fadum, Christian; Breinbauer, Rolf | Organic & Biomolecular Chemistry (2015), 13(42), 10456-10460",4530-18-1,103127-53-3,"530-62-1, 1191-15-7, 141-78-6",,"75-09-2, 108-88-3",,,,,,,3,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""4530-18-1"", ""smiles"": ""CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""103127-53-3"", ""yield_pct"": ""96"", ""smiles"": ""CC(C)(C)OC(=O)NC(C=O)Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""530-62-1""}, {""index"": 2, ""cas_rn"": ""1191-15-7""}, {""index"": 3, ""cas_rn"": ""141-78-6""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""108-88-3""}]",,
31-517-CAS-22769972,31-517-CAS-22769972,Reaction_20251106_1710.rdf,DIBAL‑H Partial reductions,95,,,CCCCCCCCCCCCCCCCCC(=O)OC,CCCCCCCCCCCCCCCCCC=O,CCCCCCCCCCCCCCCCCC(=O)OC>>CCCCCCCCCCCCCCCCCC=O,Influence of Some Factors on the Progress of a New Reaction in the Chemistry of Organoaluminum Compounds,"Yakovleva, M. P.; Vydrina, V. A.; Ishmuratov, G. Yu.","Russian Journal of Organic Chemistry (2020), 56(8), 1353-1358","Influence of Some Factors on the Progress of a New Reaction in the Chemistry of Organoaluminum Compounds | Yakovleva, M. P.; Vydrina, V. A.; Ishmuratov, G. Yu. | Russian Journal of Organic Chemistry (2020), 56(8), 1353-1358",112-61-8,638-66-4,1191-15-7,,"75-09-2, 108-88-3, 109-99-9, 7732-18-5",,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""112-61-8"", ""smiles"": ""CCCCCCCCCCCCCCCCCC(=O)OC""}]","[{""index"": 1, ""cas_rn"": ""638-66-4"", ""yield_pct"": ""95"", ""smiles"": ""CCCCCCCCCCCCCCCCCC=O""}]","[{""index"": 1, ""cas_rn"": ""1191-15-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""108-88-3""}, {""index"": 3, ""cas_rn"": ""109-99-9""}, {""index"": 4, ""cas_rn"": ""7732-18-5""}]",,
