reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-001-CAS-14203887,31-001-CAS-14203887,Reaction_20251106_1107.rdf,Anhydride coupling,70,,,CCCCN.O=C1CC(CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O1,CCCCN1C(=O)CC(CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=O,CCCCN.O=C1CC(CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O1>>CCCCN1C(=O)CC(CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=O,"New succinamic acids, -γ-lactones, and -succinimides from (3-perfluoroalkyl-2-iodoalkyl)succinic acid anhydrides and amines","Brace, Neal O.; Mull, Steven G.","Journal of Fluorine Chemistry (2006), 127(1), 108-125","New succinamic acids, -γ-lactones, and -succinimides from (3-perfluoroalkyl-2-iodoalkyl)succinic acid anhydrides and amines | Brace, Neal O.; Mull, Steven G. | Journal of Fluorine Chemistry (2006), 127(1), 108-125","109-73-9, 674786-55-1",915798-04-8,,,"67-66-3, 108-88-3",,,,,,,2,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""109-73-9"", ""smiles"": ""CCCCN""}, {""index"": 2, ""cas_rn"": ""674786-55-1"", ""smiles"": ""O=C1CC(CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O1""}]","[{""index"": 1, ""cas_rn"": ""915798-04-8"", ""yield_pct"": ""70"", ""smiles"": ""CCCCN1C(=O)CC(CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=O""}]",[],[],"[{""index"": 1, ""cas_rn"": ""67-66-3""}, {""index"": 2, ""cas_rn"": ""108-88-3""}]","Dean-Stark trap used in stage 2, other product also detected",
31-366-CAS-4182058,31-366-CAS-4182058,Reaction_20251106_1106 (1).rdf,Anhydride coupling,85,,,Nc1ccccc1N.CC(=O)OC(C)=O,CC(=O)Nc1ccccc1NC(C)=O,Nc1ccccc1N.CC(=O)OC(C)=O>>CC(=O)Nc1ccccc1NC(C)=O,Catalyst/ Surfactant Free Chemoselective Acylation of Amines in Water,"Dulla, Balakrishna; Vijayavardhini, Suryadevara; Rambau, Dandela; Anuradha, Vegendla; Rao, Mandava V. B.; Pal, Manojit","Current Green Chemistry (2014), 1(1), 73-79","Catalyst/ Surfactant Free Chemoselective Acylation of Amines in Water | Dulla, Balakrishna; Vijayavardhini, Suryadevara; Rambau, Dandela; Anuradha, Vegendla; Rao, Mandava V. B.; Pal, Manojit | Current Green Chemistry (2014), 1(1), 73-79","95-54-5, 108-24-7",2050-85-3,,,7732-18-5,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""95-54-5"", ""smiles"": ""Nc1ccccc1N""}, {""index"": 2, ""cas_rn"": ""108-24-7"", ""smiles"": ""CC(=O)OC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""2050-85-3"", ""yield_pct"": ""85"", ""smiles"": ""CC(=O)Nc1ccccc1NC(C)=O""}]",[],[],"[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, green chemistry, in the presence of air",
31-366-CAS-4182379,31-366-CAS-4182379,Reaction_20251106_1106 (1).rdf,Anhydride coupling,85,,,NS(=O)(=O)c1ccccc1.CCCCC(=O)OC(=O)CCCC,CCCCC(=O)NS(=O)(=O)c1ccccc1,NS(=O)(=O)c1ccccc1.CCCCC(=O)OC(=O)CCCC>>CCCCC(=O)NS(=O)(=O)c1ccccc1,A convenient and efficient synthesis of N-acylsulfonamides in the presence of silica phosphoric acid under heterogeneous and solvent-free conditions,"Massah, Ahmad Reza; Dabagh, Mina; Afshar, Maryam; Momeni, Ahmad Reza; Aliyan, Hamid; Naghash, Hamid Javaherian","Turkish Journal of Chemistry (2007), 31(6), 611-616","A convenient and efficient synthesis of N-acylsulfonamides in the presence of silica phosphoric acid under heterogeneous and solvent-free conditions | Massah, Ahmad Reza; Dabagh, Mina; Afshar, Maryam; Momeni, Ahmad Reza; Aliyan, Hamid; Naghash, Hamid Javaherian | Turkish Journal of Chemistry (2007), 31(6), 611-616","98-10-2, 2082-59-9",58821-18-4,,7664-38-2,,,,,silica-supported,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""98-10-2"", ""smiles"": ""NS(=O)(=O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""2082-59-9"", ""smiles"": ""CCCCC(=O)OC(=O)CCCC""}]","[{""index"": 1, ""cas_rn"": ""58821-18-4"", ""yield_pct"": ""85"", ""smiles"": ""CCCCC(=O)NS(=O)(=O)c1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""7664-38-2"", ""amd"": ""silica-supported""}]",[],"solid-supported catalyst, alternative reaction in refluxing n-hexane solvent gave lower yield, phosphoric acid supported on silica catalyst used, alternative reaction conditions shown, no solvent",
31-366-CAS-4206293,31-366-CAS-4206293,Reaction_20251106_1106.rdf,Anhydride coupling,98,,,Nc1ccccc1.CC(=O)OC(=O)c1ccc(C)cc1,CC(=O)Nc1ccccc1,Nc1ccccc1.CC(=O)OC(=O)c1ccc(C)cc1>>CC(=O)Nc1ccccc1,Reactions of aniline with unsymmetrical acid anhydrides,"Dubey, P. K.; Kumar, R. Vinod","Journal of the Indian Chemical Society (2001), 78(5), 265-266","Reactions of aniline with unsymmetrical acid anhydrides | Dubey, P. K.; Kumar, R. Vinod | Journal of the Indian Chemical Society (2001), 78(5), 265-266","62-53-3, 75474-00-9",103-84-4,,,67-66-3,,,,,,,1,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""62-53-3"", ""smiles"": ""Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""75474-00-9"", ""smiles"": ""CC(=O)OC(=O)c1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""103-84-4"", ""yield_pct"": ""98"", ""smiles"": ""CC(=O)Nc1ccccc1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""67-66-3""}]",,
31-366-CAS-4208193,31-366-CAS-4208193,Reaction_20251106_1106.rdf,Anhydride coupling,100,,,O=C(OC(=O)c1ccccc1)c1ccccc1.NCCCCNc1ccc(Cl)cc1,O=C(NCCCCNc1ccc(Cl)cc1)c1ccccc1,O=C(OC(=O)c1ccccc1)c1ccccc1.NCCCCNc1ccc(Cl)cc1>>O=C(NCCCCNc1ccc(Cl)cc1)c1ccccc1,"1,n-Diamines. Part 2: Synthesis of acyclic and heterocyclic N-arylputrescine derivatives","Diaz, Jimena E.; Bisceglia, Juan A.; Mollo, Ma. Cruz; Orelli, Liliana R.","Tetrahedron Letters (2011), 52(16), 1895-1897","1,n-Diamines. Part 2: Synthesis of acyclic and heterocyclic N-arylputrescine derivatives | Diaz, Jimena E.; Bisceglia, Juan A.; Mollo, Ma. Cruz; Orelli, Liliana R. | Tetrahedron Letters (2011), 52(16), 1895-1897","93-97-0, 1245641-10-4",163979-91-7,"497-19-8, 7732-18-5",,67-66-3,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""93-97-0"", ""smiles"": ""O=C(OC(=O)c1ccccc1)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""1245641-10-4"", ""smiles"": ""NCCCCNc1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""163979-91-7"", ""yield_pct"": ""100"", ""smiles"": ""O=C(NCCCCNc1ccc(Cl)cc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",[],"[{""index"": 1, ""cas_rn"": ""67-66-3""}]",Schotten-Baumann condition;,
31-366-CAS-4210911,31-366-CAS-4210911,Reaction_20251106_1106.rdf,Anhydride coupling,97,,,O=C1OC(=O)c2ccccc21,O=C1NC(=O)c2ccccc21,O=C1OC(=O)c2ccccc21>>O=C1NC(=O)c2ccccc21,Imidation of cyclic carboxylic anhydrides under microwave irradiation,"Peng, Yanqing; Song, Gonghua; Qian, Xuhong","Synthetic Communications (2001), 31(12), 1927-1931","Imidation of cyclic carboxylic anhydrides under microwave irradiation | Peng, Yanqing; Song, Gonghua; Qian, Xuhong | Synthetic Communications (2001), 31(12), 1927-1931",85-44-9,85-41-6,75-12-7,,,,,,,,"Typical Procedure: A mixture of phthalic anhydride (1.48 g, 10 mmol) and formamide (1.36g, 30 mmol) was introduced in a 100-mL flask fitted with a water condenser out of the cavity through an adaptor and then subjected to microwave irradiation (400 W) for 2 min. After completion of the reaction, 10 mL of hot water was added and the crude product was separated by filtration. The solid thus obtained recrystallized from ethanol to give 1.43 g (97% yield) of phthalimide as colorless needles. Table: Entry 1, yield 1.43 g (97%). M.P. (°C) Obs, Lit.: 239-240, 23814",1,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""85-44-9"", ""smiles"": ""O=C1OC(=O)c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""85-41-6"", ""yield_pct"": ""97"", ""smiles"": ""O=C1NC(=O)c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""75-12-7""}]",[],[],microwave,
31-366-CAS-4216313,31-366-CAS-4216313,Reaction_20251106_1106 (2).rdf,Anhydride coupling,80,,,O=C1OC(=O)c2ccccc21.C1=CC=C2OCCOCCOCCOC3=CC=CC=C3OCCOCCOCCOC2=C1.CC1=CC(C)=CC(CNCC2=CC=C(COC(=O)C3=CC(C)=CC(C)=C3)C=C2)=C1.[F-][P+5]([F-])([F-])([F-])([F-])[F-].[H+],Cc1cc(C)cc(CN(Cc2ccc(COC(=O)c3cc(C)cc(C)c3)cc2)C(=O)c2ccccc2C(=O)O)c1.c1ccc2c(c1)OCCOCCOCCOc1ccccc1OCCOCCOCCO2,O=C1OC(=O)c2ccccc21.C1=CC=C2OCCOCCOCCOC3=CC=CC=C3OCCOCCOCCOC2=C1.CC1=CC(C)=CC(CNCC2=CC=C(COC(=O)C3=CC(C)=CC(C)=C3)C=C2)=C1.[F-][P+5]([F-])([F-])([F-])([F-])[F-].[H+]>>Cc1cc(C)cc(CN(Cc2ccc(COC(=O)c3cc(C)cc(C)c3)cc2)C(=O)c2ccccc2C(=O)O)c1.c1ccc2c(c1)OCCOCCOCCOc1ccccc1OCCOCCOCCO2,"Sequential O- and N-Acylation Protocol for High-Yield Preparation and Modification of Rotaxanes: Synthesis, Functionalization, Structure, and Intercomponent Interaction of Rotaxanes","Tachibana, Yuya; Kawasaki, Hiroaki; Kihara, Nobuhiro; Takata, Toshikazu","Journal of Organic Chemistry (2006), 71(14), 5093-5104","Sequential O- and N-Acylation Protocol for High-Yield Preparation and Modification of Rotaxanes: Synthesis, Functionalization, Structure, and Intercomponent Interaction of Rotaxanes | Tachibana, Yuya; Kawasaki, Hiroaki; Kihara, Nobuhiro; Takata, Toshikazu | Journal of Organic Chemistry (2006), 71(14), 5093-5104","85-44-9, 252286-50-3",899426-86-9,121-44-8,,68-12-2,,,,,,"General/Typical Procedure: N -Acetyl rotaxane 2 A solution of 1 (98 mg, 0.10 mmol), acetic anhydride (19 mL, 0.20 mmol), and triethylamine (70 mL, 0.50 mmol) in N,N-dimethylformamide (0.80 ml) was stirred at 40 °C for 24 h. The reaction mixture was diluted by dichloromethane, washed by 1 M hydrochloric acid followed by saturated sodium carbonate solution, dried over magnesium sulfate, and evaporated in vacuo. The crude product was purified by preparative GPC to give 80 mg (91 %) of 2 as white solid. 10 white solid m.p. 106-107 °C. 1H NMR (500 MHz, CDCl3, 298 K) δ 8.40 (d, J = 7.5 Hz, 2H), 8.19 (s, 2H), 8.00 (d, J = 8.0 Hz, 1H), 7.52-7.49 (m, 1H), 7.40 (d, J = 7.5 Hz, 2H), 7.30 (d, J = 8.0 Hz, 2H), 7.14 (s, 1H), 6.92-6.85 (m, 9H), 6.56 (s, 2H), 5.26 and 5.23 (two s, 2H), 5.26 and 5.23 (two br, 1H), 4.18-4.04 (m, 10H), 3.94-3.62 (m, 10H), 3.26 (br, 4H), 2.88 (br, 4H), 2.70 (br, 4H), 2.28 (s, 6H), 2.24 (s, 6H) ppm. 13C NMR (125.7 MHz, CDCl3, 298 K) δ 170.39, 167.11, 166.37, 148.23, 138.25, 138.12, 137.82, 136.37, 136.14, 134.20, 133.54, 132.84, 130.86, 130.69, 129.00, 128.91, 128.38, 127.91, 127.89, 127.10, 126.94, 124.74, 120.66, 120.56, 120.47, 111.42, 69.76, 68.79, 67.71, 67.58, 66.44, 51.35, 46.96, 21.38, 20.84 ppm. IR (KBr) 3439 (ν O-H), 1716 (ν C=O ester), 1639 (ν C=O amide) cm-1. FAB-MS (m-NBA matrix) m/z 837.5 [M-phthaloyl]+. Anal, calcd for C58H65NO13·2H2O: C, 68.29; H, 6.82; N, 1.37. found: C, 67.88; H, 6.99; N, 1.30.",1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""85-44-9"", ""smiles"": ""O=C1OC(=O)c2ccccc21""}, {""index"": 2, ""cas_rn"": ""252286-50-3"", ""smiles"": ""C1=CC=C2OCCOCCOCCOC3=CC=CC=C3OCCOCCOCCOC2=C1.CC1=CC(C)=CC(CNCC2=CC=C(COC(=O)C3=CC(C)=CC(C)=C3)C=C2)=C1.[F-][P+5]([F-])([F-])([F-])([F-])[F-].[H+]""}]","[{""index"": 1, ""cas_rn"": ""899426-86-9"", ""yield_pct"": ""80"", ""smiles"": ""Cc1cc(C)cc(CN(Cc2ccc(COC(=O)c3cc(C)cc(C)c3)cc2)C(=O)c2ccccc2C(=O)O)c1.c1ccc2c(c1)OCCOCCOCCOc1ccccc1OCCOCCOCCO2""}]","[{""index"": 1, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""68-12-2""}]",,reactant_smiles_validation_failed
31-366-CAS-4217334,31-366-CAS-4217334,Reaction_20251106_1106 (1).rdf,Anhydride coupling,85,,,Nc1ccccc1.Cc1ccc(-c2cc3[nH]c(=O)oc(=O)c3s2)cc1,Cc1ccc(-c2cc(NC(=O)Nc3ccccc3)c(C(=O)O)s2)cc1,Nc1ccccc1.Cc1ccc(-c2cc3[nH]c(=O)oc(=O)c3s2)cc1>>Cc1ccc(-c2cc(NC(=O)Nc3ccccc3)c(C(=O)O)s2)cc1,Solution-phase parallel synthesis of a 1140-member ureidothiophene carboxylic acid library,"Le Foulon, Francois-Xavier; Braud, Emmanuelle; Fabis, Frederic; Lancelot, Jean-Charles; Rault, Sylvain","Journal of Combinatorial Chemistry (2005), 7(2), 253-257","Solution-phase parallel synthesis of a 1140-member ureidothiophene carboxylic acid library | Le Foulon, Francois-Xavier; Braud, Emmanuelle; Fabis, Frederic; Lancelot, Jean-Charles; Rault, Sylvain | Journal of Combinatorial Chemistry (2005), 7(2), 253-257","62-53-3, 649757-41-5",845864-82-6,7647-01-0,,7732-18-5,,,,,,"General/Typical Procedure: General procedure for parallel synthesis of ureidothiophene carboxylic acid library: In a typical run, we realized the reactions with 8 thiaisatoic anhydrides A{1-19} and 10 amines B{1-60}. In a crystallizing dish intended to one selected amine, we disposed 1 mmole of each of the eight anhydrides in 8 glass jars. Water (10 ml) was added to give an aqueous suspension of thiaisatoic anhydride and efficient magnetic stirring was performed. The addition of 2.2 mmoles of primary or secondary amines allowed the quick apparition of a solution. Magnetic stirring was pursued for 2 hours. About 5ml of a 37% hydrochloric acid solution were then added, the precipitate which was formed was filtered off and washed with water to give ureidothiophene carboxylic acids. Analysis by 1H NMR and LC/MS identified successful reaction. Carbonylaminothiophene-2-carboxylic acid A8B10 Yield: 85%",2,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""62-53-3"", ""smiles"": ""Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""649757-41-5"", ""smiles"": ""Cc1ccc(-c2cc3[nH]c(=O)oc(=O)c3s2)cc1""}]","[{""index"": 1, ""cas_rn"": ""845864-82-6"", ""yield_pct"": ""85"", ""smiles"": ""Cc1ccc(-c2cc(NC(=O)Nc3ccccc3)c(C(=O)O)s2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","combinatorial, solution phase synthesis",
31-366-CAS-4236642,31-366-CAS-4236642,Reaction_20251106_1106 (1).rdf,Anhydride coupling,91,,,C=C(N)c1ccccc1.O=COC=O,C=C(NC=O)c1ccccc1,C=C(N)c1ccccc1.O=COC=O>>C=C(NC=O)c1ccccc1,Exploiting the Nucleophilicity of N-H Imines: Synthesis of Enamides from Alkyl Azides and Acid Anhydrides,"Han, Junghoon; Jeon, Mina; Pak, Han Kyu; Rhee, Young Ho; Park, Jaiwook","Advanced Synthesis & Catalysis (2014), 356(13), 2769-2774","Exploiting the Nucleophilicity of N-H Imines: Synthesis of Enamides from Alkyl Azides and Acid Anhydrides | Han, Junghoon; Jeon, Mina; Pak, Han Kyu; Rhee, Young Ho; Park, Jaiwook | Advanced Synthesis & Catalysis (2014), 356(13), 2769-2774","4393-15-1, 1558-67-4",119842-36-3,,477246-90-5,109-99-9,,,,,,,2,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""4393-15-1"", ""smiles"": ""C=C(N)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""1558-67-4"", ""smiles"": ""O=COC=O""}]","[{""index"": 1, ""cas_rn"": ""119842-36-3"", ""yield_pct"": ""91"", ""smiles"": ""C=C(NC=O)c1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""477246-90-5""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","photochemical, fluoroscent light (30W) used",
31-366-CAS-4239085,31-366-CAS-4239085,Reaction_20251106_1106.rdf,Anhydride coupling,92,,,CC(=O)OC(C)=O.NC(c1ccccc1)(c1ccccc1)c1ccccc1,CC(=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1,CC(=O)OC(C)=O.NC(c1ccccc1)(c1ccccc1)c1ccccc1>>CC(=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1,Tritylamine as an ammonia synthetic equivalent: preparation of primary amides,"Theodorou, Vassiliki; Karkatsoulis, Aris; Kinigopoulou, Maria; Ragoussis, Valentine; Skobridis, Konstantinos","ARKIVOC (Gainesville, FL, United States) (2009), (11), 277-287","Tritylamine as an ammonia synthetic equivalent: preparation of primary amides | Theodorou, Vassiliki; Karkatsoulis, Aris; Kinigopoulou, Maria; Ragoussis, Valentine; Skobridis, Konstantinos | ARKIVOC (Gainesville, FL, United States) (2009), (11), 277-287","108-24-7, 5824-40-8",1596-25-4,,,75-09-2,,,,,,,1,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""108-24-7"", ""smiles"": ""CC(=O)OC(C)=O""}, {""index"": 2, ""cas_rn"": ""5824-40-8"", ""smiles"": ""NC(c1ccccc1)(c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1596-25-4"", ""yield_pct"": ""92"", ""smiles"": ""CC(=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",alternative preparation shown,
31-366-CAS-4260523,31-366-CAS-4260523,Reaction_20251106_1106 (2).rdf,Anhydride coupling,78,,,Cc1ccccc1N.O=C1C=CC(=O)O1,Cc1ccccc1NC(=O)C=CC(=O)O,Cc1ccccc1N.O=C1C=CC(=O)O1>>Cc1ccccc1NC(=O)C=CC(=O)O,A facile and green synthesis of N-substituted imides,"Kumar, Padam Praveen; Devi, B. Rama; Dubey, P. K.","Indian Journal of Chemistry, Section B: Organic Chemistry Including Medicinal Chemistry (2013), 52B(8), 1166-1171","A facile and green synthesis of N-substituted imides | Kumar, Padam Praveen; Devi, B. Rama; Dubey, P. K. | Indian Journal of Chemistry, Section B: Organic Chemistry Including Medicinal Chemistry (2013), 52B(8), 1166-1171","95-53-4, 108-31-6",37902-59-3,,104-15-4,,,,,,,,1,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""95-53-4"", ""smiles"": ""Cc1ccccc1N""}, {""index"": 2, ""cas_rn"": ""108-31-6"", ""smiles"": ""O=C1C=CC(=O)O1""}]","[{""index"": 1, ""cas_rn"": ""37902-59-3"", ""yield_pct"": ""78"", ""smiles"": ""Cc1ccccc1NC(=O)C=CC(=O)O""}]",[],"[{""index"": 1, ""cas_rn"": ""104-15-4""}]",[],"green chemistry, grinding, solid phase synthesis",
31-366-CAS-4274120,31-366-CAS-4274120,Reaction_20251106_1106 (2).rdf,Anhydride coupling,81,,,O=C1OC(=O)c2ccccc21.Nc1ccc(Cl)cc1,O=C1c2ccccc2C(=O)N1c1ccc(Cl)cc1,O=C1OC(=O)c2ccccc21.Nc1ccc(Cl)cc1>>O=C1c2ccccc2C(=O)N1c1ccc(Cl)cc1,"Deep eutectic solvents and glycerol: a simple, environmentally benign and efficient catalyst/reaction media for synthesis of N-aryl phthalimide derivatives","Lobo, Hyacintha Rennet; Singh, Balvant Shyam; Shankarling, Ganapati Subray","Green Chemistry Letters and Reviews (2012), 5(4), 487-533","Deep eutectic solvents and glycerol: a simple, environmentally benign and efficient catalyst/reaction media for synthesis of N-aryl phthalimide derivatives | Lobo, Hyacintha Rennet; Singh, Balvant Shyam; Shankarling, Ganapati Subray | Green Chemistry Letters and Reviews (2012), 5(4), 487-533","85-44-9, 106-47-8",7386-21-2,,,"67-48-1, 67-56-1, 141-82-2",,,,,,"General/Typical Procedure: General procedure for synthesis of N-arylphthalimides using catalytic amounts of DES (ChCl:malonic acid) To a solution of phthalic anhydride 3 (1.0 g, 7.0 mmol) in methanol (10 ml, 10vol), the catalyst (DES of ChCl:malonic acid)was added in 30%v/v quantity with respect to methanol. Then primary aromatic amine 4 (7.0 mmol)was added in two equal portions with a time interval of 10 minutes and the reaction mixture was stirred at 65°C for an appropriate time as indicated in Table 2. The product formation was monitored by TLC. After cooling, the reaction mixture was distilled under vacuum partially to remove excess of methanol and then filtered off to separate the solid product 5 which was further separately washed with water, dried in air, and purified by silica gel column chromatography using toluene as an eluent. The mother liquor was subjected to evaporation of methanol under vacuum to recover the catalyst. This reaction was also scaled up to 50 g of phthalic anhydride with aniline thus producing N-phenylphthalimide with a yield of 67% in glycerol, yield of 80% in DES (ChCl:urea), and 85% in DES (ChCl:malonic acid). The recovered biodegradable media was used for recycling studies. 2-(4-chlorophenyl)isoindoline-1,3-dione 5g m.p. 194°C (192°C Lit. (28)); λmax (methanol)/nm 218 and 292; IR (KBr); νmax (in cm-1)=3061, 1742, 1715, 1496, 1389, 1121; 1H NMR (δ in ppm, CDCl3): δ=7.26-7.96 (8H, m, aromatic CH); 13C NMR (δ in ppm, CDCl3): δ=123.89, 127.71, 129.34, 130.28, 131.67, 133.84, 134.60, 167.01; m/z (EI)258.0 (M+1);C14H8ClNO2 calculated m/z: 257.0.",1,1,81,,,,,,,"{""1"": 81}","[{""index"": 1, ""cas_rn"": ""85-44-9"", ""smiles"": ""O=C1OC(=O)c2ccccc21""}, {""index"": 2, ""cas_rn"": ""106-47-8"", ""smiles"": ""Nc1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""7386-21-2"", ""yield_pct"": ""81"", ""smiles"": ""O=C1c2ccccc2C(=O)N1c1ccc(Cl)cc1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""67-48-1""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""141-82-2""}]","deep eutectic solvent used, optimized on on solvent and temperature, portionwise addition of reactant, optimization study",
31-366-CAS-4293535,31-366-CAS-4293535,Reaction_20251106_1106.rdf,Anhydride coupling,96,,,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,O=c1[nH]c(=O)c2cc3c(=O)[nH]c(=O)c3cc12,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12>>O=c1[nH]c(=O)c2cc3c(=O)[nH]c(=O)c3cc12,Imidation of cyclic carboxylic anhydrides under microwave irradiation,"Peng, Yanqing; Song, Gonghua; Qian, Xuhong","Synthetic Communications (2001), 31(12), 1927-1931","Imidation of cyclic carboxylic anhydrides under microwave irradiation | Peng, Yanqing; Song, Gonghua; Qian, Xuhong | Synthetic Communications (2001), 31(12), 1927-1931",89-32-7,2550-73-4,75-12-7,,,,,,,,"General/Typical Procedure: Typical Procedure: A mixture of phthalic anhydride (1.48 g, 10 mmol) and formamide (1.36g, 30 mmol) was introduced in a 100-mL flask fitted with a water condenser out of the cavity through an adaptor and then subjected to microwave irradiation (400 W) for 2 min. After completion of the reaction, 10 mL of hot water was added and the crude product was separated by filtration. The solid thus obtained recrystallized from ethanol to give 1.43 g (97% yield) of phthalimide as colorless needles. Table: Entry 5, yield 96%. M.P. (°C) Obs, Lit.: > 300, 4535b",1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""89-32-7"", ""smiles"": ""O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12""}]","[{""index"": 1, ""cas_rn"": ""2550-73-4"", ""yield_pct"": ""96"", ""smiles"": ""O=c1[nH]c(=O)c2cc3c(=O)[nH]c(=O)c3cc12""}]","[{""index"": 1, ""cas_rn"": ""75-12-7""}]",[],[],microwave,
