canonical_reaction_smiles,reaction_display_label_detailed,original_reaction_type,detected_reaction_family,detection_status,transformation_class,signature_id,evidence_quality,transformation_confidence,stereochemical_changes,reaction_completeness_status,product_heavy_atom_coverage,product_element_excess,partial_transformation_class,removed_fragment,installed_fragment,installed_fragment_key,fragment_source_status,fragment_source_candidates,missing_product_atom_elements,chemistry_status,condition_status,condition_stage_status,index_eligibility,admission_reasons,warnings,spectators,reactivity_profile
COC(=O)C(CC1CCCC1)c1ccc(Cl)c([N+](=O)[O-])c1.CS.[Na]>>COC(=O)C(CC1CCCC1)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1,,C_S_Coupling,,product_contradicted_candidates,,,reactant_grammar_only,0.0,,incomplete,0.916667,"{""O"":2}",,,,,,,,rejected,unusable,single_stage,ineligible,solvent_only_recipe; suspected_missing_reactant; unaccounted_product_heavy_atoms,MISSING_REACTANT_SUSPECTED; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
N#Cc1cc(Cl)c(Cl)cc1C#N.Oc1ccccc1S>>N#Cc1cc2c(cc1C#N)Sc1ccccc1O2,C–O substitution + C–S substitution; events: Event 1: C–O substitution; edits: C–Cl bond cleavage; C–O bond formation; O–H loss | Event 2: C–S substitution; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,,multi_event,generic_multi_event_graph_transformation,RS3:f4e8e214abbe547d57524773dd3e485257f69bd112e3093b5ff1e96e830f7be2,exact_multi_event_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,resolved_complete,unassigned_multistage,eligible,multistage_conditions_not_structured,SYMMETRY_EQUIVALENT_MULTI_EVENT_ASSIGNMENTS,2× R–C≡N [nitrile] (d=3),"P1 (Ar–OH + Ar–SH): 1 coordinate O, aryl delocalized; access moderate; lone-pair availability medium; 1 coordinate O-H; lone pair aryl delocalized/medium; potential catalyst coordination | P2 (Ar–Cl + Ar–Cl): benzene (6-membered); ortho burden medium (1/2); electron demand slightly poor"
N#Cc1ccc(Br)cc1.SCc1ccccc1>>N#Cc1ccc(SCc2ccccc2)cc1,Ar–Br + R–SH → Ar–S–R; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,RS3:0e865b74e7486dc8020bb7b0913ab8ae8d7f9a15a67c8ce7eebb08013b61e944,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,resolved_complete,unassigned_multistage,eligible,multistage_conditions_not_structured,,R–C≡N [nitrile] (d=4),"nucleophile: 1 coordinate S, localized, attached Alkyl: primary; access moderate; lone-pair availability high; 1 coordinate S-H; lone pair localized/high; potential catalyst coordination | electrophile: benzene (6-membered); ortho burden none (0/2); electron demand balanced"
Nc1ccccc1S.O=C(O)c1cc(Cl)ccc1I>>Nc1ccccc1Sc1ccc(Cl)cc1C(=O)O,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,RS3:376cddadb5939e4f51346072ba98081fac634ae8ec98649f775217c8f0b61848,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,unusable,single_stage,ineligible,no_condition_identifiers,,Ar–X [aryl halide] (d=3); CO₂H [carboxylic acid] (d=2); R–NH₂ [primary amine] (d=2),"nucleophile: 1 coordinate S, aryl delocalized; access moderate; lone-pair availability medium; 1 coordinate S-H; lone pair aryl delocalized/medium; potential catalyst coordination | electrophile: benzene (6-membered); ortho burden medium (1/2); electron demand balanced"
O=Cc1cc2ccccc2nc1Cl.Sc1ccccc1>>O=Cc1cc2ccccc2nc1Sc1ccccc1,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,RS3:f8297e61eaa41fcdaa16dcaa75786ed8dcadc4fd9b62ac8792eb3ad0ae0c2d16,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,resolved_complete,single_stage,eligible,verified_reaction_signature_with_conditions,,CHO [aldehyde] (d=2); HetAr–N [heteroaryl nitrogen] (d=1),"nucleophile: 1 coordinate S, aryl delocalized; access moderate; lone-pair availability medium; 1 coordinate S-H; lone pair aryl delocalized/medium; potential catalyst coordination | electrophile: quinoline like (6/6-membered), heteroatoms N@ortho, fused; ortho burden medium (1/2); electron demand electron poor; potential catalyst coordination"
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl.Sc1ccccc1>>N#Cc1c(Cl)c(Cl)c(Sc2ccccc2)c(C#N)c1Cl,Ar¹–Cl + Ar²–SH → Ar¹–S–Ar²; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,RS3:4701a1c09a99d0d1e53930d20ca5cd8990beb3bca7d978527e970220c9e0f1b9,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,resolved_complete,unassigned_multistage,eligible,multistage_conditions_not_structured,SYMMETRY_EQUIVALENT_ASSIGNMENTS,3× Ar–X [aryl halide] (d=1/2); 2× R–C≡N [nitrile] (d=2/4),"nucleophile: 1 coordinate S, aryl delocalized; access moderate; lone-pair availability medium; 1 coordinate S-H; lone pair aryl delocalized/medium; potential catalyst coordination | electrophile: benzene (6-membered); ortho burden high (2/2); electron demand slightly poor"
CNC(=O)c1ccccc1I.O=C(O)c1ccccc1S>>CNC(=O)c1ccccc1Sc1ccccc1C(=O)O,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,RS3:ea127e8d392338506c1c9757a397fb247a2aad79e2ea0f2ddbbf908064b067bc,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,resolved_complete,single_stage,eligible,verified_reaction_signature_with_conditions,,CO₂H [carboxylic acid] (d=2); CONR₂ [amide] (d=2),"nucleophile: 1 coordinate S, aryl delocalized; access moderate; lone-pair availability medium; 1 coordinate S-H; lone pair aryl delocalized/medium; potential catalyst coordination | electrophile: benzene (6-membered); ortho burden medium (1/2); electron demand balanced"
N#Cc1ccccc1Br.SCc1ccccc1>>CSc1ccccc1C#N,,C_S_Coupling,,product_contradicted_candidates,,,reactant_grammar_only,0.0,,unresolved,,,,,,,,,,review,unusable,single_stage,ineligible,missing_verified_reaction_signature; no_condition_identifiers; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
O=[N+]([O-])c1ccc(Cl)cc1Cl.Sc1ccccc1.[Na]>>O=[N+]([O-])c1ccc(Sc2ccccc2)cc1Sc1ccccc1,,C_S_Coupling,,product_contradicted_candidates,,,reactant_grammar_only,0.0,,incomplete,0.695652,"{""C"":6,""S"":1}",,,,,,,,rejected,unusable,single_stage,ineligible,insufficient_reactant_multiplicity; no_condition_identifiers; unaccounted_product_heavy_atoms,INSUFFICIENT_REACTANT_MULTIPLICITY; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
N#Cc1ccc(Br)cc1F.Sc1ccccc1>>N#Cc1ccc(Br)cc1Sc1ccccc1.N#Cc1ccc(Sc2ccccc2)cc1Sc1ccccc1,Ar¹–F + Ar²–SH → Ar¹–S–Ar²; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,,exact_product_reconstruction,0.0,,incomplete,0.421053,"{""C"":19,""N"":1,""S"":2}",,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,insufficient_reactant_multiplicity; multistage_conditions_not_structured; unaccounted_product_heavy_atoms,INSUFFICIENT_REACTANT_MULTIPLICITY; MULTIPLE_PRODUCTS; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
C=CCOC(=O)Nc1c(F)c(F)c(F)c(F)c1F.Sc1ccccc1.[Na]>>C=CCOC(=O)Nc1c(F)c(F)c(Sc2ccccc2)c(F)c1F,Ar¹–F + Ar²–SH → Ar¹–S–Ar²; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,RS3:3c335edb5ffd1cac4c6edd1cc90db01dbd7ba522199dc81422c14b514ea31b54,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,unusable,single_stage,ineligible,solvent_only_recipe,,4× Ar–X [aryl halide] (d=1/2); C=C [alkene] (d=8); NCO₂R [carbamate] (d=4),"nucleophile: 1 coordinate S, aryl delocalized; access moderate; lone-pair availability medium; 1 coordinate S-H; lone pair aryl delocalized/medium; potential catalyst coordination | electrophile: benzene (6-membered); ortho burden high (2/2); electron demand balanced"
CCOP(=O)(OCC)c1c(I)ccc2ccccc12.OCCS>>CCOP(=O)(OCC)c1c(SCCO)ccc2ccccc12,Ar–I + R–SH → Ar–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,RS3:6ae7649c7e2f76ecc70f04327767315b276a0027570433dfca4b780bc51c0d74,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,resolved_complete,unassigned_multistage,eligible,multistage_conditions_not_structured,,P(O)(OR)₂ [phosphonate] (d=1); R–OH [alcohol] (d=1),"nucleophile: 1 coordinate S, localized, attached Alkyl: primary; access open; lone-pair availability high; 1 coordinate S-H; lone pair localized/high; potential catalyst coordination | electrophile: naphthalene (6/6-membered), fused; ortho burden high (1/2); electron demand slightly poor"
Brc1ccc(I)cc1.Sc1ccccc1>>c1ccc(Sc2ccc(Sc3ccccc3)cc2)cc1,,C_S_Coupling,,product_contradicted_candidates,,,reactant_grammar_only,0.0,,incomplete,0.65,"{""C"":6,""S"":1}",,,,,,,,rejected,resolved_complete,single_stage,ineligible,insufficient_reactant_multiplicity; unaccounted_product_heavy_atoms,INSUFFICIENT_REACTANT_MULTIPLICITY; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
FC(F)(F)S.Ic1ccc(N2CCOCC2)cc1.[Cu]>>FC(F)(F)Sc1ccc(N2CCOCC2)cc1,Ar–I + R–SH → Ar–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,RS3:ef7f5d82b3d60feb73b3912f0b36203370f0d8ed74ce063c2b7abc0da2ba0719,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,unusable,single_stage,ineligible,solvent_only_recipe,,R₃N [tertiary amine] (d=4); R–O–R [ether] (d=7),"nucleophile: 1 coordinate S, localized, attached Alkyl: methyl; access moderate; lone-pair availability high; 1 coordinate S-H; lone pair localized/high; potential catalyst coordination | electrophile: benzene (6-membered); ortho burden none (0/2); electron demand balanced"
CC(C)c1cc(I)c(N)c(C#Cc2ccccc2)c1.Sc1ccccc1Br>>CC(C)c1cc2c3c(c1)cc(-c1ccccc1)n3-c1ccccc1S2,C–Br + C–C + C–N + C≡C + 2 × N–H → 2 × C:C + 2 × C:N + C–H + C–N + C–I + S–H → C–S; events: Event 1: C–Br + C–C + C–N + C≡C + 2 × N–H → 2 × C:C + 2 × C:N + C–H + C–N; edits: C–Br bond cleavage; C–C → C:C; C–N → C:N; C≡C → C:C; C:N bond formation; C–N bond formation; H gain at C; N–H loss; N–H loss | Event 2: C–I + S–H → C–S; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,,multi_event,substitution,RS3:063c6bfb7c02ab5e8d27a8e0c581903b29aa1386a75e6af83d0ee30cf43a5fc7,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,resolved_complete,single_stage,eligible,insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,"P1 (Ar–SH + Ar–Br): 1 coordinate S, aryl delocalized; access moderate; lone-pair availability medium; 1 coordinate S-H; lone pair aryl delocalized/medium; potential catalyst coordination | P2 (Ar–I + Ar–NH₂ + R₁–C≡C–R₂): benzene (6-membered); ortho burden medium (1/2); electron demand slightly rich; potential catalyst coordination"
Cc1csc(NC(=O)c2cc(I)ccc2F)n1.Fc1ccc(S)cc1>>Cc1csc(NC(=O)c2cc(I)ccc2Sc2ccc(F)cc2)n1,Ar¹–F + Ar²–SH → Ar¹–S–Ar²; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,RS3:b7b25327e59019c3110a534dcc36d171a338e75737e0c641c05c644c989be1a8,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,resolved_complete,single_stage,eligible,verified_reaction_signature_with_conditions,,2× Ar–X [aryl halide] (d=3); CONR₂ [amide] (d=2); HetAr–N [heteroaryl nitrogen] (d=5); HetAr–S [heteroaryl sulfur] (d=5),"nucleophile: 1 coordinate S, aryl delocalized; access moderate; lone-pair availability medium; 1 coordinate S-H; lone pair aryl delocalized/medium; potential catalyst coordination | electrophile: benzene (6-membered); ortho burden high (1/2); electron demand balanced"
N#Cc1c(F)c(F)c(F)c(F)c1C#N.Sc1ccccc1>>N#Cc1c(C#N)c(Sc2ccccc2)c(F)c(F)c1Sc1ccccc1,,C_S_Coupling,,product_contradicted_candidates,,,reactant_grammar_only,0.0,,incomplete,0.730769,"{""C"":6,""S"":1}",,,,,,,,rejected,resolved_complete,single_stage,ineligible,insufficient_reactant_multiplicity; unaccounted_product_heavy_atoms,INSUFFICIENT_REACTANT_MULTIPLICITY; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
C=CCOc1ccccc1I.Sc1ccccc1.[Na]>>C=CCOc1ccccc1Sc1ccccc1,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,RS3:28ad2735aef41d2352e73b041d198ef824db88208cf8d952fec3e18ee6baf696,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,unresolved_retained,single_stage,eligible,condition_identifier_uncertainty,,C=C [alkene] (d=4); R–O–R [ether] (d=2),"nucleophile: 1 coordinate S, aryl delocalized; access moderate; lone-pair availability medium; 1 coordinate S-H; lone pair aryl delocalized/medium; potential catalyst coordination | electrophile: benzene (6-membered); ortho burden medium (1/2); electron demand balanced"
N#Cc1ccc(I)cc1.Sc1ccccc1>>N#Cc1ccc(Sc2ccccc2)cc1,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,RS3:ff11f2e02bad88e8028e99393a33e22a75090ff2a7800858c3411cea48f81039,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,resolved_complete,single_stage,eligible,verified_reaction_signature_with_conditions,,R–C≡N [nitrile] (d=4),"nucleophile: 1 coordinate S, aryl delocalized; access moderate; lone-pair availability medium; 1 coordinate S-H; lone pair aryl delocalized/medium; potential catalyst coordination | electrophile: benzene (6-membered); ortho burden none (0/2); electron demand balanced"
Cc1ccccc1S.NS(=O)(=O)c1cc([N+](=O)[O-])ccc1Cl>>Cc1ccccc1Sc1ccc([N+](=O)[O-])cc1S(N)(=O)=O,Ar¹–Cl + Ar²–SH → Ar¹–S–Ar²; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,RS3:18668c4496eeff74b38175f2bb560ebde0a8ad24d227f6c7ac1725cf6884a66a,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; multistage_conditions_not_structured,,NO₂ [nitro] (d=4); SO₂NR₂ [sulfonamide] (d=2),"electrophile: benzene (6-membered); ortho burden medium (1/2); electron demand balanced | nucleophile: 1 coordinate S, aryl delocalized; access moderate; lone-pair availability medium; 1 coordinate S-H; lone pair aryl delocalized/medium; potential catalyst coordination"
CCOC(=O)CS.O=Cc1cc([N+](=O)[O-])ccc1Cl>>CCOC(=O)c1cc2cc([N+](=O)[O-])ccc2s1,,C_S_Coupling,,product_contradicted_candidates,,,reactant_grammar_only,0.0,,unresolved,,,,,,,,,,review,resolved_complete,unassigned_multistage,review_only,missing_verified_reaction_signature; multistage_conditions_not_structured; reaction_completeness_unresolved,REACTION_COMPLETENESS_UNRESOLVED,,
Cc1cccc(Cl)c1S.O=Cc1ccc(Cl)cc1>>Cc1cccc(Cl)c1Sc1ccc(C=O)cc1,Ar¹–Cl + Ar²–SH → Ar¹–S–Ar²; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,RS3:53a3dd92dc1aa3af9613789a1e1fe1d9757f496e378854510ddfe54fcd9c7a11,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; multistage_conditions_not_structured,,Ar–X [aryl halide] (d=1); CHO [aldehyde] (d=4),"electrophile: benzene (6-membered); ortho burden none (0/2); electron demand balanced | nucleophile: 1 coordinate S, aryl delocalized; access moderate; lone-pair availability medium; 1 coordinate S-H; lone pair aryl delocalized/medium; potential catalyst coordination"
Cc1cccc(S)c1.N#Cc1ccc(I)cc1>>Cc1cccc(Sc2ccc(C#N)cc2)c1,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,RS3:ff11f2e02bad88e8028e99393a33e22a75090ff2a7800858c3411cea48f81039,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,unresolved_retained,single_stage,eligible,condition_identifier_uncertainty,,R–C≡N [nitrile] (d=4),"nucleophile: 1 coordinate S, aryl delocalized; access moderate; lone-pair availability medium; 1 coordinate S-H; lone pair aryl delocalized/medium; potential catalyst coordination | electrophile: benzene (6-membered); ortho burden none (0/2); electron demand balanced"
O=[N+]([O-])c1cc(Cl)ccc1Cl.Sc1ccncc1>>O=[N+]([O-])c1cc(Cl)ccc1Sc1ccncc1,Ar–Cl + HeteroAr–SH → Ar–S–HeteroAr; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,RS3:f3fa1494bd1cbb27693a5b18a6bf2a094017c546a848e5e15391f4da9f0e7365,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,resolved_complete,single_stage,eligible,verified_reaction_signature_with_conditions,,Ar–X [aryl halide] (d=3); HetAr–N [heteroaryl nitrogen] (d=3); NO₂ [nitro] (d=2),"electrophile: benzene (6-membered); ortho burden medium (1/2); electron demand slightly poor | nucleophile: 1 coordinate S, aryl delocalized; access moderate; lone-pair availability medium; 1 coordinate S-H; lone pair aryl delocalized/medium; potential catalyst coordination"
CC(S)CCc1ccccc1.FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1>>CC(CCc1ccccc1)Sc1cc(C(F)(F)F)cc(C(F)(F)F)c1,Ar–Br + R–SH → Ar–S–R; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,RS3:289686a93391c8934a951a5b3a8a47403ae46f3d8dd129cc6eb4462ade8c6e50,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,resolved_complete,single_stage,eligible,verified_reaction_signature_with_conditions,,,"electrophile: benzene (6-membered); ortho burden none (0/2); electron demand balanced | nucleophile: 1 coordinate S, localized, attached Alkyl: secondary; access moderate; lone-pair availability high; 1 coordinate S-H; lone pair localized/high; potential catalyst coordination"
CCOC(=S)S.Nc1ccc(Br)cc1I.[K]>>S=c1[nH]c2ccc(Br)cc2s1,C–I + C–N + C–O + C–S + N–H + S–H → 2 × C:N + 2 × C:S; edits: C–I bond cleavage; C–O bond cleavage; C–N → C:N; C–S → C:S; C:N bond formation; C:S bond formation; N–H loss; S–H loss,C_S_Coupling,,observed_edits,generic_graph_transformation,RS3:e7a173604afc43d9b6e41e6eb52827e8e0bcad4f9349631453551f57190d0b90,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unresolved_retained,single_stage,eligible,condition_identifier_uncertainty; insufficient_edit_evidence,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,"P1 (Alkenyl–SH): 1 coordinate S, localized; access moderate; lone-pair availability high; 1 coordinate S-H; lone pair localized/high; potential catalyst coordination | P3 (Ar–NH₂ + Ar–I): primary N, aryl delocalized; access moderate; lone-pair availability medium; primary N-H2; lone pair aryl delocalized/medium; potential catalyst coordination"
O=[N+]([O-])c1ccccc1Cl.Sc1ccccc1.[Na]>>O=[N+]([O-])c1ccccc1Sc1ccccc1,Ar¹–Cl + Ar²–SH → Ar¹–S–Ar²; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,RS3:f7b4e8af43a5d1599e026371fc924d0cb25a1d97f6c4414a87738713bc4eff38,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,unusable,single_stage,ineligible,solvent_only_recipe,,NO₂ [nitro] (d=2),"electrophile: benzene (6-membered); ortho burden medium (1/2); electron demand slightly poor | nucleophile: 1 coordinate S, aryl delocalized; access moderate; lone-pair availability medium; 1 coordinate S-H; lone pair aryl delocalized/medium; potential catalyst coordination"
CCOC(=S)S.Fc1ccc(CBr)cc1F.Nc1ccc(F)c(F)c1F.[K]>>Fc1ccc(CSc2nc3ccc(F)c(F)c3s2)cc1F,C=S + C–Br + C–F + C–N + C–O + C–S + 2 × N–H + S–H → 2 × C:N + 2 × C:S + 2 × C–S; edits: C–Br bond cleavage; C–F bond cleavage; C–O bond cleavage; C=S → C–S; C–N → C:N; C–S → C:S; C:N bond formation; C:S bond formation; C–S bond formation; N–H loss; N–H loss; S–H loss,C_S_Coupling,,observed_edits,generic_graph_transformation,RS3:685f7cb00a94e51d7f679812c020b9f76e2e4ba937aebfd7eb00a94f40f30157,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,unusable,unassigned_multistage,ineligible,insufficient_edit_evidence; multistage_conditions_not_structured; solvent_only_recipe,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,"P1 (Alkenyl–SH): 1 coordinate S, localized; access moderate; lone-pair availability high; 1 coordinate S-H; lone pair localized/high; potential catalyst coordination | P3 (Ar–NH₂ + Ar–F): primary N, aryl delocalized; access moderate; lone-pair availability medium; primary N-H2; lone pair aryl delocalized/medium; potential catalyst coordination | P4 (Benzyl–Br): primary alkyl, benzylic; access moderate (beta branches 1); center polarization balanced; beta-H absent"
FC(F)(F)c1ccc(S)cc1.O=C(O)c1ccc(I)cc1>>O=C(O)c1ccc(Sc2ccc(C(F)(F)F)cc2)cc1,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,RS3:ae2982a6f2320107c0a3f6e3b7c0cd54214fa55639ea0d4eabcd1aba42dd1184,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,unresolved_retained,unassigned_multistage,review_only,condition_identifier_uncertainty; multistage_conditions_not_structured,,CO₂H [carboxylic acid] (d=4),"electrophile: benzene (6-membered); ortho burden none (0/2); electron demand balanced | nucleophile: 1 coordinate S, aryl delocalized; access moderate; lone-pair availability medium; 1 coordinate S-H; lone pair aryl delocalized/medium; potential catalyst coordination"
CCOC(=O)CS.N#Cc1cc(C(F)(F)F)ccc1F>>CCOC(=O)c1sc2ccc(C(F)(F)F)cc2c1N,C–C + C–F + 2 × C–H + C–S + C≡N + S–H → 2 × C:C + 2 × C:S + C–N + 2 × N–H; edits: C–F bond cleavage; C–C → C:C; C–S → C:S; C≡N → C–N; C:C bond formation; C:S bond formation; C–H loss; C–H loss; H gain at N; H gain at N; S–H loss,C_S_Coupling,,observed_edits,generic_graph_transformation,RS3:86bcc9b2e765dd0325769b46fadb343a7bd6cc02e63810e606bd4fef5f4ddb09,global_atom_correspondence,0.8,,verified,1.0,,,,,,,,,review,resolved_complete,unassigned_multistage,eligible,insufficient_edit_evidence; multistage_conditions_not_structured,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; PRODUCT_CONTRADICTED_GRAMMAR_CANDIDATES,,P1 (R–C(O)OR + activated C–H + R–SH): ester or acid; access open; carbonyl activation balanced; potential catalyst coordination | P2 (Ar–F + R–C≡N): benzene (6-membered); ortho burden medium (1/2); electron demand slightly poor
NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F.Sc1ccccc1>>NS(=O)(=O)c1c(F)c(F)c(Sc2ccccc2)c(F)c1F,Ar¹–F + Ar²–SH → Ar¹–S–Ar²; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,RS3:bdd3182e6ebf66a3ce71137f534e41b27a6edb970475102fbb1fe961f29e7897,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,resolved_complete,single_stage,eligible,verified_reaction_signature_with_conditions,,4× Ar–X [aryl halide] (d=1/2); SO₂NR₂ [sulfonamide] (d=4),"nucleophile: 1 coordinate S, aryl delocalized; access moderate; lone-pair availability medium; 1 coordinate S-H; lone pair aryl delocalized/medium; potential catalyst coordination | electrophile: benzene (6-membered); ortho burden high (2/2); electron demand balanced"
CC(=O)c1ccc(I)cc1.CCCCCCCCS>>CCCCCCCCSc1ccc(C(C)=O)cc1,Ar–I + R–SH → Ar–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,RS3:ea76be198fc950f3a9a98b47c2a8c7992e0eedfcdb7ae23d1bacd6a1eb34bfce,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,resolved_complete,single_stage,eligible,verified_reaction_signature_with_conditions,,C(O)R₂ [ketone] (d=3),"nucleophile: 1 coordinate S, localized, attached Alkyl: primary; access open; lone-pair availability high; 1 coordinate S-H; lone pair localized/high; potential catalyst coordination | electrophile: benzene (6-membered); ortho burden none (0/2); electron demand slightly poor"
Cc1ccc(I)cc1.Sc1ccccc1.[Na]>>Cc1ccc(Sc2ccccc2)cc1,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay,sp2_c_s_substitution,RS3:583ac559422b80bdc1ed610710893e80239c8c8077cb2d870f5cd0578fe38a4e,exact_product_reconstruction,1.0,,verified,1.0,,,,,,,,,verified,unresolved_retained,single_stage,eligible,condition_identifier_uncertainty,,,"electrophile: benzene (6-membered); ortho burden none (0/2); electron demand balanced | nucleophile: 1 coordinate S, aryl delocalized; access moderate; lone-pair availability medium; 1 coordinate S-H; lone pair aryl delocalized/medium; potential catalyst coordination"
