name,smiles,role,reaction_types,notes,rt_schema_version,rt_valid,rt_canonical_smiles,rt_component_count,rt_site_count,rt_site_types,rt_signatures,rt_chemist_labels,rt_availability,rt_pattern_ids,rt_contexts_json,rt_warnings,rt_error
Benzyl bromide,BrCc1ccccc1,electrophile,Suzuki-Miyaura; SN2; Negishi,Benzylic position; activated sp3 halide,1.0,true,BrCc1ccccc1,1,1,leaving_group,LG|Alkyl|Br,R–Br,available,terminal_carbon_halogen,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
2-Phenylethyl bromide,C(Br)Cc1ccccc1,electrophile,SN2; Negishi; Kumada,Primary alkyl bromide with aryl substituent,1.0,true,BrCCc1ccccc1,1,1,leaving_group,LG|Alkyl|Br,R–Br,available,terminal_carbon_halogen,"[[{""token"":""Alkyl"",""attachment_atom_index"":0,""fragment_atom_indices"":[0],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
4-Bromo-1-butene,C=CCCBr,electrophile,SN2; Negishi,Homoallylic bromide,1.0,true,C=CCCBr,1,1,leaving_group,LG|Alkyl|Br,R–Br,available,terminal_carbon_halogen,"[[{""token"":""Alkyl"",""attachment_atom_index"":3,""fragment_atom_indices"":[3],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
3-Bromo-2-methylpropene (allylic),C=C(C)CBr,electrophile,SN2; Allylic-substitution,Allylic bromide; can undergo allylic substitution,1.0,true,C=C(C)CBr,1,1,leaving_group,LG|Alkyl|Br,R–Br,available,terminal_carbon_halogen,"[[{""token"":""Alkyl"",""attachment_atom_index"":3,""fragment_atom_indices"":[3],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Neopentyl bromide,CC(C)(C)CBr,electrophile,Suzuki-Miyaura; Negishi,No β-hydrogens; minimal elimination risk,1.0,true,CC(C)(C)CBr,1,1,leaving_group,LG|Alkyl|Br,R–Br,available,terminal_carbon_halogen,"[[{""token"":""Alkyl"",""attachment_atom_index"":4,""fragment_atom_indices"":[4],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Phenylboronic acid,c1ccc(B(O)O)cc1,nucleophile,Suzuki-Miyaura,Standard boronic acid coupling partner,1.0,true,OB(O)c1ccccc1,1,1,transfer_group,TM|Ar|B(OH)2,Ar–B(OH)2,transferable,carbon_boronic_acid,"[[{""token"":""Ar"",""attachment_atom_index"":3,""fragment_atom_indices"":[0,1,2,3,7,8],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
4-Methoxyphenylboronic acid,COc1ccc(B(O)O)cc1,nucleophile,Suzuki-Miyaura,Electron-rich boronic acid,1.0,true,COc1ccc(B(O)O)cc1,1,1,transfer_group,TM|Ar|B(OH)2,Ar–B(OH)2,transferable,carbon_boronic_acid,"[[{""token"":""Ar"",""attachment_atom_index"":5,""fragment_atom_indices"":[2,3,4,5,9,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
4-Cyanophenylboronic acid,N#Cc1ccc(B(O)O)cc1,nucleophile,Suzuki-Miyaura,Electron-poor boronic acid,1.0,true,N#Cc1ccc(B(O)O)cc1,1,1,transfer_group,TM|Ar|B(OH)2,Ar–B(OH)2,transferable,carbon_boronic_acid,"[[{""token"":""Ar"",""attachment_atom_index"":5,""fragment_atom_indices"":[2,3,4,5,9,10],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
Phenylboronic acid pinacol ester,c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,nucleophile,Suzuki-Miyaura,Protected boronic acid; more stable,1.0,true,CC1(C)OB(c2ccccc2)OC1(C)C,1,1,transfer_group,TM|Ar|BPin,Ar–BPin,transferable,carbon_boronate,"[[{""token"":""Ar"",""attachment_atom_index"":3,""fragment_atom_indices"":[0,1,2,3,13,14],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
Potassium phenyltrifluoroborate,c1ccc([B-](F)(F)F)cc1.[K+],nucleophile,Suzuki-Miyaura,BF3K salt; air-stable boronate,1.0,true,F[B-](F)(F)c1ccccc1.[K+],2,1,transfer_group,TM|Ar|BF3K,Ar–BF3K,transferable,carbon_trifluoroborate,"[[{""token"":""Ar"",""attachment_atom_index"":3,""fragment_atom_indices"":[0,1,2,3,8,9],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
Vinylboronic acid,C=CB(O)O,nucleophile,Suzuki-Miyaura,Vinyl boronic acid,1.0,true,C=CB(O)O,1,1,transfer_group,TM|Alkenyl|B(OH)2,Alkenyl–B(OH)2,transferable,carbon_boronic_acid,"[[{""token"":""Alkenyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP2"",""aromatic"":false}}]]",,
(E)-Propenylboronic acid,C/C=C/B(O)O,nucleophile,Suzuki-Miyaura,Stereodefined vinyl boronic acid,1.0,true,C/C=C/B(O)O,1,1,transfer_group,TM|Alkenyl|B(OH)2,Alkenyl–B(OH)2,transferable,carbon_boronic_acid,"[[{""token"":""Alkenyl"",""attachment_atom_index"":2,""fragment_atom_indices"":[2],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP2"",""aromatic"":false}}]]",,
Ethylboronic acid,CCB(O)O,nucleophile,Suzuki-Miyaura,Alkyl boronic acid; prone to β-hydride issues,1.0,true,CCB(O)O,1,1,transfer_group,TM|Alkyl|B(OH)2,R–B(OH)2,transferable,carbon_boronic_acid,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Pyridine-4-boronic acid,c1ccncc1B(O)O,nucleophile,Suzuki-Miyaura,Heteroaryl boronic acid; pyridine coordination risk,1.0,true,OB(O)c1cccnc1,1,1,transfer_group,TM|HeteroAr|B(OH)2,HeteroAr–B(OH)2,transferable,carbon_boronic_acid,"[[{""token"":""HeteroAr"",""attachment_atom_index"":5,""fragment_atom_indices"":[0,1,2,3,4,5],""classification_method"":""aromatic_ring_system"",""subtype"":""heteroaromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[""N""],""ring_sizes"":[6],""fused"":false}}]]",,
Furan-2-boronic acid,c1coc(B(O)O)c1,nucleophile,Suzuki-Miyaura,Five-membered heterocyclic boronic acid,1.0,true,OB(O)c1ccco1,1,1,transfer_group,TM|HeteroAr|B(OH)2,HeteroAr–B(OH)2,transferable,carbon_boronic_acid,"[[{""token"":""HeteroAr"",""attachment_atom_index"":3,""fragment_atom_indices"":[0,1,2,3,7],""classification_method"":""aromatic_ring_system"",""subtype"":""heteroaromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[""O""],""ring_sizes"":[5],""fused"":false}}]]",,
Thiophene-2-boronic acid,c1csc(B(O)O)c1,nucleophile,Suzuki-Miyaura,Thiophene boronic acid; sulfur can coordinate,1.0,true,OB(O)c1cccs1,1,1,transfer_group,TM|HeteroAr|B(OH)2,HeteroAr–B(OH)2,transferable,carbon_boronic_acid,"[[{""token"":""HeteroAr"",""attachment_atom_index"":3,""fragment_atom_indices"":[0,1,2,3,7],""classification_method"":""aromatic_ring_system"",""subtype"":""heteroaromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[""S""],""ring_sizes"":[5],""fused"":false}}]]",,
Aniline,c1ccc(N)cc1,nucleophile,Buchwald-Hartwig; Ullmann; SNAr,Aromatic primary amine; standard C-N coupling partner,1.0,true,Nc1ccccc1,1,1,pronucleophile_XH,XH|N|H2|Ar,Ar–NH2,free,neutral_nh,"[[{""token"":""Ar"",""attachment_atom_index"":3,""fragment_atom_indices"":[0,1,2,3,5,6],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
Ethylamine,CCN,nucleophile,Buchwald-Hartwig; Ullmann; SNAr,Primary aliphatic amine,1.0,true,CCN,1,1,pronucleophile_XH,XH|N|H2|Alkyl,R–NH2,free,neutral_nh,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Isopropylamine,CC(C)N,nucleophile,Buchwald-Hartwig; Ullmann,Branched primary amine; α-branching,1.0,true,CC(C)N,1,1,pronucleophile_XH,XH|N|H2|Alkyl,R–NH2,free,neutral_nh,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
tert-Butylamine,CC(C)(C)N,nucleophile,Buchwald-Hartwig,Highly hindered primary amine,1.0,true,CC(C)(C)N,1,1,pronucleophile_XH,XH|N|H2|Alkyl,R–NH2,free,neutral_nh,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
N-Methylethylamine,CCNC,nucleophile,Buchwald-Hartwig; Ullmann,Secondary aliphatic amine,1.0,true,CCNC,1,1,pronucleophile_XH,"XH|N|H1|Alkyl,Alkyl",R1R2–NH,free,neutral_nh,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}},{""token"":""Alkyl"",""attachment_atom_index"":3,""fragment_atom_indices"":[3],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
N-Methylaniline,c1ccc(NC)cc1,nucleophile,Buchwald-Hartwig; Ullmann,Secondary aromatic amine,1.0,true,CNc1ccccc1,1,1,pronucleophile_XH,"XH|N|H1|Ar,Alkyl",Ar–NH–R,free,neutral_nh,"[[{""token"":""Ar"",""attachment_atom_index"":3,""fragment_atom_indices"":[0,1,2,3,6,7],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}},{""token"":""Alkyl"",""attachment_atom_index"":5,""fragment_atom_indices"":[5],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
"N,N-Dimethylaniline",c1ccc(N(C)C)cc1,nucleophile,,Tertiary amine; not reactive in C-N coupling,1.0,true,CN(C)c1ccccc1,1,0,,,,,,[],,
4-Methoxyaniline,COc1ccc(N)cc1,nucleophile,Buchwald-Hartwig; Ullmann,Electron-rich aniline,1.0,true,COc1ccc(N)cc1,1,1,pronucleophile_XH,XH|N|H2|Ar,Ar–NH2,free,neutral_nh,"[[{""token"":""Ar"",""attachment_atom_index"":5,""fragment_atom_indices"":[2,3,4,5,7,8],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
4-Aminobenzonitrile,N#Cc1ccc(N)cc1,nucleophile,Buchwald-Hartwig; Ullmann,Electron-poor aniline; less nucleophilic,1.0,true,N#Cc1ccc(N)cc1,1,1,pronucleophile_XH,XH|N|H2|Ar,Ar–NH2,free,neutral_nh,"[[{""token"":""Ar"",""attachment_atom_index"":5,""fragment_atom_indices"":[2,3,4,5,7,8],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
4-Aminopyridine,Nc1ccncc1,nucleophile,Buchwald-Hartwig,Heteroaryl amine; pyridine coordination,1.0,true,Nc1ccncc1,1,1,pronucleophile_XH,XH|N|H2|HeteroAr,HeteroAr–NH2,free,neutral_nh,"[[{""token"":""HeteroAr"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,5,6],""classification_method"":""aromatic_ring_system"",""subtype"":""heteroaromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[""N""],""ring_sizes"":[6],""fused"":false}}]]",,
Indole,c1ccc2[nH]ccc2c1,nucleophile,Buchwald-Hartwig; C-H activation,NH heterocycle; can act as nucleophile,1.0,true,c1ccc2[nH]ccc2c1,1,1,pronucleophile_XH,XH|N_aromatic|H1|HeteroAr,AromN–H,deactivated,neutral_nh,"[[{""token"":""HeteroAr"",""attachment_atom_index"":4,""fragment_atom_indices"":[0,1,2,3,4,5,6,7,8],""classification_method"":""aromatic_ring_system"",""subtype"":""aromatic_nh_ring"",""matched_pattern"":null,""features"":{""ring_neighbor_count"":2}}]]",,
3-Aminopyrrole,c1c[nH]c(N)c1,nucleophile,Buchwald-Hartwig,Heteroaryl amine with NH,1.0,true,Nc1ccc[nH]1,1,2,pronucleophile_XH; pronucleophile_XH,XH|N_aromatic|H1|HeteroAr; XH|N|H2|HeteroAr,AromN–H; HeteroAr–NH2,deactivated; free,neutral_nh; neutral_nh,"[[{""token"":""HeteroAr"",""attachment_atom_index"":2,""fragment_atom_indices"":[0,1,2,3,5],""classification_method"":""aromatic_ring_system"",""subtype"":""aromatic_nh_ring"",""matched_pattern"":null,""features"":{""ring_neighbor_count"":2}}],[{""token"":""HeteroAr"",""attachment_atom_index"":3,""fragment_atom_indices"":[0,1,2,3,5],""classification_method"":""aromatic_ring_system"",""subtype"":""heteroaromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[""N""],""ring_sizes"":[5],""fused"":false}}]]",,
2-Methylaniline,Nc1ccccc1C,nucleophile,Buchwald-Hartwig; Ullmann,Ortho-substituted aniline; sterically hindered,1.0,true,Cc1ccccc1N,1,1,pronucleophile_XH,XH|N|H2|Ar,Ar–NH2,free,neutral_nh,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,5,6],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
"3,5-Dimethylaniline",Nc1cc(C)cc(C)c1,nucleophile,Buchwald-Hartwig,Meta-substituted aniline,1.0,true,Cc1cc(C)cc(N)c1,1,1,pronucleophile_XH,XH|N|H2|Ar,Ar–NH2,free,neutral_nh,"[[{""token"":""Ar"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,5,6,8],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
Benzylamine,NCc1ccccc1,nucleophile,Buchwald-Hartwig; Ullmann,Benzylic amine; aliphatic but stabilized,1.0,true,NCc1ccccc1,1,1,pronucleophile_XH,XH|N|H2|Alkyl,R–NH2,free,neutral_nh,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Phenol,c1ccc(O)cc1,nucleophile,Ullmann; SNAr; Mitsunobu,Aromatic alcohol; C-O coupling partner,1.0,true,Oc1ccccc1,1,1,pronucleophile_XH,XH|O|H1|Ar,Ar–OH,free,neutral_oh,"[[{""token"":""Ar"",""attachment_atom_index"":3,""fragment_atom_indices"":[0,1,2,3,5,6],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
Ethanol,CCO,nucleophile,Ullmann; Mitsunobu,Simple aliphatic alcohol,1.0,true,CCO,1,1,pronucleophile_XH,XH|O|H1|Alkyl,R–OH,free,neutral_oh,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Isopropanol,CC(C)O,nucleophile,Ullmann; Mitsunobu,Secondary alcohol,1.0,true,CC(C)O,1,1,pronucleophile_XH,XH|O|H1|Alkyl,R–OH,free,neutral_oh,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
tert-Butanol,CC(C)(C)O,nucleophile,Ullmann,Tertiary alcohol; sterically hindered,1.0,true,CC(C)(C)O,1,1,pronucleophile_XH,XH|O|H1|Alkyl,R–OH,free,neutral_oh,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
4-Methoxyphenol,COc1ccc(O)cc1,nucleophile,Ullmann; SNAr,Electron-rich phenol,1.0,true,COc1ccc(O)cc1,1,1,pronucleophile_XH,XH|O|H1|Ar,Ar–OH,free,neutral_oh,"[[{""token"":""Ar"",""attachment_atom_index"":5,""fragment_atom_indices"":[2,3,4,5,7,8],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
4-Hydroxybenzonitrile,N#Cc1ccc(O)cc1,nucleophile,Ullmann; SNAr,Electron-poor phenol; more acidic,1.0,true,N#Cc1ccc(O)cc1,1,1,pronucleophile_XH,XH|O|H1|Ar,Ar–OH,free,neutral_oh,"[[{""token"":""Ar"",""attachment_atom_index"":5,""fragment_atom_indices"":[2,3,4,5,7,8],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
Benzyl alcohol,OCc1ccccc1,nucleophile,Ullmann; Mitsunobu,Benzylic alcohol,1.0,true,OCc1ccccc1,1,1,pronucleophile_XH,XH|O|H1|Alkyl,R–OH,free,neutral_oh,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
4-Hydroxypyridine,Oc1ccncc1,nucleophile,Ullmann,Heteroaryl phenol,1.0,true,Oc1ccncc1,1,1,pronucleophile_XH,XH|O|H1|HeteroAr,HeteroAr–OH,free,neutral_oh,"[[{""token"":""HeteroAr"",""attachment_atom_index"":1,""fragment_atom_indices"":[1,2,3,4,5,6],""classification_method"":""aromatic_ring_system"",""subtype"":""heteroaromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[""N""],""ring_sizes"":[6],""fused"":false}}]]",,
Thiophenol,c1ccc(S)cc1,nucleophile,Ullmann; SNAr,Aromatic thiol; strong nucleophile; catalyst poison risk,1.0,true,Sc1ccccc1,1,1,pronucleophile_XH,XH|S|H1|Ar,Ar–SH,free,neutral_sh,"[[{""token"":""Ar"",""attachment_atom_index"":3,""fragment_atom_indices"":[0,1,2,3,5,6],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
Ethanethiol,CCS,nucleophile,Ullmann; SNAr,Aliphatic thiol; catalyst poison,1.0,true,CCS,1,1,pronucleophile_XH,XH|S|H1|Alkyl,R–SH,free,neutral_sh,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
2-Propanethiol,CC(C)S,nucleophile,Ullmann,Secondary thiol,1.0,true,CC(C)S,1,1,pronucleophile_XH,XH|S|H1|Alkyl,R–SH,free,neutral_sh,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Thioanisole,CSc1ccccc1,none,,Sulfide; not nucleophilic but can poison catalysts,1.0,true,CSc1ccccc1,1,0,,,,,,[],,
Acetylene,C#C,nucleophile,Sonogashira,Simplest terminal alkyne,1.0,true,C#C,1,1,pronucleophile_XH,XH|Csp|H1|Alkynyl,R–C≡C–H,free,terminal_alkyne,"[[{""token"":""Alkynyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP"",""aromatic"":false}}]]",,
Phenylacetylene,C#Cc1ccccc1,nucleophile,Sonogashira,Aryl-substituted terminal alkyne,1.0,true,C#Cc1ccccc1,1,1,pronucleophile_XH,XH|Csp|H1|Alkynyl,R–C≡C–H,free,terminal_alkyne,"[[{""token"":""Alkynyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP"",""aromatic"":false}}]]",,
"3,3-Dimethylbut-1-yne",C#CC(C)(C)C,nucleophile,Sonogashira,Sterically hindered terminal alkyne,1.0,true,C#CC(C)(C)C,1,1,pronucleophile_XH,XH|Csp|H1|Alkynyl,R–C≡C–H,free,terminal_alkyne,"[[{""token"":""Alkynyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP"",""aromatic"":false}}]]",,
Trimethylsilylacetylene,C#C[Si](C)(C)C,nucleophile,Sonogashira,TMS-protected alkyne; deprotectable,1.0,true,C#C[Si](C)(C)C,1,2,pronucleophile_XH; transfer_group,XH|Csp|H1|Alkynyl; TM|Alkynyl|SiR3,R–C≡C–H; Alkynyl–SiR3,free; transferable,terminal_alkyne; carbon_silicon,"[[{""token"":""Alkynyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP"",""aromatic"":false}}],[{""token"":""Alkynyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP"",""aromatic"":false}}]]",,
Methyl propargyl ether,C#CCOC,nucleophile,Sonogashira,Ether-substituted alkyne,1.0,true,C#CCOC,1,1,pronucleophile_XH,XH|Csp|H1|Alkynyl,R–C≡C–H,free,terminal_alkyne,"[[{""token"":""Alkynyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP"",""aromatic"":false}}]]",,
4-Ethynylpyridine,C#Cc1ccncc1,nucleophile,Sonogashira,Heteroaryl terminal alkyne,1.0,true,C#Cc1ccncc1,1,1,pronucleophile_XH,XH|Csp|H1|Alkynyl,R–C≡C–H,free,terminal_alkyne,"[[{""token"":""Alkynyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP"",""aromatic"":false}}]]",,
Phenylmagnesium bromide,[Mg]Brc1ccccc1,nucleophile,Kumada,Grignard reagent for Kumada coupling,1.0,true,[Mg]<-[Br]c1ccccc1,1,0,,,,,,[],,
Ethylmagnesium bromide,CC[Mg]Br,nucleophile,Kumada,Alkyl Grignard,1.0,true,C[CH2][Mg][Br],1,1,transfer_group,TM|Alkyl|MgX,R–MgX,transferable,carbon_magnesium,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Phenylzinc chloride,Cl[Zn]c1ccccc1,nucleophile,Negishi,Organozinc for Negishi coupling,1.0,true,[Cl][Zn][c]1ccccc1,1,1,transfer_group,TM|Ar|ZnX,Ar–ZnX,transferable,carbon_zinc,"[[{""token"":""Ar"",""attachment_atom_index"":2,""fragment_atom_indices"":[2,3,4,5,6,7],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
Ethylzinc bromide,CC[Zn]Br,nucleophile,Negishi,Alkylzinc reagent,1.0,true,C[CH2][Zn][Br],1,1,transfer_group,TM|Alkyl|ZnX,R–ZnX,transferable,carbon_zinc,"[[{""token"":""Alkyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP3"",""aromatic"":false}}]]",,
Phenyltrimethylstannane,c1ccc([Sn](C)(C)C)cc1,nucleophile,Stille,Organotin for Stille coupling,1.0,true,[CH3][Sn]([CH3])([CH3])[c]1ccccc1,1,1,transfer_group,TM|Ar|SnR3,Ar–SnR3,transferable,carbon_tin,"[[{""token"":""Ar"",""attachment_atom_index"":3,""fragment_atom_indices"":[0,1,2,3,8,9],""classification_method"":""aromatic_ring_system"",""subtype"":""carbocyclic_aromatic_ring"",""matched_pattern"":null,""features"":{""heteroatoms"":[],""ring_sizes"":[6],""fused"":false}}]]",,
Vinyltrimethylstannane,C=C[Sn](C)(C)C,nucleophile,Stille,Vinyl stannane,1.0,true,C=[CH][Sn]([CH3])([CH3])[CH3],1,1,transfer_group,TM|Alkenyl|SnR3,Alkenyl–SnR3,transferable,carbon_tin,"[[{""token"":""Alkenyl"",""attachment_atom_index"":1,""fragment_atom_indices"":[1],""classification_method"":""atom_property"",""subtype"":null,""matched_pattern"":null,""features"":{""element"":""C"",""hybridization"":""SP2"",""aromatic"":false}}]]",,
