cluster_rank,cluster_count,cluster_id,motif_signature,event_signature,recommended_action,source_file,source_path,row_number,reaction_id,source_reaction_label,reaction_type,quality_level,quality_score,reasons,unclassified_motifs,outside_taxonomy_motifs,reaction_key,reaction_smiles
21,159,Alkyl-H|HeteroAr-Br -> HeteroAr-Bpin || events:intermolecular_or_multi_component|leaving_group_displacement,Alkyl-H|HeteroAr-Br -> HeteroAr-Bpin,intermolecular_or_multi_component|leaving_group_displacement,tighten_or_expand_slot_constraints,suzuki_miyaura.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\suzuki_miyaura.csv,825,31-142-CAS-21159636,Suzuki_Miyaura,Miyaura_borylation,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Alkyl-H,|Alkyl-H|HeteroAr-Br -> HeteroAr-Bpin | spectators: Ar-Alkyl|HeteroAr-F|HeteroAr-H,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.Cc1ccc(S(=O)(=O)n2cc(Br)c3cc(C)cc(F)c32)cc1>>Cc1ccc(S(=O)(=O)n2cc(B3OC(C)(C)C(C)(C)O3)c3cc(C)cc(F)c32)cc1
21,159,Alkyl-H|HeteroAr-Br -> HeteroAr-Bpin || events:intermolecular_or_multi_component|leaving_group_displacement,Alkyl-H|HeteroAr-Br -> HeteroAr-Bpin,intermolecular_or_multi_component|leaving_group_displacement,tighten_or_expand_slot_constraints,suzuki_miyaura.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\suzuki_miyaura.csv,870,31-142-CAS-21384055,Suzuki_Miyaura,Miyaura_borylation,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Alkyl-H,|Alkyl-H|HeteroAr-Br -> HeteroAr-Bpin | spectators: Ar-Alkyl|HeteroAr-H|Thiophene,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.CCCCCCc1cc(Br)cs1>>CCCCCCc1cc(B2OC(C)(C)C(C)(C)O2)cs1
22,157,none -> Ar-Cl || events:intramolecular_likely,none -> Ar-Cl,intramolecular_likely,consider_new_reaction_family_or_multistep_bucket,NBS_NCS_NIS_halogenation.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\NBS_NCS_NIS_halogenation.csv,965,31-084-CAS-20816790,NBS NCS NIS halogenation,Unknown,high,1.0,unknown_reaction_type,,,|[] -> Ar-Cl | bond_formed: C(ar)-Cl | bond_formed_labeled: C(ar)-Cl | spectators: Ar-Alkynyl|Ar-CO2R|Ar-OR,COC(=O)c1ccccc1C#Cc1cccc(OC)c1>>COC(=O)c1ccccc1C#Cc1cc(OC)ccc1Cl
22,157,none -> Ar-Cl || events:intramolecular_likely,none -> Ar-Cl,intramolecular_likely,consider_new_reaction_family_or_multistep_bucket,NBS_NCS_NIS_halogenation.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\NBS_NCS_NIS_halogenation.csv,956,31-084-CAS-20525140,NBS NCS NIS halogenation,Unknown,high,1.0,unknown_reaction_type,,,|[] -> Ar-Cl | bond_formed: C(ar)-Cl | bond_formed_labeled: C(ar)-Cl | spectators: Ar-Alkyl|Ar-CONH2,Cc1ccccc1C(N)=O>>Cc1cccc(Cl)c1C(N)=O
22,157,none -> Ar-Cl || events:intramolecular_likely,none -> Ar-Cl,intramolecular_likely,consider_new_reaction_family_or_multistep_bucket,NBS_NCS_NIS_halogenation.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\NBS_NCS_NIS_halogenation.csv,801,31-084-CAS-19489249,NBS NCS NIS halogenation,Unknown,high,1.0,unknown_reaction_type,,,|[] -> Ar-Cl | bond_formed: C(ar)-Cl | bond_formed_labeled: C(ar)-Cl | spectators: Ar-OR,COc1cc(OC)cc(OC)c1>>COc1cc(OC)c(Cl)c(OC)c1
22,157,none -> Ar-Cl || events:intramolecular_likely,none -> Ar-Cl,intramolecular_likely,consider_new_reaction_family_or_multistep_bucket,NBS_NCS_NIS_halogenation.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\NBS_NCS_NIS_halogenation.csv,288,31-084-CAS-1351812,NBS NCS NIS halogenation,Unknown,high,1.0,unknown_reaction_type,,,|[] -> Ar-Cl | bond_formed: C(ar)-Cl | bond_formed_labeled: C(ar)-Cl | spectators: Ar-NH2|Ar-NO2,Nc1ccc([N+](=O)[O-])cc1>>Nc1ccc([N+](=O)[O-])cc1Cl
22,157,none -> Ar-Cl || events:intramolecular_likely,none -> Ar-Cl,intramolecular_likely,consider_new_reaction_family_or_multistep_bucket,NBS_NCS_NIS_halogenation.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\NBS_NCS_NIS_halogenation.csv,372,31-084-CAS-14504604,NBS NCS NIS halogenation,Unknown,high,1.0,unknown_reaction_type,,,|[] -> Ar-Cl | bond_formed: C(ar)-Cl | bond_formed_labeled: C(ar)-Cl | spectators: Ar-F|Ar-NO2,O=[N+]([O-])c1ccccc1F>>O=[N+]([O-])c1cc(Cl)ccc1F
23,157,R_acidic-H -> none || events:c_o_bond_formation|intramolecular_likely,R_acidic-H -> none,c_o_bond_formation|intramolecular_likely,expand_existing_slots_or_aliases,Riley_oxidation.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Riley_oxidation.csv,481,31-614-CAS-31458898,Riley oxidation,Unknown,high,1.0,missing_formed_motifs|unknown_reaction_type,,,|R_acidic-H -> [] | bond_formed: C-O | spectators: Ar-COR|HeteroAr-H|Thiazole,CC(=O)c1cncs1>>O=CC(=O)c1cncs1
23,157,R_acidic-H -> none || events:c_o_bond_formation|intramolecular_likely,R_acidic-H -> none,c_o_bond_formation|intramolecular_likely,expand_existing_slots_or_aliases,Riley_oxidation.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Riley_oxidation.csv,415,31-494-CAS-6877428,Riley oxidation,Unknown,high,1.0,missing_formed_motifs|unknown_reaction_type,,,|R_acidic-H -> [] | bond_formed: C-O | spectators: Ar-COR|Ar-OR,COc1ccc(C(C)=O)cc1>>COc1ccc(C(=O)C=O)cc1
23,157,R_acidic-H -> none || events:c_o_bond_formation|intramolecular_likely,R_acidic-H -> none,c_o_bond_formation|intramolecular_likely,expand_existing_slots_or_aliases,Riley_oxidation.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Riley_oxidation.csv,345,31-494-CAS-24294145,Riley oxidation,Unknown,high,1.0,missing_formed_motifs|unknown_reaction_type,,,|R_acidic-H -> [] | bond_formed: C-O | spectators: Ar-Alkyl|Ar-COR,CC(=O)c1ccc(C)cc1>>Cc1ccc(C(=O)C=O)cc1
23,157,R_acidic-H -> none || events:c_o_bond_formation|intramolecular_likely,R_acidic-H -> none,c_o_bond_formation|intramolecular_likely,expand_existing_slots_or_aliases,Riley_oxidation.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Riley_oxidation.csv,169,31-494-CAS-10247485,Riley oxidation,Unknown,high,1.0,missing_formed_motifs|unknown_reaction_type,,,|R_acidic-H -> [] | bond_formed: C-O | spectators: Ar-Alkyl|Ar-COR|Ar-F,CC(=O)c1ccc(F)c(C)c1>>Cc1cc(C(=O)C=O)ccc1F
23,157,R_acidic-H -> none || events:c_o_bond_formation|intramolecular_likely,R_acidic-H -> none,c_o_bond_formation|intramolecular_likely,expand_existing_slots_or_aliases,Riley_oxidation.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Riley_oxidation.csv,370,31-494-CAS-4121284,Riley oxidation,Unknown,high,1.0,missing_formed_motifs|unknown_reaction_type,,,|R_acidic-H -> [] | bond_formed: C-O | spectators: Ar-COR|AromN-H|HeteroAr-H|HeteroAr-OH|Quinoline,CC(=O)c1c(O)c2ccc3ccccc3c2[nH]c1=O>>O=CC(=O)c1c(O)c2ccc3ccccc3c2[nH]c1=O
24,155,RCH2-OH -> RCH2-F || events:intramolecular_likely,RCH2-OH -> RCH2-F,intramolecular_likely,tighten_or_expand_slot_constraints,Deoxy_fluorination.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Deoxy_fluorination.csv,792,31-614-CAS-33631174,Deoxy fluorination,Unknown,high,1.0,unknown_reaction_type,,,|RCH2-OH -> RCH2-F | bond_formed: C-F | bond_formed_labeled: C-F | bond_broken: C-O | spectators: Ar-Alkyl,OCCCc1ccccc1>>FCCCc1ccccc1
24,155,RCH2-OH -> RCH2-F || events:intramolecular_likely,RCH2-OH -> RCH2-F,intramolecular_likely,tighten_or_expand_slot_constraints,Deoxy_fluorination.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Deoxy_fluorination.csv,358,31-048-CAS-20275146,Deoxy fluorination,Unknown,high,1.0,unknown_reaction_type,,,|RCH2-OH -> RCH2-F | bond_formed: C-F | bond_formed_labeled: C-F | bond_broken: C-O | spectators: Ar-Alkyl|Ar-OR,COc1ccc(CCO)cc1OC>>COc1ccc(CCF)cc1OC
24,155,RCH2-OH -> RCH2-F || events:intramolecular_likely,RCH2-OH -> RCH2-F,intramolecular_likely,tighten_or_expand_slot_constraints,Deoxy_fluorination.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Deoxy_fluorination.csv,660,31-048-CAS-7621369,Deoxy fluorination,Unknown,high,1.0,unknown_reaction_type,,,|RCH2-OH -> RCH2-F | bond_formed: C-F | bond_formed_labeled: C-F | bond_broken: C-O | spectators: Ar-Alkenyl,OCC=Cc1ccccc1>>FCC=Cc1ccccc1
24,155,RCH2-OH -> RCH2-F || events:intramolecular_likely,RCH2-OH -> RCH2-F,intramolecular_likely,tighten_or_expand_slot_constraints,Deoxy_fluorination.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Deoxy_fluorination.csv,786,31-614-CAS-31842121,Deoxy fluorination,Unknown,high,1.0,unknown_reaction_type,,,|RCH2-OH -> RCH2-F | bond_formed: C-F | bond_formed_labeled: C-F | bond_broken: C-O | spectators: Ar-NO2|Ar-OR,O=[N+]([O-])c1ccc(OCCO)cc1>>O=[N+]([O-])c1ccc(OCCF)cc1
24,155,RCH2-OH -> RCH2-F || events:intramolecular_likely,RCH2-OH -> RCH2-F,intramolecular_likely,tighten_or_expand_slot_constraints,Deoxy_fluorination.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Deoxy_fluorination.csv,186,31-048-CAS-15106604,Deoxy fluorination,Unknown,high,1.0,unknown_reaction_type,,,|RCH2-OH -> RCH2-F | bond_formed: C-F | bond_formed_labeled: C-F | bond_broken: C-O | spectators: Ar-Alkyl,OCCCc1ccccc1>>FCCCc1ccccc1
25,149,Ar-OH|R2CH-OH -> Ar-OR || events:none,Ar-OH|R2CH-OH -> Ar-OR,none,expand_existing_slots_or_aliases,Mitsunobu_etherificationinversion.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Mitsunobu_etherificationinversion.csv,119,31-012-CAS-12356136,Mitsunobu etherificationinversion,Unknown,medium,0.6,mapping_warning|unknown_reaction_type,,,|Ar-OH|R2CH-OH -> Ar-OR | spectators: Ar-Alkyl|Ar-OR|CH3-NHR|RCH2-NHR,COc1ccccc1O.CNCC[C@H](O)c1ccccc1>>CNCC[C@@H](Oc1ccccc1OC)c1ccccc1
25,149,Ar-OH|R2CH-OH -> Ar-OR || events:none,Ar-OH|R2CH-OH -> Ar-OR,none,expand_existing_slots_or_aliases,Mitsunobu_etherificationinversion.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Mitsunobu_etherificationinversion.csv,493,31-012-CAS-23133619,Mitsunobu etherificationinversion,Unknown,high,0.75,unknown_reaction_type,,,|Ar-OH|R2CH-OH -> Ar-OR | spectators: Ar-Alkyl|Ar-CO2R,COC(=O)c1ccccc1O.C[C@@H](O)c1ccccc1>>COC(=O)c1ccccc1O[C@@H](C)c1ccccc1
25,149,Ar-OH|R2CH-OH -> Ar-OR || events:none,Ar-OH|R2CH-OH -> Ar-OR,none,expand_existing_slots_or_aliases,Mitsunobu_etherificationinversion.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Mitsunobu_etherificationinversion.csv,792,31-012-CAS-8099102,Mitsunobu etherificationinversion,Unknown,medium,0.6,mapping_warning|unknown_reaction_type,,,|Ar-OH|R2CH-OH -> Ar-OR | spectators: Ar-Alkyl|Ar-CF3|CH3-NHR|RCH2-NHR,Oc1ccc(C(F)(F)F)cc1.CNCC[C@H](O)c1ccccc1>>CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1
25,149,Ar-OH|R2CH-OH -> Ar-OR || events:none,Ar-OH|R2CH-OH -> Ar-OR,none,expand_existing_slots_or_aliases,Mitsunobu_etherificationinversion.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Mitsunobu_etherificationinversion.csv,951,31-614-CAS-40332024,Mitsunobu etherificationinversion,Unknown,medium,0.6,mapping_warning|unknown_reaction_type,,,|Ar-OH|R2CH-OH -> Ar-OR | spectators: Alkyl-SO2R|Ar-Alkyl|Ar-CO2R|Ar-OR|Ar-SR|R3C-CO2R|R_acidic-H,C[C@]1(C(=O)OCc2cccc3ccccc23)CC[C@H](O)CC1.COC(=O)c1cc(O)c(S(C)(=O)=O)cc1OC>>COC(=O)c1cc(O[C@H]2CC[C@@](C)(C(=O)OCc3cccc4ccccc34)CC2)c(S(C)(=O)=O)cc1OC
25,149,Ar-OH|R2CH-OH -> Ar-OR || events:none,Ar-OH|R2CH-OH -> Ar-OR,none,expand_existing_slots_or_aliases,Mitsunobu_etherificationinversion.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Mitsunobu_etherificationinversion.csv,937,31-614-CAS-40327007,Mitsunobu etherificationinversion,Unknown,medium,0.6,mapping_warning|unknown_reaction_type,,,|Ar-OH|R2CH-OH -> Ar-OR | spectators: Ar-Alkyl|Ar-CO2R,COC(=O)c1cccc(O)c1.C[C@@H](O)CCc1ccccc1>>COC(=O)c1cccc(O[C@@H](C)CCc2ccccc2)c1
26,148,Alkyl-H|Ar-CHO|Ar-NH2 -> Ar-Alkyl|Ar-NHR|R2CH-NHR || events:c_n_bond_formation|intermolecular_or_multi_component,Alkyl-H|Ar-CHO|Ar-NH2 -> Ar-Alkyl|Ar-NHR|R2CH-NHR,c_n_bond_formation|intermolecular_or_multi_component,tighten_or_expand_slot_constraints,KabachnikFields.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\KabachnikFields.csv,130,31-614-CAS-26926556,Kabachnik–Fields,Reductive_amination,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Alkyl-H,|Alkyl-H|Ar-CHO|Ar-NH2 -> Ar-NHR | spectators: Ar-CO2R|Ar-Cl|HeteroAr-H|Pyridine,Nc1ccc(Cl)cc1.CCOP(OCC)OCC.CCOC(=O)c1cc2ccccn2c1C=O>>CCOC(=O)c1cc2ccccn2c1C(Nc1ccc(Cl)cc1)P(=O)(OCC)OCC
26,148,Alkyl-H|Ar-CHO|Ar-NH2 -> Ar-Alkyl|Ar-NHR|R2CH-NHR || events:c_n_bond_formation|intermolecular_or_multi_component,Alkyl-H|Ar-CHO|Ar-NH2 -> Ar-Alkyl|Ar-NHR|R2CH-NHR,c_n_bond_formation|intermolecular_or_multi_component,tighten_or_expand_slot_constraints,KabachnikFields.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\KabachnikFields.csv,275,31-614-CAS-29304535,Kabachnik–Fields,Reductive_amination,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Alkyl-H,|Alkyl-H|Ar-CHO|Ar-NH2 -> Ar-NHR | spectators: Ar-Cl|Ar-OH|HeteroAr-H|Quinoline,Nc1ccccc1O.CCOP(OCC)OCC.O=Cc1cc2ccccc2nc1Cl>>CCOP(=O)(OCC)C(Nc1ccccc1O)c1cc2ccccc2nc1Cl
26,148,Alkyl-H|Ar-CHO|Ar-NH2 -> Ar-Alkyl|Ar-NHR|R2CH-NHR || events:c_n_bond_formation|intermolecular_or_multi_component,Alkyl-H|Ar-CHO|Ar-NH2 -> Ar-Alkyl|Ar-NHR|R2CH-NHR,c_n_bond_formation|intermolecular_or_multi_component,tighten_or_expand_slot_constraints,KabachnikFields.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\KabachnikFields.csv,348,31-614-CAS-30509978,Kabachnik–Fields,Reductive_amination,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Alkyl-H,|Alkyl-H|Ar-CHO|Ar-NH2 -> Ar-NHR | spectators: Ar-Br|Ar-NR2|Ar-SR|RCH2-NR2,Nc1ccccc1.CCOP(OCC)OCC.CCN1c2ccc(Br)cc2Sc2cc(C=O)ccc21>>CCOP(=O)(OCC)C(Nc1ccccc1)c1ccc2c(c1)Sc1cc(Br)ccc1N2CC
26,148,Alkyl-H|Ar-CHO|Ar-NH2 -> Ar-Alkyl|Ar-NHR|R2CH-NHR || events:c_n_bond_formation|intermolecular_or_multi_component,Alkyl-H|Ar-CHO|Ar-NH2 -> Ar-Alkyl|Ar-NHR|R2CH-NHR,c_n_bond_formation|intermolecular_or_multi_component,tighten_or_expand_slot_constraints,KabachnikFields.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\KabachnikFields.csv,222,31-614-CAS-28514514,Kabachnik–Fields,Reductive_amination,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Alkyl-H,|Alkyl-H|Ar-CHO|Ar-NH2 -> Ar-NHR | spectators: Ar-OR,COc1cc(C=O)cc(OC)c1OC.COc1ccc(N)cc1.CC(C)OP(O)OC(C)C>>COc1ccc(NC(c2cc(OC)c(OC)c(OC)c2)P(=O)(OC(C)C)OC(C)C)cc1
26,148,Alkyl-H|Ar-CHO|Ar-NH2 -> Ar-Alkyl|Ar-NHR|R2CH-NHR || events:c_n_bond_formation|intermolecular_or_multi_component,Alkyl-H|Ar-CHO|Ar-NH2 -> Ar-Alkyl|Ar-NHR|R2CH-NHR,c_n_bond_formation|intermolecular_or_multi_component,tighten_or_expand_slot_constraints,KabachnikFields.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\KabachnikFields.csv,548,31-614-CAS-44718095,Kabachnik–Fields,Reductive_amination,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Alkyl-H,|Alkyl-H|Ar-CHO|Ar-NH2 -> Ar-NHR | spectators: Ar-NO2,Nc1ccccc1.COP(OC)OC.O=Cc1ccc([N+](=O)[O-])cc1>>COP(=O)(OC)C(Nc1ccccc1)c1ccc([N+](=O)[O-])cc1
27,147,Ar-CN -> Bn-NH2|Inorganic || events:none,Ar-CN -> Bn-NH2|Inorganic,none,consider_new_reaction_family_or_multistep_bucket,Nitrile_hydration_Nitrile__amide.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Nitrile_hydration_Nitrile__amide.csv,490,31-520-CAS-15726366,Nitrile hydration. Nitrile → amide,Unknown,high,0.75,motif_outside_reaction_taxonomy|unknown_reaction_type,,Inorganic,|Ar-CN -> Bn-NH2|Inorganic | spectators: Ar-Cl,N#Cc1ccc(Cl)cc1>>Cl.NCc1ccc(Cl)cc1
27,147,Ar-CN -> Bn-NH2|Inorganic || events:none,Ar-CN -> Bn-NH2|Inorganic,none,consider_new_reaction_family_or_multistep_bucket,Nitrile_hydration_Nitrile__amide.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Nitrile_hydration_Nitrile__amide.csv,605,31-520-CAS-16745975,Nitrile hydration. Nitrile → amide,Unknown,high,0.75,motif_outside_reaction_taxonomy|unknown_reaction_type,,Inorganic,|Ar-CN -> Bn-NH2|Inorganic | spectators: Ar-Alkyl,Cc1ccc(C#N)cc1>>Cc1ccc(CN)cc1.Cl
27,147,Ar-CN -> Bn-NH2|Inorganic || events:none,Ar-CN -> Bn-NH2|Inorganic,none,consider_new_reaction_family_or_multistep_bucket,Nitrile_hydration_Nitrile__amide.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Nitrile_hydration_Nitrile__amide.csv,855,31-520-CAS-19606998,Nitrile hydration. Nitrile → amide,Unknown,high,0.75,motif_outside_reaction_taxonomy|unknown_reaction_type,,Inorganic,|Ar-CN -> Bn-NH2|Inorganic | spectators: Ar-Alkyl,Cc1ccccc1C#N>>Cc1ccccc1CN.Cl
27,147,Ar-CN -> Bn-NH2|Inorganic || events:none,Ar-CN -> Bn-NH2|Inorganic,none,consider_new_reaction_family_or_multistep_bucket,Nitrile_hydration_Nitrile__amide.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Nitrile_hydration_Nitrile__amide.csv,852,31-520-CAS-19606995,Nitrile hydration. Nitrile → amide,Unknown,high,0.75,motif_outside_reaction_taxonomy|unknown_reaction_type,,Inorganic,|Ar-CN -> Bn-NH2|Inorganic,N#Cc1ccccc1>>Cl.NCc1ccccc1
27,147,Ar-CN -> Bn-NH2|Inorganic || events:none,Ar-CN -> Bn-NH2|Inorganic,none,consider_new_reaction_family_or_multistep_bucket,Nitrile_hydration_Nitrile__amide.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Nitrile_hydration_Nitrile__amide.csv,692,31-520-CAS-17762157,Nitrile hydration. Nitrile → amide,Unknown,high,0.75,motif_outside_reaction_taxonomy|unknown_reaction_type,,Inorganic,|Ar-CN -> Bn-NH2|Inorganic | spectators: Ar-CO2R,COC(=O)c1ccc(C#N)cc1>>COC(=O)c1ccc(CN)cc1.Cl
28,138,Acyl-Cl|Ar-NH2 -> Ar-N(R)CO2R || events:c_n_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,Acyl-Cl|Ar-NH2 -> Ar-N(R)CO2R,c_n_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,tighten_or_expand_slot_constraints,Carbamate_formation.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Carbamate_formation.csv,616,31-365-CAS-20617796,Carbamate formation,Multi-Event:LGDisp+C-N,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Ar-N(R)CO2R,|Acyl-Cl|Ar-NH2 -> Ar-N(R)CO2R | spectators: Ar-Alkyl | events: LGDisp+C-N,Cc1cc(C)c(N)c(C)c1.O=C(Cl)Oc1ccccc1>>Cc1cc(C)c(NC(=O)Oc2ccccc2)c(C)c1
28,138,Acyl-Cl|Ar-NH2 -> Ar-N(R)CO2R || events:c_n_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,Acyl-Cl|Ar-NH2 -> Ar-N(R)CO2R,c_n_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,tighten_or_expand_slot_constraints,Carbamate_formation.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Carbamate_formation.csv,880,31-365-CAS-4380888,Carbamate formation,Multi-Event:LGDisp+C-N,high,1.0,motif_outside_reaction_taxonomy,,Ar-N(R)CO2R,|Acyl-Cl|Ar-NH2 -> Ar-N(R)CO2R | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-Cl | spectators: Ar-Br | events: LGDisp+C-N,Nc1cccc(Br)c1.O=C(Cl)Oc1ccccc1>>O=C(Nc1cccc(Br)c1)Oc1ccccc1
28,138,Acyl-Cl|Ar-NH2 -> Ar-N(R)CO2R || events:c_n_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,Acyl-Cl|Ar-NH2 -> Ar-N(R)CO2R,c_n_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,tighten_or_expand_slot_constraints,Carbamate_formation.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Carbamate_formation.csv,858,31-365-CAS-3923473,Carbamate formation,Multi-Event:LGDisp+C-N,high,1.0,motif_outside_reaction_taxonomy,,Ar-N(R)CO2R,|Acyl-Cl|Ar-NH2 -> Ar-N(R)CO2R | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-Cl | spectators: Alkyl-Alkynyl|Ar-Alkynyl|Propargyl-H | events: LGDisp+C-N,Nc1ccccc1.O=C(Cl)OCC#Cc1ccccc1>>O=C(Nc1ccccc1)OCC#Cc1ccccc1
28,138,Acyl-Cl|Ar-NH2 -> Ar-N(R)CO2R || events:c_n_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,Acyl-Cl|Ar-NH2 -> Ar-N(R)CO2R,c_n_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,tighten_or_expand_slot_constraints,Carbamate_formation.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Carbamate_formation.csv,866,31-365-CAS-4033678,Carbamate formation,Multi-Event:LGDisp+C-N,high,1.0,motif_outside_reaction_taxonomy,,Ar-N(R)CO2R,|Acyl-Cl|Ar-NH2 -> Ar-N(R)CO2R | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-Cl | spectators: Ar-Alkyl|Ar-Ar|Bn-OH | events: LGDisp+C-N,Nc1ccccc1CO.O=C(Cl)OCC1c2ccccc2-c2ccccc21>>O=C(Nc1ccccc1CO)OCC1c2ccccc2-c2ccccc21
28,138,Acyl-Cl|Ar-NH2 -> Ar-N(R)CO2R || events:c_n_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,Acyl-Cl|Ar-NH2 -> Ar-N(R)CO2R,c_n_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,tighten_or_expand_slot_constraints,Carbamate_formation.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Carbamate_formation.csv,682,31-365-CAS-21971425,Carbamate formation,Multi-Event:LGDisp+C-N,high,1.0,motif_outside_reaction_taxonomy,,Ar-N(R)CO2R,|Acyl-Cl|Ar-NH2 -> Ar-N(R)CO2R | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-Cl | spectators: Ar-Alkyl | events: LGDisp+C-N,Cc1ccc(N)cc1.C=CCOC(=O)Cl>>C=CCOC(=O)Nc1ccc(C)cc1
29,134,Ar-CHO|RCH2-NHR -> Bn-NR2|RCH2-NR2 || events:c_n_bond_formation|intermolecular_or_multi_component,Ar-CHO|RCH2-NHR -> Bn-NR2|RCH2-NR2,c_n_bond_formation|intermolecular_or_multi_component,tighten_or_expand_slot_constraints,Reduction_NaBHOAc3_NaBH3CN.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Reduction_NaBHOAc3_NaBH3CN.csv,820,31-313-CAS-7567057,Reduction NaBH(OAc)3 NaBH3CN,Unknown,high,1.0,unknown_reaction_type,,,|Ar-CHO|RCH2-NHR -> Bn-NR2|RCH2-NR2 | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Ar-COR|Ar-Cl|Ar-NR2|R_acidic-H,O=Cc1ccc(Cl)cc1.CC(=O)c1ccc(N2CCNCC2)cc1>>CC(=O)c1ccc(N2CCN(Cc3ccc(Cl)cc3)CC2)cc1
29,134,Ar-CHO|RCH2-NHR -> Bn-NR2|RCH2-NR2 || events:c_n_bond_formation|intermolecular_or_multi_component,Ar-CHO|RCH2-NHR -> Bn-NR2|RCH2-NR2,c_n_bond_formation|intermolecular_or_multi_component,tighten_or_expand_slot_constraints,Reductive_amination.csv,C:\Git-softwares\Condition-agent\data-processor\reaction_dataset\Reductive_amination.csv,426,31-313-CAS-12484527,Reductive_amination,Unknown,high,1.0,unknown_reaction_type,,,|Ar-CHO|RCH2-NHR -> Bn-NR2|RCH2-NR2 | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Ar-Ar|Ar-OR|AromN-H|HeteroAr-H|Pyrrole|RCH2-NR2,O=Cc1ccc[nH]1.COc1ccc2c(OCCCN3CCNCC3)c(-c3ccccc3)c(=O)oc2c1>>COc1ccc2c(OCCCN3CCN(Cc4ccc[nH]4)CC3)c(-c3ccccc3)c(=O)oc2c1
