source_row,reaction_type,example,rxn_smiles_clean,reactants_smiles,products_smiles,conditions,valid,evidence_quality,transformation_class,named_family,reaction_label,reaction_label_status,candidate_count,warnings,error
75,Buchwald-Hartwig amination,Aldehyde substrate,Ic1ccc(C=O)cc1.Nc1ccccc1>>O=Cc1ccc(Nc2ccccc2)cc1,Ic1ccc(C=O)cc1.Nc1ccccc1,O=Cc1ccc(Nc2ccccc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–I + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
76,Buchwald-Hartwig amination,Naphthylamine,Brc1ccc2ccccc2c1.NCC>>CCNc1ccc2ccccc2c1,Brc1ccc2ccccc2c1.NCC,CCNc1ccc2ccccc2c1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–NH2 → Ar–NH–R,exact_product,1,,
77,Buchwald-Hartwig amination,Benzimidazole,Clc1nc2ccccc2[nH]1.Nc1ccccc1>>c1ccccc1Nc1nc2ccccc2[nH]1,Clc1nc2ccccc2[nH]1.Nc1ccccc1,c1ccccc1Nc1nc2ccccc2[nH]1,,True,exact_product_reconstruction,sp2_c_n_substitution,,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,exact_product,1,,
78,Buchwald-Hartwig amination,Ph-Br + aniline diphenylamine,Brc1ccccc1.Nc1ccccc1>>c1ccccc1Nc1ccccc1,Brc1ccccc1.Nc1ccccc1,c1ccccc1Nc1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
79,Buchwald-Hartwig amination,Ph-Cl + aniline diphenylamine,Clc1ccccc1.Nc1ccccc1>>c1ccccc1Nc1ccccc1,Clc1ccccc1.Nc1ccccc1,c1ccccc1Nc1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Cl + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
80,Buchwald-Hartwig amination,Ph-I + aniline diphenylamine,Ic1ccccc1.Nc1ccccc1>>c1ccccc1Nc1ccccc1,Ic1ccccc1.Nc1ccccc1,c1ccccc1Nc1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–I + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
81,Buchwald-Hartwig amination,4-MeO-Ph-Br + aniline,Brc1ccc(OC)cc1.Nc1ccccc1>>COc1ccc(Nc2ccccc2)cc1,Brc1ccc(OC)cc1.Nc1ccccc1,COc1ccc(Nc2ccccc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
82,Buchwald-Hartwig amination,4-Me-Ph-Br + aniline,Brc1ccc(C)cc1.Nc1ccccc1>>Cc1ccc(Nc2ccccc2)cc1,Brc1ccc(C)cc1.Nc1ccccc1,Cc1ccc(Nc2ccccc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
83,Buchwald-Hartwig amination,4-CF3-Ph-Br + aniline,Brc1ccc(C(F)(F)F)cc1.Nc1ccccc1>>FC(F)(F)c1ccc(Nc2ccccc2)cc1,Brc1ccc(C(F)(F)F)cc1.Nc1ccccc1,FC(F)(F)c1ccc(Nc2ccccc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
84,Buchwald-Hartwig amination,4-CN-Ph-Br + aniline,Brc1ccc(C#N)cc1.Nc1ccccc1>>N#Cc1ccc(Nc2ccccc2)cc1,Brc1ccc(C#N)cc1.Nc1ccccc1,N#Cc1ccc(Nc2ccccc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
85,Buchwald-Hartwig amination,4-NO2-Ph-Br + aniline,Brc1ccc([N+](=O)[O-])cc1.Nc1ccccc1>>[O-][N+](=O)c1ccc(Nc2ccccc2)cc1,Brc1ccc([N+](=O)[O-])cc1.Nc1ccccc1,[O-][N+](=O)c1ccc(Nc2ccccc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
86,Buchwald-Hartwig amination,4-acetyl-Ph-Br + aniline,Brc1ccc(C(=O)C)cc1.Nc1ccccc1>>CC(=O)c1ccc(Nc2ccccc2)cc1,Brc1ccc(C(=O)C)cc1.Nc1ccccc1,CC(=O)c1ccc(Nc2ccccc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
87,Buchwald-Hartwig amination,4-F-Ph-Br + aniline,Brc1ccc(F)cc1.Nc1ccccc1>>Fc1ccc(Nc2ccccc2)cc1,Brc1ccc(F)cc1.Nc1ccccc1,Fc1ccc(Nc2ccccc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + Ar–NH2 → Ar–NH–Ar,exact_product,2,,
88,Buchwald-Hartwig amination,4-Cl-pyridine + aniline,Clc1ccncc1.Nc1ccccc1>>c1ccccc1Nc1ccncc1,Clc1ccncc1.Nc1ccccc1,c1ccccc1Nc1ccncc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,exact_product,1,,
89,Buchwald-Hartwig amination,4-Br-pyridine + aniline,Brc1ccncc1.Nc1ccccc1>>c1ccccc1Nc1ccncc1,Brc1ccncc1.Nc1ccccc1,c1ccccc1Nc1ccncc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,HeteroAr–Br + Ar–NH2 → HeteroAr–NH–Ar,exact_product,1,,
90,Buchwald-Hartwig amination,3-Cl-pyridine + aniline,Clc1cccnc1.Nc1ccccc1>>c1ccccc1Nc1cccnc1,Clc1cccnc1.Nc1ccccc1,c1ccccc1Nc1cccnc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,exact_product,1,,
91,Buchwald-Hartwig amination,2-Br-pyrimidine + aniline,Brc1cnccn1.Nc1ccccc1>>c1ccccc1Nc1cnccn1,Brc1cnccn1.Nc1ccccc1,c1ccccc1Nc1cnccn1,,True,exact_product_reconstruction,sp2_c_n_substitution,,HeteroAr–Br + Ar–NH2 → HeteroAr–NH–Ar,exact_product,1,,
92,Buchwald-Hartwig amination,4-Cl-quinoline + aniline,Clc1cccc2ncccc12.Nc1ccccc1>>c1ccccc1Nc1cccc2ncccc12,Clc1cccc2ncccc12.Nc1ccccc1,c1ccccc1Nc1cccc2ncccc12,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Cl + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
93,Buchwald-Hartwig amination,5-Br-indole + aniline,Brc1ccc2[nH]ccc2c1.Nc1ccccc1>>c1ccccc1Nc1ccc2[nH]ccc2c1,Brc1ccc2[nH]ccc2c1.Nc1ccccc1,c1ccccc1Nc1ccc2[nH]ccc2c1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
94,Buchwald-Hartwig amination,3-Br-furan + aniline,Brc1ccco1.Nc1ccccc1>>c1ccccc1Nc1ccco1,Brc1ccco1.Nc1ccccc1,c1ccccc1Nc1ccco1,,True,exact_product_reconstruction,sp2_c_n_substitution,,HeteroAr–Br + Ar–NH2 → HeteroAr–NH–Ar,exact_product,1,,
95,Buchwald-Hartwig amination,2-Cl-thiophene + aniline,Clc1cccs1.Nc1ccccc1>>c1ccccc1Nc1cccs1,Clc1cccs1.Nc1ccccc1,c1ccccc1Nc1cccs1,,True,exact_product_reconstruction,sp2_c_n_substitution,,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,exact_product,1,,
96,Buchwald-Hartwig amination,2-Br-4-methylpyrimidine + aniline,Brc1cnc(C)cn1.Nc1ccccc1>>Cc1cnc(Nc2ccccc2)cn1,Brc1cnc(C)cn1.Nc1ccccc1,Cc1cnc(Nc2ccccc2)cn1,,True,exact_product_reconstruction,sp2_c_n_substitution,,HeteroAr–Br + Ar–NH2 → HeteroAr–NH–Ar,exact_product,1,,
97,Buchwald-Hartwig amination,Ph-Br + 4-methylaniline,Brc1ccccc1.Nc1ccc(C)cc1>>Cc1ccc(Nc2ccccc2)cc1,Brc1ccccc1.Nc1ccc(C)cc1,Cc1ccc(Nc2ccccc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
98,Buchwald-Hartwig amination,Ph-Br + 4-methoxyaniline,Brc1ccccc1.Nc1ccc(OC)cc1>>COc1ccc(Nc2ccccc2)cc1,Brc1ccccc1.Nc1ccc(OC)cc1,COc1ccc(Nc2ccccc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
99,Buchwald-Hartwig amination,Ph-Br + 4-fluoroaniline,Brc1ccccc1.Nc1ccc(F)cc1>>Fc1ccc(Nc2ccccc2)cc1,Brc1ccccc1.Nc1ccc(F)cc1,Fc1ccc(Nc2ccccc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
100,Buchwald-Hartwig amination,Ph-Br + 4-CF3-aniline,Brc1ccccc1.Nc1ccc(C(F)(F)F)cc1>>FC(F)(F)c1ccc(Nc2ccccc2)cc1,Brc1ccccc1.Nc1ccc(C(F)(F)F)cc1,FC(F)(F)c1ccc(Nc2ccccc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
101,Buchwald-Hartwig amination,Ph-Br + 3-methylaniline,Brc1ccccc1.Nc1cccc(C)c1>>Cc1cccc(Nc2ccccc2)c1,Brc1ccccc1.Nc1cccc(C)c1,Cc1cccc(Nc2ccccc2)c1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
102,Buchwald-Hartwig amination,"Ph-Br + 3,5-dimethylaniline",Brc1ccccc1.Nc1cc(C)cc(C)c1>>Cc1cc(C)cc(Nc2ccccc2)c1,Brc1ccccc1.Nc1cc(C)cc(C)c1,Cc1cc(C)cc(Nc2ccccc2)c1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
103,Buchwald-Hartwig amination,Ph-Br + methylamine,Brc1ccccc1.CN>>CNc1ccccc1,Brc1ccccc1.CN,CNc1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–NH2 → Ar–NH–R,exact_product,1,,
104,Buchwald-Hartwig amination,Ph-Br + ethylamine,Brc1ccccc1.CCN>>CCNc1ccccc1,Brc1ccccc1.CCN,CCNc1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–NH2 → Ar–NH–R,exact_product,1,,
105,Buchwald-Hartwig amination,Ph-Br + propylamine,Brc1ccccc1.CCCN>>CCCNc1ccccc1,Brc1ccccc1.CCCN,CCCNc1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–NH2 → Ar–NH–R,exact_product,1,,
106,Buchwald-Hartwig amination,Ph-Br + isopropylamine,Brc1ccccc1.CC(C)N>>CC(C)Nc1ccccc1,Brc1ccccc1.CC(C)N,CC(C)Nc1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–NH2 → Ar–NH–R,exact_product,1,,
107,Buchwald-Hartwig amination,Ph-Br + tert-butylamine,Brc1ccccc1.CC(C)(C)N>>CC(C)(C)Nc1ccccc1,Brc1ccccc1.CC(C)(C)N,CC(C)(C)Nc1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–NH2 → Ar–NH–R,exact_product,1,,
108,Buchwald-Hartwig amination,Ph-Br + benzylamine,Brc1ccccc1.NCc1ccccc1>>c1ccccc1CNc1ccccc1,Brc1ccccc1.NCc1ccccc1,c1ccccc1CNc1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–NH2 → Ar–NH–R,exact_product,1,,
109,Buchwald-Hartwig amination,Ph-Br + 2-methoxyethylamine,Brc1ccccc1.NCCOC>>COCCNc1ccccc1,Brc1ccccc1.NCCOC,COCCNc1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R–NH2 → Ar–NH–R,exact_product,1,,
110,Buchwald-Hartwig amination,4-Br-pyridine + propylamine,Brc1ccncc1.NCCC>>CCCNc1ccncc1,Brc1ccncc1.NCCC,CCCNc1ccncc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,HeteroAr–Br + R–NH2 → HeteroAr–NH–R,exact_product,1,,
111,Buchwald-Hartwig amination,4-Cl-benzonitrile + isopropylamine,Clc1ccc(C#N)cc1.CC(C)N>>CC(C)Nc1ccc(C#N)cc1,Clc1ccc(C#N)cc1.CC(C)N,CC(C)Nc1ccc(C#N)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Cl + R–NH2 → Ar–NH–R,exact_product,1,,
112,Buchwald-Hartwig amination,Ph-Br + diethylamine,Brc1ccccc1.CCNCC>>CCN(CC)c1ccccc1,Brc1ccccc1.CCNCC,CCN(CC)c1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R1R2–NH → Ar–NR1R2,exact_product,1,,
113,Buchwald-Hartwig amination,Ph-Br + pyrrolidine,Brc1ccccc1.N1CCCC1>>c1ccccc1N1CCCC1,Brc1ccccc1.N1CCCC1,c1ccccc1N1CCCC1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R1R2–NH → Ar–NR1R2,exact_product,1,,
114,Buchwald-Hartwig amination,Ph-Br + piperidine,Brc1ccccc1.N1CCCCC1>>c1ccccc1N1CCCCC1,Brc1ccccc1.N1CCCCC1,c1ccccc1N1CCCCC1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R1R2–NH → Ar–NR1R2,exact_product,1,,
115,Buchwald-Hartwig amination,Ph-Br + morpholine,Brc1ccccc1.N1CCOCC1>>c1ccccc1N1CCOCC1,Brc1ccccc1.N1CCOCC1,c1ccccc1N1CCOCC1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R1R2–NH → Ar–NR1R2,exact_product,1,,
116,Buchwald-Hartwig amination,Ph-Br + N-methylpiperazine,Brc1ccccc1.N1CCN(C)CC1>>CN1CCN(c2ccccc2)CC1,Brc1ccccc1.N1CCN(C)CC1,CN1CCN(c2ccccc2)CC1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R1R2–NH → Ar–NR1R2,exact_product,1,,
117,Buchwald-Hartwig amination,Ph-Br + 4-hydroxypiperidine,Brc1ccccc1.N1CCC(O)CC1>>OC1CCN(c2ccccc2)CC1,Brc1ccccc1.N1CCC(O)CC1,OC1CCN(c2ccccc2)CC1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R1R2–NH → Ar–NR1R2,exact_product,2,,
118,Buchwald-Hartwig amination,Ph-Br + tetrahydroisoquinoline,Brc1ccccc1.N1Cc2ccccc2C1>>c1ccccc1N1Cc2ccccc2C1,Brc1ccccc1.N1Cc2ccccc2C1,c1ccccc1N1Cc2ccccc2C1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R1R2–NH → Ar–NR1R2,exact_product,1,,
119,Buchwald-Hartwig amination,4-Br-pyridine + pyrrolidine,Brc1ccncc1.N1CCCC1>>c1ccncc1N1CCCC1,Brc1ccncc1.N1CCCC1,c1ccncc1N1CCCC1,,True,reactant_grammar_only,,,HeteroAr–Br + R1R2–NH →,reactant_only,1,,
120,Buchwald-Hartwig amination,4-Cl-benzotrifluoride + morpholine,Clc1ccc(C(F)(F)F)cc1.N1CCOCC1>>FC(F)(F)c1ccc(N2CCOCC2)cc1,Clc1ccc(C(F)(F)F)cc1.N1CCOCC1,FC(F)(F)c1ccc(N2CCOCC2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Cl + R1R2–NH → Ar–NR1R2,exact_product,1,,
121,Buchwald-Hartwig amination,4-Br-anisole + piperidine,Brc1ccc(OC)cc1.N1CCCCC1>>COc1ccc(N2CCCCC2)cc1,Brc1ccc(OC)cc1.N1CCCCC1,COc1ccc(N2CCCCC2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + R1R2–NH → Ar–NR1R2,exact_product,1,,
122,Buchwald-Hartwig amination,"1,4-dibromobenzene + aniline",Brc1ccc(Br)cc1.Nc1ccccc1>>c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,Brc1ccc(Br)cc1.Nc1ccccc1,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,,True,reactant_grammar_only,,,Ar–Br + Ar–NH2 →,reactant_only,2,,
123,Buchwald-Hartwig amination,2-methylbromobenzene + aniline,Brc1ccccc1C.Nc1ccccc1>>Cc1ccccc1Nc1ccccc1,Brc1ccccc1C.Nc1ccccc1,Cc1ccccc1Nc1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
124,Buchwald-Hartwig amination,2-bromoanisole + aniline,Brc1ccccc1OC.Nc1ccccc1>>COc1ccccc1Nc1ccccc1,Brc1ccccc1OC.Nc1ccccc1,COc1ccccc1Nc1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
125,Buchwald-Hartwig amination,2-bromoacetophenone + aniline,Brc1ccccc1C(=O)C.Nc1ccccc1>>CC(=O)c1ccccc1Nc1ccccc1,Brc1ccccc1C(=O)C.Nc1ccccc1,CC(=O)c1ccccc1Nc1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
126,Buchwald-Hartwig amination,"4,7-dichloroquinoline + aniline",Clc1ccc2nc(Cl)ccc2c1.Nc1ccccc1>>c1ccc(Nc2ccc3cc(Nc4ccccc4)ccc3n2)cc1,Clc1ccc2nc(Cl)ccc2c1.Nc1ccccc1,c1ccc(Nc2ccc3cc(Nc4ccccc4)ccc3n2)cc1,,True,reactant_grammar_only,,,(Ar–Cl + Ar–NH2) OR (HeteroAr–Cl + Ar–NH2) →,ambiguous_reactants,2,,
127,Buchwald-Hartwig amination,"5-bromobenzo[d][1,3]dioxole + aniline",Brc1ccc2c(c1)OCO2.Nc1ccccc1>>c1ccc(Nc2ccc3c(c2)OCO3)cc1,Brc1ccc2c(c1)OCO2.Nc1ccccc1,c1ccc(Nc2ccc3c(c2)OCO3)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + Ar–NH2 → Ar–NH–Ar,exact_product,1,,
128,Buchwald-Hartwig amination,2-chlorobenzothiazole + aniline,Clc1nc2ccccc2s1.Nc1ccccc1>>c1ccccc1Nc1nc2ccccc2s1,Clc1nc2ccccc2s1.Nc1ccccc1,c1ccccc1Nc1nc2ccccc2s1,,True,exact_product_reconstruction,sp2_c_n_substitution,,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,exact_product,1,,
129,Buchwald-Hartwig amination,2-bromobenzoxazole + aniline,Brc1nc2ccccc2o1.Nc1ccccc1>>c1ccccc1Nc1nc2ccccc2o1,Brc1nc2ccccc2o1.Nc1ccccc1,c1ccccc1Nc1nc2ccccc2o1,,True,exact_product_reconstruction,sp2_c_n_substitution,,HeteroAr–Br + Ar–NH2 → HeteroAr–NH–Ar,exact_product,1,,
130,Buchwald-Hartwig amination,2-chloroquinoxaline + aniline,Clc1cnc2ccccc2n1.Nc1ccccc1>>c1ccccc1Nc1cnc2ccccc2n1,Clc1cnc2ccccc2n1.Nc1ccccc1,c1ccccc1Nc1cnc2ccccc2n1,,True,exact_product_reconstruction,sp2_c_n_substitution,,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,exact_product,1,,
131,Buchwald-Hartwig amination,Ph-Br + pyrrole -> N-phenylpyrrole,Brc1ccccc1.c1cc[nH]c1>>c1ccccc1n1cccc1,Brc1ccccc1.c1cc[nH]c1,c1ccccc1n1cccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + AromN–H → Ar–AromN,exact_product,1,,
132,Buchwald-Hartwig amination,4-bromotoluene + pyrrole,Brc1ccc(C)cc1.c1cc[nH]c1>>Cc1ccc(n2cccc2)cc1,Brc1ccc(C)cc1.c1cc[nH]c1,Cc1ccc(n2cccc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + AromN–H → Ar–AromN,exact_product,1,,
133,Buchwald-Hartwig amination,4-chlorobenzonitrile + pyrrole,Clc1ccc(C#N)cc1.c1cc[nH]c1>>N#Cc1ccc(n2cccc2)cc1,Clc1ccc(C#N)cc1.c1cc[nH]c1,N#Cc1ccc(n2cccc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Cl + AromN–H → Ar–AromN,exact_product,1,,
134,Buchwald-Hartwig amination,Ph-Br + indole -> N-phenylindole,Brc1ccccc1.c1ccc2[nH]ccc2c1>>c1ccc2c(c1)ccn2c1ccccc1,Brc1ccccc1.c1ccc2[nH]ccc2c1,c1ccc2c(c1)ccn2c1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + AromN–H → Ar–AromN,exact_product,1,,
135,Buchwald-Hartwig amination,4-bromoanisole + indole,Brc1ccc(OC)cc1.c1ccc2[nH]ccc2c1>>COc1ccc(n2ccc3ccccc32)cc1,Brc1ccc(OC)cc1.c1ccc2[nH]ccc2c1,COc1ccc(n2ccc3ccccc32)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + AromN–H → Ar–AromN,exact_product,1,,
136,Buchwald-Hartwig amination,4-chloropyridine + indole,Clc1ccncc1.c1ccc2[nH]ccc2c1>>c1ccncc1n1ccc2ccccc21,Clc1ccncc1.c1ccc2[nH]ccc2c1,c1ccncc1n1ccc2ccccc21,,True,reactant_grammar_only,,,HeteroAr–Cl + AromN–H →,reactant_only,1,,
137,Buchwald-Hartwig amination,4-bromobenzotrifluoride + indole,Brc1ccc(C(F)(F)F)cc1.c1ccc2[nH]ccc2c1>>FC(F)(F)c1ccc(n2ccc3ccccc32)cc1,Brc1ccc(C(F)(F)F)cc1.c1ccc2[nH]ccc2c1,FC(F)(F)c1ccc(n2ccc3ccccc32)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + AromN–H → Ar–AromN,exact_product,1,,
138,Buchwald-Hartwig amination,4-iodopyridine + indole,Ic1ccncc1.c1ccc2[nH]ccc2c1>>c1ccncc1n1ccc2ccccc21,Ic1ccncc1.c1ccc2[nH]ccc2c1,c1ccncc1n1ccc2ccccc21,,True,reactant_grammar_only,,,HeteroAr–I + AromN–H →,reactant_only,1,,
139,Buchwald-Hartwig amination,Ph-Br + pyrazole -> N-phenylpyrazole,Brc1ccccc1.c1c[nH]nc1>>c1ccccc1n1ccnc1,Brc1ccccc1.c1c[nH]nc1,c1ccccc1n1ccnc1,,True,reactant_grammar_only,,,Ar–Br + AromN–H →,reactant_only,1,,
140,Buchwald-Hartwig amination,4-bromochlorobenzene + pyrazole,Brc1ccc(Cl)cc1.c1c[nH]nc1>>Clc1ccc(n2ccnc2)cc1,Brc1ccc(Cl)cc1.c1c[nH]nc1,Clc1ccc(n2ccnc2)cc1,,True,reactant_grammar_only,,,(Ar–Br + AromN–H) OR (Ar–Cl + AromN–H) →,ambiguous_reactants,2,,
141,Buchwald-Hartwig amination,4-bromopyridine + pyrazole,Brc1ccncc1.c1c[nH]nc1>>c1ccncc1n1ccnc1,Brc1ccncc1.c1c[nH]nc1,c1ccncc1n1ccnc1,,True,reactant_grammar_only,,,HeteroAr–Br + AromN–H →,reactant_only,1,,
142,Buchwald-Hartwig amination,4-bromonitrobenzene + pyrazole,Brc1ccc([N+](=O)[O-])cc1.c1c[nH]nc1>>[O-][N+](=O)c1ccc(n2ccnc2)cc1,Brc1ccc([N+](=O)[O-])cc1.c1c[nH]nc1,[O-][N+](=O)c1ccc(n2ccnc2)cc1,,True,reactant_grammar_only,,,Ar–Br + AromN–H →,reactant_only,1,,
143,Buchwald-Hartwig amination,Ph-Br + 3-methylpyrazole,Brc1ccccc1.c1c[nH]nc1C>>Cc1nn(c2ccccc2)cc1,Brc1ccccc1.c1c[nH]nc1C,Cc1nn(c2ccccc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + AromN–H → Ar–AromN,exact_product,1,,
144,Buchwald-Hartwig amination,4-chloroanisole + 3-methylpyrazole,Clc1ccc(OC)cc1.c1c[nH]nc1C>>Cc1nn(c2ccc(OC)cc2)cc1,Clc1ccc(OC)cc1.c1c[nH]nc1C,Cc1nn(c2ccc(OC)cc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Cl + AromN–H → Ar–AromN,exact_product,1,,
145,Buchwald-Hartwig amination,Ph-Br + imidazole -> N-phenylimidazole,Brc1ccccc1.c1cnc[nH]1>>c1ccccc1n1cncc1,Brc1ccccc1.c1cnc[nH]1,c1ccccc1n1cncc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + AromN–H → Ar–AromN,exact_product,1,,
146,Buchwald-Hartwig amination,4-bromofluorobenzene + imidazole,Brc1ccc(F)cc1.c1cnc[nH]1>>Fc1ccc(n2cncc2)cc1,Brc1ccc(F)cc1.c1cnc[nH]1,Fc1ccc(n2cncc2)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + AromN–H → Ar–AromN,exact_product,2,,
147,Buchwald-Hartwig amination,4-chloropyridine + imidazole,Clc1ccncc1.c1cnc[nH]1>>c1ccncc1n1cncc1,Clc1ccncc1.c1cnc[nH]1,c1ccncc1n1cncc1,,True,reactant_grammar_only,,,HeteroAr–Cl + AromN–H →,reactant_only,1,,
148,Buchwald-Hartwig amination,Ph-Br + carbazole -> N-phenylcarbazole,Brc1ccccc1.c1ccc2c(c1)c1ccccc1[nH]2>>c1ccc2c(c1)c1ccccc1n2c1ccccc1,Brc1ccccc1.c1ccc2c(c1)c1ccccc1[nH]2,c1ccc2c(c1)c1ccccc1n2c1ccccc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + AromN–H → Ar–AromN,exact_product,1,,
149,Buchwald-Hartwig amination,4-bromotoluene + carbazole,Brc1ccc(C)cc1.c1ccc2c(c1)c1ccccc1[nH]2>>Cc1ccc(n2c3ccccc3c3ccccc32)cc1,Brc1ccc(C)cc1.c1ccc2c(c1)c1ccccc1[nH]2,Cc1ccc(n2c3ccccc3c3ccccc32)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–Br + AromN–H → Ar–AromN,exact_product,1,,
150,Buchwald-Hartwig amination,4-iodoanisole + carbazole,Ic1ccc(OC)cc1.c1ccc2c(c1)c1ccccc1[nH]2>>COc1ccc(n2c3ccccc3c3ccccc32)cc1,Ic1ccc(OC)cc1.c1ccc2c(c1)c1ccccc1[nH]2,COc1ccc(n2c3ccccc3c3ccccc32)cc1,,True,exact_product_reconstruction,sp2_c_n_substitution,,Ar–I + AromN–H → Ar–AromN,exact_product,1,,
